date,open,high,low,close,CI,trend,in_progress,Volatility,Volatility_median,Volatility_status,Volatility_Trend,Volatility_Trend_actionable,typical_spread_in_points,weighted_avg_execution_spread_$,PnL_per_lot,total_profit,total_volume
2020-01-02 03:00:00,1.12132,1.12143,1.12008,1.12043,52.25667507595016,0.0,0.0,0.0012052710520676759,0.0011997206649465948,High_Volatility,High Volatility + No Trend,,,,,,
2020-01-02 07:00:00,1.12043,1.1214,1.12011,1.12029,53.06224845348903,0.0,0.0,0.0011516726035835886,0.0011922475137468938,Low_Volatility,Low Volatility + No Trend,High Volatility + No Trend,,,,,
2020-01-02 11:00:00,1.1203,1.12037,1.1183,1.11962,59.33045956763736,0.0,0.0,0.0018510238755253653,0.0011997206649465948,High_Volatility,High Volatility + No Trend,Low Volatility + No Trend,,,,,
2020-01-02 15:00:00,1.11961,1.1203,1.11635,1.11698,49.45419760959099,0.0,0.0,0.0035383168361178127,0.0011997206649465948,High_Volatility,High Volatility + No Trend,High Volatility + No Trend,,,,,
2020-01-02 19:00:00,1.117,1.11733,1.11636,1.11722,49.770845661499166,0.0,0.0,0.000868895338421222,0.0011922475137468938,Low_Volatility,Low Volatility + No Trend,High Volatility + No Trend,,,,,
2020-01-02 23:00:00,1.11722,1.11784,1.11692,1.11736,49.83136349076348,0.0,0.0,0.0008236937291838556,0.001187675898616057,Low_Volatility,Low Volatility + No Trend,Low Volatility + No Trend,,,,,
2020-01-03 03:00:00,1.11736,1.11774,1.11644,1.11663,49.49876541416044,0.0,0.0,0.0011644154634372261,0.001187675898616057,Low_Volatility,Low Volatility + No Trend,Low Volatility + No Trend,,,,,
2020-01-03 07:00:00,1.11663,1.11714,1.11399,1.114,39.053973734464336,1.0,0.0,0.0028276734979667557,0.0011922475137468938,High_Volatility,High Volatility + Trend,Low Volatility + No Trend,,,,,
2020-01-03 11:00:00,1.11401,1.11487,1.1125,1.11382,33.65904111385607,1.0,0.0,0.00213033707865167,0.0011997206649465948,High_Volatility,High Volatility + Trend,High Volatility + Trend,,,,,
2020-01-03 15:00:00,1.1138,1.11797,1.11353,1.1172,33.82053779766037,1.0,0.0,0.0039873196052194375,0.0011997206649465948,High_Volatility,High Volatility + Trend,High Volatility + Trend,,,,,
2020-01-03 19:00:00,1.11721,1.11732,1.1152,1.11554,34.053781588292,1.0,0.0,0.0019010043041607979,0.0011997206649465948,High_Volatility,High Volatility + Trend,High Volatility + Trend,,,,,
2020-01-05 23:00:00,1.11648,1.11682,1.11582,1.11627,33.95717414191043,1.0,0.0,0.000896201896363114,0.0011922475137468938,Low_Volatility,Low Volatility + Trend,High Volatility + Trend,,,,,
2020-01-06 03:00:00,1.11628,1.11709,1.11605,1.11623,37.3273850854196,1.0,0.0,0.0009318578916714573,0.001187675898616057,Low_Volatility,Low Volatility + Trend,Low Volatility + Trend,,,,,
2020-01-06 07:00:00,1.11622,1.11936,1.11571,1.11932,43.30289086419394,0.0,0.0,0.003271459429421562,0.0011922475137468938,High_Volatility,High Volatility + No Trend,Low Volatility + Trend,,,,,
2020-01-06 11:00:00,1.11932,1.12054,1.11899,1.11977,43.69722088018966,0.0,0.0,0.0013851777048947377,0.0011922475137468938,High_Volatility,High Volatility + No Trend,High Volatility + No Trend,,,,,
2020-01-06 15:00:00,1.11976,1.12002,1.11809,1.11949,47.91377514928399,0.0,0.0,0.0017261580015919891,0.0011922475137468938,High_Volatility,High Volatility + No Trend,High Volatility + No Trend,,,,,
2020-01-06 19:00:00,1.1195,1.11989,1.1188,1.11968,48.20827528723559,0.0,0.0,0.0009742581337147259,0.001187675898616057,Low_Volatility,Low Volatility + No Trend,High Volatility + No Trend,,,,,
2020-01-06 23:00:00,1.1196,1.11975,1.11891,1.11934,48.01630490974634,0.0,0.0,0.0007507306217657826,0.0011844754936144184,Low_Volatility,Low Volatility + No Trend,Low Volatility + No Trend,,,,,
2020-01-07 03:00:00,1.11931,1.11944,1.11828,1.11829,47.90046391901722,0.0,0.0,0.0010373072933433933,0.0011844754936144184,Low_Volatility,Low Volatility + No Trend,Low Volatility + No Trend,,,,,
2020-01-07 07:00:00,1.11831,1.11896,1.11725,1.11844,47.97077037412183,0.0,0.0,0.0015305437458043214,0.001187675898616057,High_Volatility,High Volatility + No Trend,Low Volatility + No Trend,,,,,
2020-01-07 11:00:00,1.11843,1.1186,1.11547,1.11561,48.39364638860639,0.0,0.0,0.0028059920930191555,0.0011922475137468938,High_Volatility,High Volatility + No Trend,High Volatility + No Trend,,,,,
2020-01-07 15:00:00,1.1156,1.11622,1.11335,1.11424,48.64064904092061,0.0,0.0,0.002577805721471171,0.0011922475137468938,High_Volatility,High Volatility + No Trend,High Volatility + No Trend,,,,,
2020-01-07 19:00:00,1.11424,1.11536,1.11413,1.11526,52.94267430239797,0.0,0.0,0.001104000430829295,0.001187675898616057,Low_Volatility,Low Volatility + No Trend,High Volatility + No Trend,,,,,
2020-01-07 23:00:00,1.11529,1.11681,1.11439,1.11556,52.5543676253248,0.0,0.0,0.002171591633090829,0.001187675898616057,High_Volatility,High Volatility + No Trend,Low Volatility + No Trend,,,,,
2020-01-08 03:00:00,1.11556,1.11613,1.11451,1.1149,52.05164763937668,0.0,0.0,0.0014535535796001624,0.0011922475137468938,High_Volatility,High Volatility + No Trend,High Volatility + No Trend,,,,,
2020-01-08 07:00:00,1.11489,1.11548,1.11253,1.11382,47.77969447260184,0.0,0.0,0.002651613889063673,0.0011997206649465948,High_Volatility,High Volatility + No Trend,High Volatility + No Trend,,,,,
2020-01-08 11:00:00,1.11383,1.11385,1.1111,1.11199,41.66144688315399,0.0,0.0,0.0024750247502475296,0.0012167073223985157,High_Volatility,High Volatility + No Trend,High Volatility + No Trend,,,,,
2020-01-08 15:00:00,1.11199,1.11308,1.11086,1.11179,40.39176508185609,0.0,0.0,0.0019984516500730163,0.0012167073223985157,High_Volatility,High Volatility + No Trend,High Volatility + No Trend,,,,,
2020-01-08 19:00:00,1.11178,1.11178,1.11016,1.11053,39.44727401933677,1.0,0.0,0.0014592491172443205,0.0012167073223985157,High_Volatility,High Volatility + Trend,High Volatility + No Trend,,,,,
2020-01-08 23:00:00,1.11053,1.11193,1.11033,1.11173,39.60747459976636,1.0,0.0,0.0014410130321616508,0.0012167073223985157,High_Volatility,High Volatility + Trend,High Volatility + Trend,,,,,
2020-01-09 03:00:00,1.11173,1.11189,1.11126,1.11182,39.862093461915215,1.0,0.0,0.0005669240321798054,0.0011997206649465948,Low_Volatility,Low Volatility + Trend,High Volatility + Trend,,,,,
2020-01-09 07:00:00,1.11181,1.11203,1.10983,1.10993,39.927769060619305,1.0,0.0,0.001982285575268266,0.0012167073223985157,High_Volatility,High Volatility + Trend,Low Volatility + Trend,,,,,
2020-01-09 11:00:00,1.10994,1.11173,1.10965,1.11149,41.34493802867516,0.0,0.0,0.0018744649213716773,0.0012359735539131946,High_Volatility,High Volatility + No Trend,High Volatility + Trend,,,,,
2020-01-09 15:00:00,1.11147,1.11147,1.10923,1.11046,41.29240147040336,0.0,0.0,0.0020194188761573522,0.0012359735539131946,High_Volatility,High Volatility + No Trend,High Volatility + No Trend,,,,,
2020-01-09 19:00:00,1.11046,1.11097,1.11033,1.11051,49.09561080267343,0.0,0.0,0.0005764052128646203,0.0012167073223985157,Low_Volatility,Low Volatility + No Trend,High Volatility + No Trend,,,,,
2020-01-09 23:00:00,1.11051,1.11093,1.11021,1.11041,48.67991487730533,0.0,0.0,0.000648525954549188,0.0011997206649465948,Low_Volatility,Low Volatility + No Trend,Low Volatility + No Trend,,,,,
2020-01-10 03:00:00,1.11043,1.1111,1.11035,1.11089,48.32549549463418,0.0,0.0,0.0006754626919440072,0.0011997206649465948,Low_Volatility,Low Volatility + No Trend,Low Volatility + No Trend,,,,,
2020-01-10 07:00:00,1.11091,1.1111,1.10912,1.10963,51.08873635447487,0.0,0.0,0.0017851990767454114,0.0012167073223985157,High_Volatility,High Volatility + No Trend,Low Volatility + No Trend,,,,,
2020-01-10 11:00:00,1.10961,1.11136,1.1085,1.10966,51.22617301235354,0.0,0.0,0.002580063148398613,0.0012359735539131946,High_Volatility,High Volatility + No Trend,High Volatility + No Trend,,,,,
2020-01-10 15:00:00,1.10963,1.11291,1.10861,1.11223,61.24649044514107,0.0,0.0,0.003878731023533948,0.0012447016492354635,High_Volatility,High Volatility + No Trend,High Volatility + No Trend,,,,,
2020-01-10 19:00:00,1.11222,1.11231,1.11172,1.11208,66.6860584587198,0.0,0.0,0.0005307091713739686,0.0012359735539131946,Low_Volatility,Low Volatility + No Trend,High Volatility + No Trend,,,,,
2020-01-12 23:00:00,1.1118,1.11213,1.11128,1.11212,67.67129784120247,0.0,0.0,0.0007648837376718896,0.0012359735539131946,Low_Volatility,Low Volatility + No Trend,Low Volatility + No Trend,,,,,
2020-01-13 03:00:00,1.11212,1.11317,1.112,1.11297,64.99101540990978,0.0,0.0,0.001052158273381199,0.0012359735539131946,Low_Volatility,Low Volatility + No Trend,Low Volatility + No Trend,,,,,
2020-01-13 07:00:00,1.11296,1.11359,1.11147,1.1115,61.30093690831832,0.0,0.0,0.0019073839149955662,0.0012447016492354635,High_Volatility,High Volatility + No Trend,Low Volatility + No Trend,,,,,
2020-01-13 11:00:00,1.11151,1.11283,1.11127,1.11187,61.017224869689166,0.0,0.0,0.0014037992567062963,0.0012484638156350222,High_Volatility,High Volatility + No Trend,High Volatility + No Trend,,,,,
2020-01-13 15:00:00,1.11187,1.11469,1.11175,1.11397,53.251027262004975,0.0,0.5,0.002644479424330958,0.0012484638156350222,High_Volatility,High Volatility + No Trend,High Volatility + No Trend,,,,,
2020-01-13 19:00:00,1.11399,1.11447,1.1133,1.11338,52.69678814186732,0.0,0.5,0.0010509296685530544,0.0012447016492354635,Low_Volatility,Low Volatility + No Trend,High Volatility + No Trend,,,,,
2020-01-13 23:00:00,1.11338,1.11421,1.11312,1.11371,51.943852146497,0.0,0.5,0.0009792295529680657,0.0012359735539131946,Low_Volatility,Low Volatility + No Trend,Low Volatility + No Trend,,,,,
2020-01-14 03:00:00,1.1137,1.11387,1.11352,1.11369,51.42407444382364,0.0,0.5,0.00031431855736749266,0.0012359735539131946,Low_Volatility,Low Volatility + No Trend,Low Volatility + No Trend,,,,,
2020-01-14 07:00:00,1.11369,1.11444,1.11303,1.11313,51.21980877595078,0.0,0.5,0.0012668122153042896,0.0012447016492354635,High_Volatility,High Volatility + No Trend,Low Volatility + No Trend,,,,,
2020-01-14 11:00:00,1.11312,1.11353,1.1105,1.11102,51.32715732691158,0.0,0.5,0.0027285006753713335,0.0012484638156350222,High_Volatility,High Volatility + No Trend,High Volatility + No Trend,,,,,
2020-01-14 15:00:00,1.11101,1.11327,1.11042,1.1131,51.58131818678851,0.0,0.5,0.002566596422975108,0.0012484638156350222,High_Volatility,High Volatility + No Trend,High Volatility + No Trend,,,,,
2020-01-14 19:00:00,1.11308,1.11347,1.11247,1.11274,52.16647433533398,0.0,0.5,0.000898900644511663,0.0012447016492354635,Low_Volatility,Low Volatility + No Trend,High Volatility + No Trend,,,,,
2020-01-14 23:00:00,1.11284,1.1131,1.1125,1.11296,64.88960517974975,0.0,0.0,0.0005393258426965698,0.0012359735539131946,Low_Volatility,Low Volatility + No Trend,Low Volatility + No Trend,,,,,
2020-01-15 03:00:00,1.11295,1.11345,1.1127,1.11339,64.47912165268602,0.0,0.0,0.0006740361283365043,0.0012359735539131946,Low_Volatility,Low Volatility + No Trend,Low Volatility + No Trend,,,,,
2020-01-15 07:00:00,1.11339,1.11367,1.11185,1.11283,64.33665827523882,0.0,0.0,0.0016369114538831073,0.0012447016492354635,High_Volatility,High Volatility + No Trend,Low Volatility + No Trend,,,,,
2020-01-15 11:00:00,1.11282,1.11549,1.1125,1.11489,57.95117302309841,1.0,0.5,0.0026876404494382456,0.0012484638156350222,High_Volatility,High Volatility + Trend,High Volatility + No Trend,,,,,
2020-01-15 15:00:00,1.11487,1.11633,1.11431,1.11575,52.19179612526531,1.0,0.5,0.0018127810034910688,0.0012484638156350222,High_Volatility,High Volatility + Trend,High Volatility + Trend,,,,,
2020-01-15 19:00:00,1.11575,1.11596,1.1148,1.11495,52.08768675076465,1.0,0.5,0.0010405453893075438,0.0012447016492354635,Low_Volatility,Low Volatility + Trend,High Volatility + Trend,,,,,
2020-01-15 23:00:00,1.11492,1.1158,1.11481,1.11535,51.66953627756197,1.0,0.5,0.0008880437025141722,0.0012359735539131946,Low_Volatility,Low Volatility + Trend,Low Volatility + Trend,,,,,
2020-01-16 03:00:00,1.11535,1.11549,1.11495,1.11496,51.27986737362408,1.0,0.5,0.0004843266514193326,0.0012359735539131946,Low_Volatility,Low Volatility + Trend,Low Volatility + Trend,,,,,
2020-01-16 07:00:00,1.11496,1.11636,1.11446,1.11533,50.93029763540771,1.0,0.5,0.00170486154729646,0.0012447016492354635,High_Volatility,High Volatility + Trend,Low Volatility + Trend,,,,,
2020-01-16 11:00:00,1.11536,1.11726,1.115,1.11514,45.68774007380576,1.0,0.5,0.0020269058295963485,0.0012484638156350222,High_Volatility,High Volatility + Trend,High Volatility + Trend,,,,,
