date,open,high,low,close,CI,trend,in_progress,Volatility,Volatility_median,Volatility_status,Volatility_Trend,Volatility_Trend_actionable,typical_spread_in_points,weighted_avg_execution_spread_$,volume_spreads_df,PnL_per_lot,total_profit,total_volume
2020-01-02,1520.26,1531.32,1518.38,1528.77,33.22044231521813,1.0,0.0,0.008522240809283464,0.009501369349752955,Low_Volatility,Low Volatility + Trend,,,32.4619445341734,915.2554446554576,-81.72,-112819.49,1380.54
2020-01-03,1528.25,1553.43,1527.86,1551.44,22.35875288325052,1.0,0.0,0.01673582658096957,0.009507313996850283,High_Volatility,High Volatility + Trend,Low Volatility + Trend,,33.08840896380213,1733.0684634718148,-194.48,-450886.14,2318.39
2020-01-06,1575.89,1582.09,1560.7,1565.63,14.570095878240492,1.0,0.0,0.01370538860767596,0.009518775337814759,High_Volatility,High Volatility + Trend,High Volatility + Trend,,32.906758996033425,1719.3394887656343,-259.5,-642192.59,2474.72
2020-01-07,1564.53,1577.32,1555.23,1573.24,14.6127925670187,1.0,0.0,0.01420368691447562,0.009550797868273484,High_Volatility,High Volatility + Trend,High Volatility + Trend,,34.780390213501526,1378.1023217317877,-44.59,-69827.06,1565.95
2020-01-08,1575.99,1611.35,1552.22,1556.36,6.745742818408472,1.0,0.0,0.03809382690597975,0.009591838003224624,High_Volatility,High Volatility + Trend,High Volatility + Trend,,34.53526082014062,2475.219478296775,-136.73,-491400.93,3594.04
2020-01-09,1554.75,1561.29,1540.2,1552.08,8.554345710011544,1.0,0.0,0.01369302687962597,0.009621880413121935,High_Volatility,High Volatility + Trend,High Volatility + Trend,,34.1049209391356,1108.6091512562125,-97.16,-151832.61,1562.76
2020-01-10,1552.91,1563.13,1545.73,1561.76,10.502809587295106,1.0,0.0,0.011256817167293182,0.00965569837130232,High_Volatility,High Volatility + Trend,High Volatility + Trend,,33.94708230161121,1139.5416277203924,-24.67,-35430.6,1436.46
2020-01-13,1559.55,1560.6,1546.51,1548.34,12.406616587845605,1.0,0.0,0.009110836658023497,0.00965569837130232,Low_Volatility,Low Volatility + Trend,High Volatility + Trend,,33.45392663678694,865.2484935488286,-27.92,-30336.54,1086.65
2020-01-14,1548.13,1548.85,1535.96,1546.25,16.027956335546016,1.0,0.0,0.008392145628792333,0.00965569837130232,Low_Volatility,Low Volatility + Trend,Low Volatility + Trend,,33.84290916750427,997.6533235047816,-86.44,-109568.89,1267.61
2020-01-15,1546.37,1558.17,1546.27,1556.22,23.25360318752888,1.0,0.0,0.0076959392602844855,0.00965569837130232,Low_Volatility,Low Volatility + Trend,Low Volatility + Trend,,33.38326222292566,904.9794088632752,-44.25,-51599.36,1166.01
2020-01-16,1555.18,1558.06,1547.98,1552.46,26.31251725238027,1.0,0.0,0.006511712037623178,0.00965569837130232,Low_Volatility,Low Volatility + Trend,Low Volatility + Trend,,33.66204371221534,818.9953371911091,2.16,2199.28,1017.69
2020-01-17,1552.29,1561.21,1549.33,1556.83,29.027670355421527,1.0,0.0,0.0076678306106511265,0.009621880413121935,Low_Volatility,Low Volatility + Trend,Low Volatility + Trend,,32.51997804190518,822.315440208008,0.88,955.0,1084.13
2020-01-20,1559.0,1562.76,1556.35,1560.5,31.92616461365403,1.0,0.0,0.004118610852314764,0.009621880413121935,Low_Volatility,Low Volatility + Trend,Low Volatility + Trend,,33.27881834053868,458.0072744323936,-50.41,-28669.03,568.73
2020-01-21,1560.88,1568.59,1546.3,1557.91,34.9501369592341,1.0,0.0,0.014415055293280712,0.00965569837130232,High_Volatility,High Volatility + Trend,Low Volatility + Trend,,33.502045033292745,1657.3118341475283,-54.23,-123287.15,2273.27
2020-01-22,1558.01,1559.22,1550.15,1558.6,40.452703268015775,0.0,0.0,0.005851046672902581,0.009621880413121935,Low_Volatility,Low Volatility + No Trend,High Volatility + Trend,,34.79913275843879,887.9823856069131,14.06,14946.44,1062.9
2020-01-23,1558.55,1567.91,1551.85,1562.8,45.56290014752452,0.0,0.0,0.010348938363888375,0.00965569837130232,High_Volatility,High Volatility + No Trend,Low Volatility + No Trend,,33.151151513837085,1283.3073248159833,1.74,3272.41,1885.45
2020-01-24,1561.79,1575.95,1556.49,1570.9,46.49846050312228,0.0,0.0,0.012502489575904783,0.00974051244031222,High_Volatility,High Volatility + No Trend,High Volatility + No Trend,,32.951479264227665,1490.6425384135812,-2.11,-4067.56,1926.29
2020-01-27,1580.71,1588.28,1575.87,1581.88,47.20503760453619,0.0,0.0,0.007875015071040176,0.00974051244031222,Low_Volatility,Low Volatility + No Trend,High Volatility + No Trend,,33.93810813143966,1438.2045221751453,-73.98,-152370.57,2059.72
2020-01-28,1580.91,1583.03,1565.44,1567.78,60.77190998416423,0.0,0.0,0.011236457481602563,0.009812787150966996,High_Volatility,High Volatility + No Trend,Low Volatility + No Trend,,33.9731280557391,1391.704655893927,-7.49,-13078.87,1746.3
2020-01-29,1568.65,1578.0,1563.35,1577.11,60.29867257090792,0.0,0.0,0.009370902229187381,0.009812787150966996,Low_Volatility,Low Volatility + No Trend,High Volatility + No Trend,,33.743297922193165,1402.2893940030333,-24.59,-44126.72,1794.58
2020-01-30,1575.25,1585.99,1572.22,1573.85,59.68498827792244,0.0,0.5,0.008758316266171389,0.009812787150966996,Low_Volatility,Low Volatility + No Trend,Low Volatility + No Trend,,34.479850232270465,1813.3501749289344,-7.73,-17952.14,2321.51
2020-01-31,1575.06,1590.48,1570.87,1588.83,57.438034463492265,0.0,0.5,0.012483528235945769,0.009834947240869574,High_Volatility,High Volatility + No Trend,Low Volatility + No Trend,,33.52632093748176,1703.969696679348,-15.14,-34550.27,2282.78
2020-02-03,1588.65,1592.0,1569.28,1576.3,63.46294265510018,0.0,0.0,0.014477977161500833,0.009953875370067741,High_Volatility,High Volatility + No Trend,High Volatility + No Trend,,35.79630461664139,1686.4190422804893,-26.95,-60432.89,2242.46
2020-02-04,1578.56,1579.61,1548.97,1552.74,63.09739011702755,0.0,0.0,0.01978088665371174,0.010074426282624829,High_Volatility,High Volatility + No Trend,High Volatility + No Trend,,33.66219545601204,1988.5339367950753,-85.22,-215525.78,2528.94
2020-02-05,1553.18,1562.41,1547.38,1556.41,62.79832821719295,0.0,0.0,0.009713192622368114,0.009953875370067741,Low_Volatility,Low Volatility + No Trend,High Volatility + No Trend,,34.651489054283445,1661.3313281490612,-12.32,-26222.98,2127.94
2020-02-06,1554.67,1568.23,1552.46,1566.46,62.49711484354458,0.0,0.0,0.010158071705551178,0.010086173701565976,High_Volatility,High Volatility + No Trend,Low Volatility + No Trend,,33.96494671178642,1440.664967228406,-18.25,-33781.02,1851.27
2020-02-07,1565.81,1574.05,1560.08,1570.0,62.26902185691777,0.0,0.0,0.008954668991333795,0.010086173701565976,Low_Volatility,Low Volatility + No Trend,High Volatility + No Trend,,32.0985289760941,1562.2329675929898,-17.72,-37476.96,2114.37
2020-02-10,1569.27,1577.01,1567.96,1571.87,62.6585403721376,0.0,0.0,0.005771830914053901,0.010086173701565976,Low_Volatility,Low Volatility + No Trend,Low Volatility + No Trend,,33.04130711743412,1131.803405145356,-5.61,-8446.53,1504.35
