date,open,high,low,close,CI,trend,in_progress,Volatility,Volatility_median,Volatility_status,Volatility_Trend,Volatility_Trend_actionable,typical_spread_in_points,weighted_avg_execution_spread_$,volume_spreads_df,PnL_per_lot,total_profit,total_volume
2020-01-02,1.3209,1.32305,1.3115,1.31363,38.81207357794285,1.0,0.0,0.008806709874189819,0.006693154430333625,High_Volatility,High Volatility + Trend,,,17.38754182055141,1861.5599246843983,-12.66,-29154.92,2302.98
2020-01-03,1.31363,1.31599,1.30532,1.30743,39.92371241871002,1.0,0.0,0.00817424079919097,0.006693154430333625,High_Volatility,High Volatility + Trend,High Volatility + Trend,,17.710270284786,1470.4042365321068,-21.09,-38640.96,1832.43
2020-01-06,1.30781,1.31741,1.30625,1.31682,46.44147111862329,0.0,0.0,0.008543540669856504,0.006693154430333625,High_Volatility,High Volatility + No Trend,High Volatility + Trend,,17.78834361164433,1572.335466295624,-10.64,-19978.32,1878.41
2020-01-07,1.31684,1.32119,1.30948,1.31203,53.62391586199878,0.0,0.0,0.008942480984818485,0.006711483261729384,High_Volatility,High Volatility + No Trend,High Volatility + No Trend,,17.553710360557655,1605.3854233375268,-10.83,-22603.58,2087.1
2020-01-08,1.3118,1.31694,1.30801,1.30938,58.29521680873914,0.0,0.0,0.006827164929931809,0.006711483261729384,High_Volatility,High Volatility + No Trend,High Volatility + No Trend,,17.954195744788404,1306.8475416915,-11.73,-19812.95,1689.18
2020-01-09,1.30937,1.31234,1.3013,1.30659,58.143536797634965,0.0,0.0,0.008483823868439377,0.006711483261729384,High_Volatility,High Volatility + No Trend,High Volatility + No Trend,,17.537229548751878,1268.5911187612942,8.92,14447.92,1619.54
2020-01-10,1.30659,1.30967,1.30422,1.30637,57.731035147253785,0.0,0.0,0.004178742850132612,0.006711483261729384,Low_Volatility,Low Volatility + No Trend,High Volatility + No Trend,,16.999725392631593,1181.6925250223214,-13.7,-20030.3,1461.87
2020-01-13,1.30364,1.30453,1.29609,1.29867,57.24049360252184,0.0,0.0,0.006511893464188446,0.006693154430333625,Low_Volatility,Low Volatility + No Trend,Low Volatility + No Trend,,17.21561731502252,1536.961935872309,-26.53,-52398.83,1974.81
2020-01-14,1.29867,1.3033,1.29541,1.30157,58.30997274335206,0.0,0.0,0.006090735751615282,0.0066330439668095716,Low_Volatility,Low Volatility + No Trend,Low Volatility + No Trend,,16.750616424884686,1399.481263985247,-0.24,-420.68,1782.97
2020-01-15,1.30151,1.30423,1.29848,1.30373,61.35771445803411,0.0,0.0,0.004428254574579448,0.0066330439668095716,Low_Volatility,Low Volatility + No Trend,Low Volatility + No Trend,,18.039029241613235,1286.8723012301102,4.0,6093.08,1524.43
2020-01-16,1.30373,1.30829,1.30251,1.30778,60.859840328269264,0.0,0.0,0.004437585891854877,0.006574815254532335,Low_Volatility,Low Volatility + No Trend,Low Volatility + No Trend,,16.863761052774116,1481.7874825527,8.73,16430.4,1882.47
2020-01-17,1.30783,1.31187,1.30076,1.30094,60.15221019245078,0.0,0.0,0.008541160552292641,0.0066330439668095716,High_Volatility,High Volatility + No Trend,Low Volatility + No Trend,,18.255956678848527,1517.4132387613467,8.85,17040.35,1925.4
2020-01-20,1.29985,1.30137,1.29618,1.30076,59.31526940290224,0.0,0.5,0.0040040735083088815,0.006574815254532335,Low_Volatility,Low Volatility + No Trend,High Volatility + No Trend,,18.841142700260445,1264.3821202221986,-35.31,-54695.55,1549.03
2020-01-21,1.30075,1.30832,1.29949,1.30472,64.85573402627932,0.0,0.0,0.006794973412646418,0.006574815254532335,High_Volatility,High Volatility + No Trend,Low Volatility + No Trend,,18.788743532277127,1924.3257315343567,-2.7,-6543.85,2422.22
2020-01-22,1.30473,1.31527,1.30345,1.3139,66.22514140219903,0.0,0.0,0.009068241973224858,0.0066330439668095716,High_Volatility,High Volatility + No Trend,High Volatility + No Trend,,18.25918281502305,1769.6755287600486,-50.81,-114900.32,2261.51
2020-01-23,1.31395,1.31507,1.30969,1.31207,64.94855272607626,0.0,0.0,0.004107842313829945,0.0066330439668095716,Low_Volatility,Low Volatility + No Trend,High Volatility + No Trend,,18.363708737351256,1158.808687011611,-15.02,-24257.99,1614.77
2020-01-24,1.31208,1.31724,1.30564,1.30705,64.10771390422062,0.0,0.0,0.00888453172390556,0.006693154430333625,High_Volatility,High Volatility + No Trend,Low Volatility + No Trend,,18.727019921753502,1466.2945114595186,-7.42,-14056.5,1895.13
2020-01-27,1.30754,1.31052,1.30401,1.30554,69.41525998558836,0.0,0.0,0.004992293003888019,0.0066330439668095716,Low_Volatility,Low Volatility + No Trend,High Volatility + No Trend,,17.427370521928264,1451.004192535664,-13.1,-24850.49,1896.65
2020-01-28,1.3057,1.30648,1.29753,1.30271,68.69400271421195,0.0,0.0,0.006897721054619171,0.006693154430333625,High_Volatility,High Volatility + No Trend,Low Volatility + No Trend,,17.330219805159032,2013.1516270250145,-15.83,-38282.45,2419.09
2020-01-29,1.30271,1.30294,1.29892,1.30173,67.73965817906661,0.0,0.0,0.003094878822406239,0.0066330439668095716,Low_Volatility,Low Volatility + No Trend,High Volatility + No Trend,,17.749024364459185,889.6380252288847,5.45,6533.58,1197.75
2020-01-30,1.30192,1.31098,1.29777,1.30908,67.11203472491177,0.0,0.0,0.010178999360441329,0.006693154430333625,High_Volatility,High Volatility + No Trend,Low Volatility + No Trend,,21.73790906682604,1542.9544132161268,4.5,8916.8,1980.45
2020-01-31,1.30907,1.32088,1.3082,1.3208,60.67847337091982,0.0,0.0,0.009692707537073861,0.006693154430333625,High_Volatility,High Volatility + No Trend,High Volatility + No Trend,,17.59671476230381,1371.5547928295289,-32.14,-60126.94,1870.62
2020-02-03,1.31701,1.31841,1.29828,1.29935,61.66279319665376,0.0,0.0,0.015505129864127908,0.006711483261729384,High_Volatility,High Volatility + No Trend,High Volatility + No Trend,,16.52026598249773,2156.250348399204,-20.64,-53793.38,2606.03
2020-02-04,1.29935,1.30465,1.29409,1.30292,58.49078126315243,0.0,0.5,0.008160174330997168,0.006711483261729384,High_Volatility,High Volatility + No Trend,High Volatility + No Trend,,16.85259020105579,1834.691066580909,-16.37,-38713.26,2365.61
