date,open,high,low,close,CI,trend,trend_in_progress,Volatility,Volatility_median,Volatility_status,Volatility_Trend,typical_spread_in_points,weighted_avg_execution_spread_$,PnL_per_lot,total_profit,total_volume
2020-08-06,1.31112,1.31854,1.31104,1.31411,29.25459001736483,1.0,0.0,0.005720649255552891,0.008391917153611053,Low_Volatility,Low Volatility + Trend,,,-12.034203,-64525.83264,5361.87
2020-08-07,1.3141,1.31503,1.30092,1.30489,37.555730985480174,1.0,0.0,0.010846170402484276,0.008417119234113991,High_Volatility,High Volatility + Trend,,,6.638882,37618.2948,5666.36
2020-08-10,1.30527,1.3103,1.30186,1.30713,37.88936655583082,1.0,0.0,0.006483031969643435,0.008391917153611053,Low_Volatility,Low Volatility + Trend,,,-15.310897,-66370.44084,4334.85
2020-08-11,1.30589,1.31316,1.30413,1.30458,40.25629713845186,0.0,0.0,0.006924156334107868,0.008391917153611053,Low_Volatility,Low Volatility + No Trend,,,-15.028295,-69796.96135,4644.37
2020-08-12,1.305,1.30671,1.30049,1.30298,43.80807573904503,0.0,0.0,0.004782812632161812,0.00836739413449918,Low_Volatility,Low Volatility + No Trend,,,-17.205304,-72427.96295,4209.63
2020-08-13,1.30294,1.31244,1.30274,1.30654,49.44848267550859,0.0,0.0,0.007445844911494267,0.00836739413449918,Low_Volatility,Low Volatility + No Trend,,,9.40376,30631.33841,3257.35
2020-08-14,1.30658,1.31427,1.3048,1.30795,55.3738865040228,0.0,0.0,0.0072578172900062,0.00836739413449918,Low_Volatility,Low Volatility + No Trend,,,-5.968376,-19617.75222,3286.95
2020-08-17,1.30885,1.31213,1.30737,1.3102,64.37883396347817,0.0,0.0,0.0036408973741175778,0.00836739413449918,Low_Volatility,Low Volatility + No Trend,,,-0.973967,-2951.362268,3030.25
2020-08-18,1.30991,1.32494,1.30959,1.3237,60.29010774144081,0.0,0.0,0.011721225727135954,0.00836739413449918,High_Volatility,High Volatility + No Trend,,,10.368931,34670.59403,3343.7
2020-08-19,1.32299,1.32666,1.30911,1.30913,62.73795169424796,0.0,0.0,0.01340605449503858,0.008391917153611053,High_Volatility,High Volatility + No Trend,,,-68.252922,-332187.6555,4867.01
2020-08-20,1.3091,1.32244,1.30643,1.32129,62.80846452401818,0.0,0.0,0.012254770634477224,0.008417119234113991,High_Volatility,High Volatility + No Trend,,,-21.926967,-98933.16041,4511.94
2020-08-21,1.32127,1.32546,1.30588,1.30831,62.99460152677943,0.0,0.0,0.014993720709406801,0.008417119234113991,High_Volatility,High Volatility + No Trend,,,-16.57565,-66670.24971,4022.18
2020-08-24,1.30795,1.31485,1.30534,1.30618,66.38730034607565,0.0,0.0,0.007285458194799922,0.008391917153611053,Low_Volatility,Low Volatility + No Trend,,,18.28331,75950.8805,4154.11
2020-08-25,1.30605,1.31704,1.30549,1.31498,66.46953924259554,0.0,0.0,0.008847252755670245,0.008391917153611053,High_Volatility,High Volatility + No Trend,,,-8.690359,-34636.55719,3985.63
2020-08-26,1.31495,1.32187,1.31169,1.32079,66.57766495707897,0.0,0.0,0.007760980109629621,0.00836739413449918,Low_Volatility,Low Volatility + No Trend,,,-3.983617,-19373.32497,4863.25
2020-08-27,1.32079,1.32843,1.31608,1.31991,64.185303415673,0.0,0.0,0.009383928028691329,0.008391917153611053,High_Volatility,High Volatility + No Trend,,,-5.321062,-22698.32169,4265.75
2020-08-28,1.31934,1.33563,1.3186,1.33454,55.79722396383922,1.0,0.5,0.012915213104808206,0.008391917153611053,High_Volatility,High Volatility + Trend,,,-9.208611,-55873.98202,6067.58
2020-08-31,1.33361,1.33954,1.33013,1.33675,52.11962537344432,1.0,0.5,0.007074496477787824,0.008391917153611053,Low_Volatility,Low Volatility + Trend,,,-52.134501,-241210.1741,4626.69
2020-09-01,1.33676,1.3482,1.3356,1.33817,46.8312543960792,1.0,0.5,0.00943396226415107,0.008417119234113991,High_Volatility,High Volatility + Trend,,,-7.95586,-30021.99348,3773.57
2020-09-02,1.33812,1.34022,1.3283,1.33491,49.07319691634558,1.0,0.5,0.008973876383347084,0.008429252039088838,High_Volatility,High Volatility + Trend,,,-31.266958,-156932.2997,5019.11
