date,open,close,TR,ATR,CI,zigzag,peaks,valleys
2015.06.08,1.10969,1.12906,0.022240000000000038,0.014604999999999963,46.06861069444058,,,
2015.06.09,1.12905,1.12815,0.013109999999999955,0.014899285714285686,46.29363469644966,,,
2015.06.10,1.12819,1.13211,0.012620000000000076,0.0150735714285714,46.134007690767625,,,
2015.06.11,1.13217,1.12571,0.014909999999999979,0.01466642857142854,46.18213711415762,,,
2015.06.12,1.12572,1.12621,0.014489999999999892,0.015343571428571392,46.512448499276545,,,
2015.06.15,1.1209,1.1283,0.01053000000000015,0.015257142857142842,46.93087275038181,,,
2015.06.16,1.12826,1.12467,0.012510000000000021,0.015365714285714285,50.79158398061656,,,
2015.06.17,1.12472,1.1335,0.015260000000000051,0.015803571428571424,52.860011882931325,,,
2015.06.18,1.13348,1.13575,0.010650000000000048,0.015991428571428577,49.84665327969946,,,
2015.06.19,1.1358,1.1346,0.010480000000000045,0.015996428571428578,52.52587989679034,,,
2015.06.22,1.13724,1.13394,0.009840000000000071,0.014717142857142873,64.06004018355816,,,
2015.06.23,1.13402,1.11669,0.021230000000000082,0.014762142857142882,64.22968865433256,,,
2015.06.24,1.11667,1.12017,0.00808999999999993,0.014215714285714316,64.2817554613301,,,
2015.06.25,1.12017,1.12004,0.007409999999999917,0.013097857142857161,67.6302371404066,,,
2015.06.26,1.12017,1.11583,0.008989999999999831,0.012151428571428575,72.42767911754969,,,
2015.06.29,1.10062,1.12344,0.032279999999999864,0.013520714285714283,55.07173689813878,,,
2015.06.30,1.12351,1.11409,0.01322000000000001,0.013563571428571421,54.79290908224467,,,
2015.07.01,1.11439,1.10516,0.012869999999999937,0.013417857142857132,54.56079533373792,,,
2015.07.02,1.10527,1.10833,0.008870000000000156,0.01301642857142858,54.1243396777509,,,
2015.07.03,1.10803,1.11141,0.005300000000000082,0.012642857142857147,53.62795864513807,,,
2015.07.06,1.09908,1.10555,0.014590000000000103,0.01279142857142858,53.13273494645245,,,
2015.07.07,1.10555,1.10099,0.014210000000000056,0.012716428571428582,49.6008420099,,,
2015.07.08,1.10108,1.10752,0.011910000000000087,0.012806428571428583,50.934851904682525,,,
2015.07.09,1.10753,1.10342,0.013360000000000039,0.01301214285714287,50.33309955593982,,,
2015.07.10,1.10291,1.11549,0.018669999999999964,0.013642857142857148,55.2847924727277,,,
2015.07.13,1.10942,1.09969,0.020299999999999985,0.01357642857142857,61.696042460935615,,,
2015.07.14,1.09993,1.10082,0.011609999999999898,0.013827857142857138,61.61615902603274,,,
2015.07.15,1.10074,1.09412,0.010559999999999903,0.014052857142857136,61.81254942090491,,,
2015.07.16,1.09441,1.08727,0.010720000000000063,0.014176428571428581,56.317191258696745,,,
2015.07.17,1.0872,1.08282,0.007919999999999927,0.012436428571428586,56.629437692103394,,,
2015.07.20,1.08299,1.08244,0.006170000000000009,0.011932857142857158,57.132057052260436,,,
2015.07.21,1.08244,1.09336,0.015750000000000153,0.012138571428571459,56.867756347614936,,,
2015.07.22,1.09338,1.09273,0.009740000000000082,0.012200714285714311,56.698261976131654,,,
2015.07.23,1.09272,1.09817,0.009670000000000067,0.012512857142857168,56.67117955864719,,,
2015.07.24,1.09849,1.09769,0.007040000000000157,0.011973571428571457,56.50035303078619,,,
2015.07.27,1.09772,1.1086,0.016059999999999963,0.012105714285714306,56.37228847716125,,,
2015.07.28,1.1086,1.10588,0.007749999999999924,0.011808571428571437,56.16210563737178,,,
2015.07.29,1.10588,1.09812,0.011740000000000084,0.011692857142857156,55.88241714879431,,,
2015.07.30,1.09813,1.09296,0.009589999999999987,0.011044285714285729,57.1249292476909,,,
2015.07.31,1.09306,1.09816,0.01933000000000007,0.010975000000000021,63.80056241157343,,,
2015.08.03,1.09718,1.09497,0.00546000000000002,0.010535714285714315,63.07201632664327,,,
2015.08.04,1.09492,1.08804,0.01085999999999987,0.010557142857142885,62.282772795983966,,,
2015.08.05,1.08809,1.0905,0.008750000000000036,0.010416428571428596,61.41509895205963,,,
2015.08.06,1.0905,1.0923,0.007020000000000026,0.01035214285714289,60.92542063287106,,,
2015.08.07,1.09231,1.09632,0.012289999999999912,0.010789285714285739,61.021755774136814,,,
2015.08.10,1.09612,1.1018,0.011619999999999964,0.010494285714285725,65.26291578764447,,,
2015.08.11,1.10188,1.10411,0.012799999999999923,0.010712857142857144,64.90316140409392,,,
2015.08.12,1.10417,1.1155,0.018950000000000022,0.011375714285714282,54.6936227778305,,,
2015.08.13,1.11556,1.11487,0.01088,0.011649999999999985,54.61435249633242,,,
2015.08.14,1.11488,1.1108,0.009090000000000042,0.011152142857142848,54.37977226287304,,,
2015.08.17,1.11161,1.1077,0.006709999999999994,0.01107785714285714,54.199027324899454,,,
2015.08.18,1.10772,1.10233,0.007640000000000091,0.010784999999999998,53.97325774874785,,,
2015.08.19,1.10243,1.1119,0.011660000000000004,0.010932857142857142,53.94545432788413,,,
2015.08.20,1.11189,1.12405,0.013760000000000217,0.010535000000000008,50.761027937915784,,,
2015.08.21,1.12407,1.13881,0.015940000000000065,0.01128357142857144,39.21504824165628,,,
2015.08.24,1.13764,1.1616,0.034359999999999946,0.012962142857142875,21.96226004834706,,,
2015.08.25,1.16158,1.15143,0.022500000000000187,0.013944285714285742,23.143029306844035,,,
2015.08.26,1.15139,1.13127,0.026999999999999913,0.015371428571428591,24.327705882335337,,,
2015.08.27,1.13129,1.12429,0.01611000000000007,0.015644285714285746,28.654267543598493,,,
2015.08.28,1.12423,1.11799,0.015409999999999924,0.01591500000000003,31.589098437659167,,,
2015.08.31,1.11676,1.12089,0.009519999999999973,0.01568071428571432,35.625769970788504,,,
2015.09.01,1.12091,1.13142,0.012450000000000072,0.015216428571428606,36.43328696091324,,,
2015.09.02,1.1314,1.12243,0.01028999999999991,0.015174285714285743,37.15943218248839,,,
2015.09.03,1.12225,1.11223,0.015609999999999902,0.01564000000000002,38.064414960130044,,,
2015.09.04,1.11224,1.11449,0.009789999999999965,0.015860000000000016,39.005532052910475,,,
2015.09.07,1.11619,1.11692,0.005649999999999933,0.015717857142857148,39.979638752199904,,,
2015.09.08,1.11692,1.12019,0.007680000000000131,0.015433571428571444,44.81031735936374,,,
2015.09.09,1.1201,1.12062,0.008460000000000134,0.01505500000000001,45.63920475688038,,,
2015.09.10,1.12064,1.12773,0.012340000000000018,0.014797857142857149,46.271361930545275,,,
2015.09.11,1.1278,1.13362,0.009519999999999973,0.013023571428571436,52.30839706201359,,,
2015.09.14,1.133,1.13157,0.008979999999999988,0.012057857142857136,56.53207325088384,,,
2015.09.15,1.13157,1.12672,0.007009999999999961,0.010629999999999997,74.80221706111381,,,
2015.09.16,1.12673,1.12888,0.010649999999999826,0.01023999999999998,73.79410112133137,,,
2015.09.17,1.12888,1.14286,0.015649999999999942,0.010257142857142838,64.62396271732219,,,
2015.09.18,1.1433,1.12946,0.019099999999999895,0.010941428571428546,61.698832431605425,,,
2015.09.21,1.12821,1.11891,0.01489000000000007,0.01111571428571426,60.87225711221326,,,
2015.09.22,1.11889,1.1119,0.009419999999999984,0.01105357142857141,60.02308039070454,,,
2015.09.23,1.1119,1.11848,0.010830000000000117,0.010712142857142852,59.18565644514036,,,
2015.09.24,1.11857,1.12292,0.01316000000000006,0.010952857142857144,59.77943960384336,,,
2015.09.25,1.12292,1.11914,0.011580000000000146,0.01137642857142859,58.81066190141316,,,
2015.09.28,1.11816,1.12437,0.010149999999999881,0.011552857142857142,57.923214949807516,,,
2015.09.29,1.12442,1.1247,0.00878000000000001,0.011575714285714276,57.109502161073216,,,
2015.09.30,1.12471,1.11755,0.010420000000000096,0.011438571428571425,56.306917908421376,,,
2015.10.01,1.11752,1.1194,0.007390000000000008,0.01128642857142857,55.88512276032777,,,
2015.10.02,1.11938,1.12058,0.016830000000000123,0.011847142857142865,55.833638505898776,,,
2015.10.05,1.12186,1.1186,0.01158999999999999,0.012174285714285724,56.209344701323126,,,
2015.10.06,1.11859,1.12704,0.010739999999999972,0.012180714285714307,56.67627546411641,,,
2015.10.07,1.12704,1.12367,0.007280000000000175,0.011582857142857181,56.99196298090172,,,
2015.10.08,1.12367,1.12747,0.009319999999999995,0.01088428571428576,74.28548295410218,,,
2015.10.09,1.12754,1.13729,0.012049999999999894,0.010681428571428604,65.5688480625025,,,
2015.10.12,1.13575,1.13578,0.004269999999999996,0.010313571428571462,64.13824374533323,,,
2015.10.13,1.13578,1.13783,0.006699999999999928,0.010018571428571448,63.55885034766249,,,
2015.10.14,1.13784,1.14728,0.011229999999999851,0.00988071428571429,54.43129645560226,,,
2015.10.15,1.14729,1.13773,0.013209999999999944,0.009997142857142847,55.42037330916359,,,
2015.10.16,1.13774,1.13473,0.006099999999999994,0.009707857142857141,54.967843372925415,,,
2015.10.19,1.13555,1.13248,0.007349999999999968,0.009605714285714282,54.47861275918087,,,
2015.10.20,1.1326,1.13458,0.006440000000000001,0.00932142857142856,53.945701955491636,,,
2015.10.21,1.13453,1.13384,0.004310000000000036,0.009101428571428562,55.03338368942093,,,
2015.10.22,1.13381,1.11079,0.025100000000000122,0.009692142857142847,49.30395936406423,,,
2015.10.23,1.11077,1.10156,0.014329999999999954,0.00988785714285713,39.88606234389289,,,
2015.10.26,1.10064,1.10527,0.006440000000000001,0.009580714285714276,39.190062202943416,,,
2015.10.27,1.10527,1.10463,0.0048200000000000465,0.009404999999999981,38.597063380732756,,,
2015.10.28,1.10459,1.09266,0.01990000000000003,0.01016071428571427,31.484321008670946,,,
2015.10.29,1.09268,1.09858,0.008450000000000069,0.009903571428571425,31.26912141232916,,,
2015.10.30,1.09858,1.10008,0.010689999999999866,0.010362142857142844,31.282594870754053,,,
2015.11.02,1.1034,1.10124,0.005239999999999911,0.010257857142857128,31.348901619912358,,,
2015.11.03,1.10092,1.09587,0.009440000000000115,0.010130000000000004,31.417856215775743,,,
2015.11.04,1.09609,1.08641,0.012389999999999901,0.010071428571428573,34.55167758757509,,,
2015.11.05,1.08641,1.0883,0.006350000000000078,0.01008928571428572,34.492254668859445,,,
2015.11.06,1.08829,1.07365,0.018990000000000062,0.0109207142857143,26.871180663967802,,,
2015.11.09,1.07253,1.07508,0.007009999999999961,0.010961428571428582,27.86331875816833,,,
2015.11.10,1.07516,1.07233,0.008990000000000054,0.011295714285714298,28.270850182067733,,,
2015.11.11,1.07214,1.07391,0.006800000000000139,0.009988571428571442,42.52305184306524,,,
2015.11.12,1.07402,1.08129,0.013889999999999958,0.009957142857142871,46.311960299302584,,,
2015.11.13,1.08122,1.07671,0.010280000000000067,0.01023142857142859,46.48389514667099,,,
2015.11.16,1.07396,1.06859,0.009270000000000111,0.010549285714285737,46.78436444223082,,,
2015.11.17,1.0686,1.06404,0.006000000000000005,0.009556428571428592,44.84362614349096,,,
2015.11.18,1.06412,1.06586,0.007500000000000062,0.009488571428571449,43.60226667712791,,,
2015.11.19,1.06588,1.07327,0.010790000000000077,0.00949571428571432,45.041097167562334,,,
2015.11.20,1.07327,1.06456,0.009689999999999976,0.009813571428571468,46.94196259793196,,,
2015.11.23,1.06383,1.06357,0.00645999999999991,0.009600714285714311,50.40794300356281,,,
2015.11.24,1.06365,1.06423,0.005360000000000031,0.009098571428571465,58.06435391940396,,,
2015.11.25,1.06424,1.06239,0.012340000000000018,0.009526428571428602,55.14382152377064,,,
2015.11.26,1.06234,1.06081,0.0027200000000000557,0.008364285714285744,62.621204037378405,,,
2015.11.27,1.06082,1.05889,0.006950000000000012,0.008360000000000034,61.899699252378404,,,
2015.11.30,1.05855,1.05628,0.00370999999999988,0.007982857142857165,59.83017936791377,,,
2015.12.01,1.0563,1.0631,0.007439999999999891,0.008028571428571432,59.2633755511275,,,
2015.12.02,1.0631,1.06127,0.008550000000000058,0.007647142857142868,59.42887544549339,,,
2015.12.03,1.06124,1.09379,0.046210000000000084,0.010213571428571442,38.524698621809605,,,
2015.12.04,1.09382,1.08752,0.01200000000000001,0.010408571428571434,38.4829299789227,,,
2015.12.07,1.08667,1.08361,0.009130000000000082,0.010632142857142868,38.80107420650777,,,
2015.12.08,1.08312,1.08912,0.007220000000000004,0.010612142857142863,39.130544649216084,,,
2015.12.09,1.08912,1.10244,0.016360000000000152,0.011010000000000011,34.82111023692943,,,
2015.12.10,1.10218,1.09396,0.0099800000000001,0.011030714285714307,35.17075537849512,,,
2015.12.11,1.09399,1.09844,0.010430000000000161,0.011314285714285752,35.65760301941896,,,
2015.12.14,1.09842,1.09913,0.010350000000000081,0.011670714285714328,35.938106412456136,,,
2015.12.15,1.09915,1.09278,0.015509999999999913,0.011897142857142893,35.81760662711333,,,
2015.12.16,1.09277,1.09097,0.012380000000000058,0.012587142857142892,36.9502631631578,,,
2015.12.17,1.09099,1.08246,0.011009999999999964,0.012877142857142889,38.12550887497411,,,
2015.12.18,1.08242,1.08652,0.006950000000000012,0.01310857142857147,39.41638098136023,,,
2015.12.21,1.08507,1.09135,0.009199999999999875,0.013234285714285754,40.6838833522708,,,
2015.12.22,1.09139,1.09563,0.008179999999999854,0.013207857142857169,41.99256648264728,,,
2015.12.23,1.09538,1.09089,0.008650000000000047,0.010525000000000022,69.28022112492316,,,
2015.12.24,1.0909,1.09579,0.006410000000000027,0.010125714285714309,69.21485651324265,,,
2015.12.28,1.09675,1.09657,0.0040400000000000436,0.009762142857142877,69.97355694211421,,,
2015.12.29,1.09643,1.09189,0.009280000000000177,0.009909285714285747,69.80977430898457,,,
2015.12.30,1.0919,1.09318,0.004170000000000007,0.009038571428571451,69.34657009400459,,,
2015.12.31,1.09301,1.08539,0.008429999999999938,0.008927857142857154,68.84616366541145,,,
2016.01.04,1.08668,1.08286,0.01654,0.009364285714285714,65.30575333216338,,,
2016.01.05,1.08275,1.07472,0.012799999999999923,0.009539285714285703,56.27550062361736,,,
2016.01.06,1.07438,1.0781,0.0091699999999999,0.00908642857142856,60.88367763120235,,,
2016.01.07,1.07799,1.09312,0.016900000000000137,0.009409285714285707,62.48984824093958,,,
2016.01.08,1.09313,1.09254,0.012929999999999886,0.009546428571428558,61.62802770080876,,,
2016.01.11,1.09153,1.08558,0.012159999999999949,0.009918571428571412,60.783824231875734,,,
2016.01.12,1.08585,1.08574,0.008080000000000087,0.009838571428571427,59.864021285499,,,
2016.01.13,1.08573,1.08768,0.00833000000000017,0.009849285714285736,58.931773436394884,,,
2016.01.14,1.08765,1.08624,0.010860000000000092,0.010007142857142881,58.78596743648972,,,
2016.01.15,1.08623,1.09094,0.012990000000000057,0.010477142857142883,58.884975557370986,,,
2016.01.18,1.09217,1.08898,0.005870000000000042,0.010607857142857169,59.202125603895915,,,
2016.01.19,1.08878,1.09067,0.007989999999999942,0.010515714285714295,60.37137822191392,,,
2016.01.20,1.09074,1.08885,0.009870000000000045,0.010922857142857154,60.89229324663397,,,
2016.01.21,1.08857,1.0873,0.014369999999999994,0.011347142857142873,61.55077921016833,,,
2016.01.22,1.08734,1.07962,0.008709999999999996,0.010787857142857158,61.93296849973101,,,
2016.01.25,1.07909,1.08496,0.006909999999999972,0.010367142857142877,62.1534652032836,,,
2016.01.26,1.08479,1.08679,0.005560000000000009,0.01010928571428574,72.26725806228907,,,
2016.01.27,1.08692,1.08924,0.006560000000000121,0.009370714285714312,73.42919984375506,,,
2016.01.28,1.08925,1.09393,0.0097799999999999,0.009145714285714313,73.32336242500125,,,
2016.01.29,1.09393,1.0829,0.013870000000000049,0.009267857142857177,73.15086223651889,,,
2016.02.01,1.08295,1.08867,0.009810000000000096,0.009391428571428606,73.03187067574001,,,
2016.02.02,1.08878,1.09169,0.005730000000000013,0.009205714285714308,72.85994784610855,,,
2016.02.03,1.09173,1.11027,0.024170000000000025,0.01015642857142859,51.100305494349456,,,
2016.02.04,1.11041,1.12055,0.01693000000000011,0.010437857142857165,42.506834897477276,,,
2016.02.05,1.12068,1.11521,0.013709999999999889,0.010997857142857155,42.01608636078082,,,
2016.02.08,1.11447,1.11922,0.012929999999999886,0.011350714285714294,42.238214543057566,,,
2016.02.09,1.11898,1.12929,0.01758000000000015,0.011901428571428587,35.71790484196976,,,
2016.02.10,1.12922,1.12881,0.015120000000000022,0.011955000000000018,36.58063106621615,,,
2016.02.11,1.12895,1.13203,0.01028999999999991,0.012067857142857154,34.338769353036874,,,
2016.02.12,1.13216,1.12507,0.011970000000000036,0.01242928571428573,36.334224965658635,,,
2016.02.15,1.1232,1.11543,0.012310000000000043,0.01291142857142859,37.045962222730964,,,
2016.02.16,1.11544,1.11408,0.006909999999999972,0.01293642857142858,37.93273420161273,,,
2016.02.17,1.11423,1.11272,0.007309999999999928,0.01276000000000001,38.81089470490076,,,
2016.02.18,1.11254,1.1105,0.007879999999999887,0.012332142857142856,39.84874809536423,,,
2016.02.19,1.11061,1.11292,0.007269999999999888,0.012150714285714268,45.373411372621185,,,
2016.02.22,1.11089,1.10269,0.012629999999999919,0.012643571428571405,47.80750322201281,,,
2016.02.23,1.10293,1.10168,0.006280000000000063,0.011365714285714265,55.71411463007493,,,
2016.02.24,1.10183,1.10102,0.008879999999999999,0.010790714285714256,52.70852703526349,,,
2016.02.25,1.10133,1.10177,0.006320000000000103,0.01026285714285713,52.5429699597311,,,
2016.02.26,1.10161,1.09247,0.015689999999999982,0.010459999999999994,48.42315101341423,,,
2016.02.29,1.09125,1.08723,0.010310000000000041,0.009940714285714271,43.945739427789405,,,
2016.03.01,1.08722,1.08656,0.005940000000000056,0.009284999999999988,41.525569826738426,,,
2016.03.02,1.08653,1.08677,0.005519999999999969,0.008944285714285707,43.278667449704756,,,
2016.03.03,1.08677,1.09553,0.011910000000000087,0.008939999999999995,49.331172994032976,,,
2016.03.04,1.09565,1.10004,0.014040000000000052,0.009063571428571424,53.77664295074212,,,
2016.03.07,1.09875,1.10118,0.00857999999999981,0.009182857142857128,54.289795623405766,,,
2016.03.08,1.10131,1.10097,0.006440000000000001,0.009120714285714275,56.64910819670656,,,
2016.03.09,1.10107,1.09939,0.008879999999999999,0.009192142857142855,57.05277173632262,,,
2016.03.10,1.09977,1.1177,0.03960999999999992,0.011502142857142858,48.02880650517491,,,
2016.03.11,1.11776,1.11468,0.012929999999999886,0.011523571428571426,47.72595683462514,,,
2016.03.14,1.11434,1.11008,0.009849999999999914,0.011778571428571416,47.83787589061535,,,
2016.03.15,1.11009,1.11052,0.005319999999999991,0.0115242857142857,48.03592367974108,,,
2016.03.16,1.11052,1.12115,0.018450000000000077,0.01239071428571427,46.33949130184613,,,
2016.03.17,1.1212,1.13136,0.013759999999999994,0.01225285714285713,38.720677353225675,,,
2016.03.18,1.13137,1.12666,0.008059999999999956,0.012092142857142838,39.280145479686226,,,
2016.03.21,1.12674,1.12379,0.0050200000000000244,0.012026428571428549,39.98127630695321,,,
2016.03.22,1.12379,1.12145,0.007160000000000055,0.012143571428571412,40.78343159129537,,,
2016.03.23,1.12142,1.11796,0.006390000000000118,0.0117492857142857,41.474066911425936,,,
2016.03.24,1.11796,1.1178,0.004390000000000116,0.01105999999999999,41.95732878845817,,,
2016.03.25,1.1178,1.11602,0.0026999999999999247,0.010639999999999998,42.306198810368244,,,
2016.03.28,1.11604,1.1194,0.006699999999999928,0.010658571428571422,42.6709426017758,,,
2016.03.29,1.1194,1.12862,0.013419999999999987,0.010982857142857136,43.09128058972179,,,
2016.03.30,1.12892,1.13362,0.008259999999999934,0.008743571428571422,62.35541641006987,,,
2016.03.31,1.13363,1.13761,0.010170000000000012,0.008546428571428575,56.321236905687414,,,
2016.04.01,1.1378,1.13902,0.01034999999999986,0.008582142857142856,52.8456500983365,,,
2016.04.04,1.14005,1.13868,0.005530000000000035,0.008597142857142859,52.115575846209794,,,
2016.04.05,1.13848,1.13806,0.006920000000000037,0.007773571428571427,60.66159186192811,,,
2016.04.06,1.13815,1.13976,0.010520000000000085,0.007542142857142863,59.417519664840626,,,
2016.04.07,1.13977,1.1376,0.011660000000000004,0.007799285714285723,56.240412971003266,,,
2016.04.08,1.13748,1.13927,0.007020000000000026,0.007942142857142866,55.09225559639212,,,
2016.04.11,1.14139,1.14032,0.007530000000000037,0.007968571428571436,53.881495695534454,,,
2016.04.12,1.14028,1.13826,0.011950000000000127,0.008365714285714294,51.562429153021625,,,
2016.04.13,1.13821,1.12714,0.012230000000000185,0.008925714285714299,51.95175364255401,,,
2016.04.14,1.12712,1.12667,0.00607000000000002,0.009166428571428591,51.5195727505326,,,
2016.04.15,1.12669,1.12771,0.007139999999999924,0.009197857142857162,53.080690667040635,,,
2016.04.18,1.12982,1.13101,0.005830000000000002,0.008655714285714306,61.76737358865547,,,
2016.04.19,1.13091,1.13566,0.00808999999999993,0.008643571428571448,61.73519503084263,,,
2016.04.20,1.13572,1.12952,0.0097799999999999,0.008615714285714298,61.75749308176222,,,
2016.04.21,1.12956,1.12862,0.012839999999999963,0.008793571428571447,61.825455617874674,,,
2016.04.22,1.12858,1.12184,0.009149999999999991,0.009052142857142873,59.24770654641537,,,
2016.04.25,1.12155,1.12647,0.006310000000000038,0.009008571428571446,59.36673366192232,,,
2016.04.26,1.12655,1.12952,0.008329999999999949,0.008852142857142864,59.77925375742431,,,
2016.04.27,1.12946,1.1316,0.00894000000000017,0.008657857142857162,60.04720264778471,,,
2016.04.28,1.13199,1.13479,0.007209999999999939,0.008671428571428583,60.27332430371127,,,
2016.04.29,1.13471,1.1445,0.011159999999999837,0.008930714285714283,60.56959582104102,,,
2016.05.02,1.14575,1.15308,0.009039999999999937,0.008722857142857128,51.22357536826346,,,
2016.05.03,1.15281,1.14957,0.01208000000000009,0.008712142857142835,42.67914202328865,,,
2016.05.04,1.14949,1.14854,0.006340000000000012,0.008731428571428548,42.545635249223146,,,
2016.05.05,1.1483,1.14035,0.01077999999999979,0.008991428571428539,42.48211486479466,,,
2016.05.06,1.14034,1.13987,0.009360000000000035,0.009243571428571398,42.66272567751294,,,
2016.05.09,1.13927,1.13822,0.0044599999999999085,0.008984285714285683,42.767012616007314,,,
2016.05.10,1.13822,1.13691,0.005129999999999857,0.008652142857142822,42.778145826480376,,,
2016.05.11,1.1369,1.14245,0.007770000000000055,0.008289999999999973,42.62395487985733,,,
2016.05.12,1.14247,1.13744,0.005899999999999794,0.008057857142857101,42.31765486474866,,,
2016.05.13,1.13745,1.13025,0.009660000000000002,0.008297142857142812,46.183929064232984,,,
2016.05.16,1.13093,1.13177,0.0040999999999999925,0.007994999999999959,47.61696653777413,,,
2016.05.17,1.13192,1.13115,0.0046800000000000175,0.007690714285714233,48.543464126512674,,,
2016.05.18,1.13114,1.12145,0.010220000000000118,0.007905714285714247,41.16925780745106,,,
2016.05.19,1.12142,1.12012,0.0050200000000000244,0.007467142857142831,37.61744538560563,,,
2016.05.20,1.12013,1.12217,0.004089999999999927,0.007113571428571401,37.0959625315078,,,
2016.05.23,1.12066,1.1219,0.005529999999999813,0.006645714285714239,44.79948802461122,,,
2016.05.24,1.1219,1.11395,0.009449999999999958,0.006867857142857092,42.949251241585856,,,
2016.05.25,1.11393,1.11541,0.00378999999999996,0.00636857142857139,43.149201622876326,,,
2016.05.26,1.11536,1.11926,0.006709999999999994,0.006179285714285673,45.88847696171906,,,
2016.05.27,1.11924,1.11096,0.009079999999999977,0.0065092857142856776,42.79395154302737,,,
2016.05.30,1.11116,1.11362,0.0046800000000000175,0.006477142857142832,40.643121238434624,,,
2016.05.31,1.11354,1.11299,0.005129999999999857,0.006288571428571389,41.7976504114497,,,
2016.06.01,1.11304,1.11868,0.007990000000000164,0.00643785714285713,47.32134074433897,,,
2016.06.02,1.11871,1.115,0.007470000000000088,0.0062814285714285645,50.98206569732318,,,
2016.06.03,1.11498,1.13613,0.023679999999999923,0.007679999999999988,47.268298855478655,,,
2016.06.06,1.13508,1.1353,0.006669999999999954,0.007822142857142842,44.76737146304232,,,
2016.06.07,1.13518,1.13551,0.0041799999999998505,0.0073907142857142505,44.563641995343296,,,
2016.06.08,1.13549,1.13883,0.005649999999999933,0.007435714285714244,42.29255957186257,,,
2016.06.09,1.13901,1.1313,0.01100000000000012,0.007929285714285686,42.02586949486361,,,
2016.06.10,1.13135,1.12488,0.007620000000000182,0.008078571428571426,42.585441435891326,,,
2016.06.13,1.12462,1.12889,0.007100000000000106,0.007910714285714295,42.98757339121145,,,
2016.06.14,1.12886,1.12031,0.010950000000000015,0.00842214285714287,43.76718058008516,,,
2016.06.15,1.12032,1.12585,0.010860000000000092,0.008718571428571449,44.70951752343443,,,
2016.06.16,1.12586,1.12241,0.0164200000000001,0.009242857142857172,45.69842727899565,,,
2016.06.17,1.12245,1.12722,0.007420000000000204,0.009438571428571471,48.72461188833315,,,
2016.06.20,1.13315,1.13133,0.010989999999999833,0.009857142857142898,49.944451137081664,,,
2016.06.21,1.13133,1.12415,0.010800000000000143,0.010057857142857183,53.30221930588109,,,
2016.06.22,1.124,1.12946,0.010149999999999881,0.010249285714285739,54.573812277964464,,,
2016.06.23,1.12946,1.13864,0.012620000000000076,0.00945928571428575,54.379566756462275,,,
2016.06.24,1.13847,1.10827,0.0515000000000001,0.012661428571428617,34.15766535118818,,,
2016.06.27,1.10102,1.10226,0.011290000000000022,0.013169285714285772,35.84563562746188,,,
