date,open,high,low,close
2015-04-20,3.9591440904032327,3.9612456969198013,3.938082458100978,3.939886470148628
2015-04-21,3.940099911019785,3.949637733636936,3.9276148196400804,3.9424807615386195
2015-04-22,3.9424067749294016,3.9578493616107457,3.927718272338135,3.933125494464697
2015-04-23,3.9338225765581143,3.9543237716950475,3.9251050862579215,3.9520955625592693
2015-04-24,3.9517010389693983,3.968670657184727,3.937396138788518,3.9576569848740846
2015-04-27,3.957329670530908,3.98721986876008,3.9489662961847904,3.981159005364656
2015-04-28,3.9815367305800424,4.00690095866138,3.9745495928075,4.006383761654953
2015-04-29,4.005850214815371,4.032289163589887,3.9965314405197296,4.017851327315921
2015-04-30,4.018373728612629,4.028665674634569,3.9853354534298173,4.0005408191720395
2015-05-01,4.0006466100937725,4.002773232901692,3.9691476966489905,3.972367403440846
2015-05-04,3.971285410733757,3.9890043811328844,3.96370760766236,3.9754612479756983
2015-05-05,3.9751384458757184,3.995635704605801,3.967885208870874,3.9895817916114673
2015-05-06,3.9896885693079653,4.015471595238652,3.9879874800204185,4.010775792935049
2015-05-07,4.010674879253109,4.013802912087652,3.9877497175817607,3.994264606492406
2015-05-08,3.9946592805918595,4.018381679738814,3.985710440252449,4.005254500299334
2015-05-11,4.006578403138811,4.015970909239981,3.9885664058256785,4.003539797179115
2015-05-12,4.003212055169758,4.032269226248426,3.999774267356348,4.024536310617414
2015-05-13,4.023819971305381,4.066015814106297,4.0259162927430046,4.066280150415274
2015-05-14,4.066212088441734,4.0871505283020255,4.063553966937791,4.07780242748996
2015-05-15,4.077868783839171,4.082905749951118,4.057087299684718,4.078413005553377
2015-05-18,4.080220674962917,4.081554430181736,4.058859346079041,4.057943908777907
2015-05-19,4.0582737831837585,4.054226727832639,4.011729528427534,4.013281580692503
2015-05-20,4.01379984554963,4.0170399762534625,4.000187023444756,4.005831042990865
2015-05-21,4.0060073555917235,4.027187040042262,4.0014300625644035,4.015547889002372
2015-05-22,4.015855114598907,4.0291184685791785,3.991967282117855,3.991085267939276
2015-05-25,3.989235235222365,3.992675978504554,3.982619851340929,3.9875006974801215
2015-05-26,3.987557396309038,3.9748323281269746,3.952474075034546,3.9438311283004914
2015-05-27,3.94371000471597,3.9478719540958918,3.9330895452554806,3.9407116758806504
2015-05-28,3.940840268823639,3.945135466651184,3.926245582057134,3.9396773480270153
2015-05-29,3.9399698962176237,3.9502190875078447,3.933570274713638,3.943005472227552
2015-06-01,3.9426931554112135,3.949237208201634,3.923029463166351,3.925045855232033
2015-06-02,3.9250917980936406,3.963817521457484,3.9281214730798837,3.9627047514840124
2015-06-03,3.9631948840570685,3.9747036371832434,3.941495470191504,3.965679346888801
2015-06-04,3.966374207603809,3.9797389925128845,3.952346589209284,3.955951643262243
2015-06-05,3.9559771728353916,3.9505555380648874,3.9165430151891143,3.9245220793449827
2015-06-08,3.922011338937656,3.9531752745260182,3.9274624565342884,3.956545082052251
2015-06-09,3.95677453349305,3.9698801367384586,3.947608822702769,3.96188443535833
2015-06-10,3.961952496031737,3.993108105163642,3.972270034619906,3.995921889627595
2015-06-11,3.996580630522941,3.986831156316789,3.968026613738554,3.9797214999120234
2015-06-12,3.9795848185452165,3.9874314516475344,3.9647839735746366,3.9826758460397724
2015-06-15,3.9780786614723467,3.9946029566400902,3.966383296213959,3.9914283637052077
2015-06-16,3.9908506834818906,3.9971791135953594,3.9726866062103254,3.9877284508504385
2015-06-17,3.987677852443333,4.008425131888027,3.9776831771548347,4.010231138005042
2015-06-18,4.0088535290389435,4.04126467131917,4.0141173992771755,4.032492824026322
2015-06-19,4.032519665428052,4.03728119331493,4.0242994970278065,4.032647099456437
2015-06-22,4.0322794012317935,4.035132980210802,4.010359840577377,4.010710793273828
2015-06-23,4.010705561229386,4.007545062778205,3.9771233181809666,3.9785495966239695
2015-06-24,3.9783667696777285,3.9875526073847287,3.9680948832018923,3.9777898282396587
2015-06-25,3.9780316170072823,3.986239316472006,3.9728481399470104,3.98046554410394
2015-06-26,3.9808454010159484,3.9854995358350913,3.9711713106129807,3.9772801367124715
2015-06-29,3.97704377295489,4.006351274112682,3.9657610994922496,3.997072517690153
