date,open,high,low,close,move,abs_move,st_dev,avg_move,st_dev_move,pct_move,abs_pct_move,st_dev_pct,st_dev_pct_move,diff,avg_diff,avg_diff_multiple,2_st_dev_move,3_st_dev_move,2_st_dev_pct_move,3_st_dev_pct_move,2_mean_diff,3_mean_diff,2_st_dev_move_price,3_st_dev_move_price,2_st_dev_pct_move_price,3_st_dev_pct_move_price,2_mean_diff_move_price,3_mean_diff_move_price
2015-01-22,1.16088,1.16485,1.13156,1.13642,-0.024450000000000083,0.024450000000000083,0.005247768069082962,0.0038817063492063418,4.65912358894944,-0.021061789864498248,0.021061789864498248,0.004130384957011871,5.099231689952554,0.03329000000000004,0.0077002777777777824,4.323220663035247,1,1,1,1,1,1,1.13642,1.13642,1.13642,1.13642,1.13642,1.13642
2015-01-23,1.1363,1.13731,1.11145,1.12032,-0.016100000000000003,0.016100000000000003,0.005325720907750516,0.0039293650793650724,3.0230649106245298,-0.014167297302053822,0.014167297302053822,0.004210290415682395,3.364921633264012,0.025859999999999994,0.00777976190476191,3.32400918133129,1,1,1,1,1,1,1.12032,1.12032,1.12032,1.12032,1.12032,1.12032
2015-03-18,1.05961,1.10415,1.05797,1.08284,0.02312000000000003,0.02312000000000003,0.006180765441905993,0.004478055555555549,3.740637016128281,0.02181708375797383,0.02181708375797383,0.00517605122016582,4.215005383442651,0.04617999999999989,0.008677738095238103,5.3216632598466065,1,1,1,1,1,1,1.08284,1.08284,1.08284,1.08284,1.08284,1.08284
2015-03-19,1.08291,1.09191,1.06125,1.06561,-0.01723000000000008,0.01723000000000008,0.006261898389563606,0.004543412698412693,2.751561735450141,-0.015911861401499833,0.015911861401499833,0.005260457354906995,3.024805701857297,0.03065999999999991,0.008772341269841279,3.4950760642893517,1,0,1,1,1,1,1.06561,,1.06561,1.06561,1.06561,1.06561
2015-12-03,1.06121,1.09807,1.05222,1.09385,0.03249999999999997,0.03249999999999997,0.008425739902405686,0.006468214285714286,3.8572280151587273,0.030621378433127594,0.030621378433127594,0.007572024919057945,4.0440144823159505,0.04585000000000017,0.012521111111111106,3.6618156003194753,1,1,1,1,1,1,1.09385,1.09385,1.09385,1.09385,1.09385,1.09385
2016-03-10,1.09973,1.12177,1.08219,1.11759,0.01778000000000013,0.01778000000000013,0.0076496796537359035,0.005849920634920636,2.3242803365389086,0.016166428746783652,0.016166428746783652,0.006920865177677038,2.335897078146789,0.03957999999999995,0.011933611111111105,3.316682572565813,1,0,1,0,1,1,1.11759,,1.11759,,1.11759,1.11759
2016-06-24,1.1384,1.14278,1.09113,1.10912,-0.02878999999999987,0.02878999999999987,0.007130032265064896,0.005219007936507934,4.037849890394266,-0.025300770711216065,0.025300770711216065,0.00641905506047424,3.941510155755985,0.051649999999999974,0.010532857142857139,4.9037026990370265,1,1,1,1,1,1,1.10912,1.10912,1.10912,1.10912,1.10912,1.10912
2016-11-09,1.10238,1.12991,1.09066,1.09077,-0.011800000000000033,0.011800000000000033,0.006035717477323834,0.0043053571428571455,1.9550285520043948,-0.010702268336704275,0.010702268336704275,0.00545797957042324,1.9608480021984336,0.03925000000000001,0.009112738095238097,4.307157693965799,0,0,0,0,1,1,,,,,1.09077,1.09077
2016-12-05,1.06171,1.07959,1.05044,1.07631,0.010930000000000106,0.010930000000000106,0.005674658842760861,0.00418809523809524,1.9261069789144174,0.010259250220578673,0.010259250220578673,0.005108280342005478,2.0083569290856413,0.02915000000000001,0.009073492063492066,3.212655039098718,0,0,1,0,1,1,,,1.07631,,1.07631,1.07631
2016-12-08,1.07521,1.08734,1.05968,1.06121,-0.013919999999999932,0.013919999999999932,0.0057213942137001395,0.004218809523809526,2.432973411737275,-0.012947271492749652,0.012947271492749652,0.005154077009500559,2.5120446335752886,0.027660000000000018,0.009120039682539684,3.032881540302405,1,0,1,0,1,1,1.06121,,1.06121,,1.06121,1.06121
