date,open,high,low,close,CI,trend,in_progress,Volatility,Volatility_median,Volatility_status,Volatility_Trend,Volatility_Trend_actionable,typical_spread_in_points,weighted_avg_execution_spread_$,volume_spreads_df,PnL_per_lot,total_profit,total_volume
2023-01-02 07:00:00,1.07016,1.07017,1.06909,1.06967,50.79573378440416,0.0,0.0,0.0010102049406504315,0.0013681310416922957,Low_Volatility,Low Volatility + No Trend,,,53.82745430247524,16.9290972188534,-22.03,-388.81,17.65
2023-01-02 08:00:00,1.06971,1.06989,1.06754,1.06935,52.20455511453644,0.0,0.0,0.002201322667066409,0.0013681310416922957,High_Volatility,High Volatility + No Trend,Low Volatility + No Trend,,49.27835560921534,47.248903489514575,-9.61,-1071.59,111.54
2023-01-02 09:00:00,1.06916,1.0692,1.06636,1.06791,53.527182292485776,0.0,0.0,0.0026632656888855113,0.0013733167096578922,High_Volatility,High Volatility + No Trend,High Volatility + No Trend,,53.57101670301841,64.53290077499355,55.69,16941.28,304.19
2023-01-02 10:00:00,1.06791,1.0698,1.06713,1.06788,54.62001761607778,0.0,0.0,0.002502038177166955,0.001381778844333526,High_Volatility,High Volatility + No Trend,High Volatility + No Trend,,39.87468890099782,410.7811244937852,61.75,50211.7,813.11
2023-01-02 11:00:00,1.06789,1.07005,1.06769,1.06784,55.64847158450714,0.0,0.0,0.002210379417246502,0.0013897194735387462,High_Volatility,High Volatility + No Trend,High Volatility + No Trend,,21.51937299279192,344.56187761742245,46.6,31829.63,683.02
2023-01-02 12:00:00,1.06788,1.06898,1.06749,1.06836,65.11996747099167,0.0,0.0,0.0013957976187130476,0.0013897194735387462,High_Volatility,High Volatility + No Trend,High Volatility + No Trend,,30.455227013232147,400.0096844222426,48.03,34210.53,712.31
2023-01-02 13:00:00,1.06836,1.06866,1.06804,1.06846,65.11097823692845,0.0,0.0,0.0005805026028986207,0.001381778844333526,Low_Volatility,Low Volatility + No Trend,High Volatility + No Trend,,24.061650174019384,269.19102965855603,27.13,13427.52,494.88
2023-01-02 14:00:00,1.06845,1.06871,1.06783,1.0682,67.88847363543289,0.0,0.0,0.0008241012146128052,0.0013733167096578922,Low_Volatility,Low Volatility + No Trend,Low Volatility + No Trend,,20.8374848656797,139.15015968844705,1.35,213.71,158.57
2023-01-02 15:00:00,1.06821,1.06863,1.06777,1.06788,67.16075745827673,0.0,0.0,0.0008054168968971415,0.0013681310416922957,Low_Volatility,Low Volatility + No Trend,Low Volatility + No Trend,,18.204702736342703,154.72909233447336,4.54,1000.62,220.34
2023-01-02 16:00:00,1.06787,1.06819,1.06703,1.06725,66.29875486370099,0.0,0.0,0.0010871296964471944,0.0013603372473806746,Low_Volatility,Low Volatility + No Trend,Low Volatility + No Trend,,21.71317113066393,75.4055719206232,13.32,2384.83,179.09
2023-01-02 17:00:00,1.06724,1.0674,1.06585,1.06603,65.01120868928267,0.0,0.0,0.001454238401275921,0.0013603372473806746,High_Volatility,High Volatility + No Trend,Low Volatility + No Trend,,22.08978102132513,132.36987148519924,23.12,7085.15,306.5
2023-01-02 18:00:00,1.06602,1.06696,1.0651,1.06554,59.65940571997186,0.0,0.5,0.0017463149000093634,0.0013603372473806746,High_Volatility,High Volatility + Possible Trend False,High Volatility + No Trend,,17.514643438542773,364.1283370979716,26.47,17203.07,649.85
2023-01-02 19:00:00,1.06549,1.06621,1.06544,1.06607,59.23083369587451,0.0,0.5,0.0007227061120289828,0.0013493718702467183,Low_Volatility,Low Volatility + Possible Trend False,High Volatility + Possible Trend False,,24.455548131751605,328.78796342897994,-5.7,-3732.21,654.75
2023-01-02 20:00:00,1.06604,1.06611,1.06522,1.06526,61.7400970208601,0.0,0.0,0.0008355081579390504,0.0013448898716557764,Low_Volatility,Low Volatility + No Trend,Low Volatility + Possible Trend False,,35.93365898586417,64.64443923608155,25.43,4122.75,162.14
2023-01-02 21:00:00,1.06525,1.06577,1.06499,1.06574,60.90286917889128,0.0,0.0,0.0007324012432041642,0.001341431174645189,Low_Volatility,Low Volatility + No Trend,Low Volatility + No Trend,,42.76406679260283,51.64616137787485,-50.28,-5270.25,104.82
2023-01-02 22:00:00,1.06575,1.06685,1.06559,1.0667,59.81307181053187,0.0,0.5,0.0011824435289370572,0.001338183381650452,Low_Volatility,Low Volatility + Possible Trend False,Low Volatility + No Trend,,28.83334277606288,37.544751440286234,24.29,1607.23,66.16
