date,open,high,low,close,CI,trend,in_progress,Volatility,Volatility_median,Volatility_status,Volatility_Trend
2015-01-02,120.401,120.741,119.808,120.419,52.32137226860936,0.0,0.0,0.007787459935897374,0.005688193920051472,High_Volatility,High Volatility + No Trend
2015-01-05,120.363,120.643,119.373,119.626,51.898996111551554,0.0,0.0,0.01063892169921168,0.005688193920051472,High_Volatility,High Volatility + No Trend
2015-01-06,119.592,119.639,118.053,118.29,51.40271768529672,0.0,0.0,0.01343464376170024,0.005688193920051472,High_Volatility,High Volatility + No Trend
2015-01-07,118.29,119.647,118.29,119.241,56.13523943839701,0.0,0.0,0.011471806577056381,0.005688193920051472,High_Volatility,High Volatility + No Trend
2015-01-08,119.24,119.956,119.152,119.619,73.33920831401416,0.0,0.0,0.006747683630992363,0.0056974634755775685,High_Volatility,High Volatility + No Trend
2015-01-09,119.559,119.875,118.376,118.376,71.8930179643738,0.0,0.0,0.012663039805365912,0.005714265934582115,High_Volatility,High Volatility + No Trend
2015-01-12,118.317,119.317,118.101,118.339,70.51810167314885,0.0,0.0,0.010296271835124122,0.005714265934582115,High_Volatility,High Volatility + No Trend
2015-01-13,118.339,118.847,117.536,117.921,62.735922303508445,0.0,0.0,0.011154029403757086,0.005714265934582115,High_Volatility,High Volatility + No Trend
2015-01-14,117.921,117.957,116.068,117.317,48.04324854098232,0.0,0.5,0.01627494227521794,0.005714265934582115,High_Volatility,High Volatility + Possible Trend False
2015-01-15,117.319,117.94,116.139,116.147,47.25384984594997,0.0,0.5,0.015507280069571824,0.005714265934582115,High_Volatility,High Volatility + Possible Trend False
2015-01-16,116.147,117.756,115.85,117.614,45.13214060739622,0.0,0.5,0.016452309020284904,0.005714265934582115,High_Volatility,High Volatility + Possible Trend False
2015-01-19,117.476,117.776,116.916,117.54,44.98656081324101,0.0,0.5,0.007355708371822501,0.005714265934582115,High_Volatility,High Volatility + Possible Trend False
2015-01-20,117.568,118.858,117.556,118.792,44.96443903917793,0.0,0.5,0.011075572493109724,0.005714265934582115,High_Volatility,High Volatility + Possible Trend False
2015-01-21,118.793,118.818,117.173,117.948,45.35732499819693,0.0,0.5,0.014039070434315038,0.005714265934582115,High_Volatility,High Volatility + Possible Trend False
2015-01-22,117.961,118.658,117.245,118.465,46.782545220828645,0.0,0.5,0.012051686639089058,0.005714265934582115,High_Volatility,High Volatility + Possible Trend False
2015-01-23,118.481,118.807,117.539,117.733,53.2719174608426,0.0,0.5,0.010787908694135569,0.005714265934582115,High_Volatility,High Volatility + Possible Trend False
