date,open,high,low,close,CI,trend,trend_in_progress,Volatility,Volatility_median,Volatility_status,Volatility_Trend,typical_spread_in_points,weighted_avg_execution_spread_$,PnL_per_lot,total_profit,total_volume
2023-01-02,1.20983,1.20983,1.20328,1.20451,54.6805403133869,0.0,0.5,0.005443454557542763,0.009406318906666756,Low_Volatility,Low Volatility + No Trend,45.0,36.89630959,25.466709,577979.6951,22695.5
2023-01-03,1.20438,1.20841,1.18999,1.1965,48.56658229042814,0.0,0.5,0.01547912167329127,0.009456281540918142,High_Volatility,High Volatility + No Trend,17.0,17.08430983,16.067839,23808.03888,1481.72
2023-01-04,1.19653,1.20871,1.19566,1.20543,63.95918137820846,0.0,0.0,0.010914474014351912,0.009510267531029274,High_Volatility,High Volatility + No Trend,17.0,16.81290356,-19.05636,-348637.0541,18295.05
2023-01-05,1.2056,1.20774,1.1873,1.19083,60.30462590729674,0.0,0.0,0.01721553103680621,0.00954182350798365,High_Volatility,High Volatility + No Trend,13.999999999999998,16.44354811,7.356117,98661.3431,13412.15
2023-01-06,1.19075,1.2099,1.1841,1.20889,58.345834911997095,0.0,0.5,0.021788700278692716,0.00955787468222288,High_Volatility,High Volatility + No Trend,13.999999999999998,17.53286913,-8.846905,-139396.0746,15756.48
2023-01-09,1.20845,1.22096,1.20795,1.21828,59.175348412317234,0.0,0.5,0.010770313340783945,0.009563149130426905,High_Volatility,High Volatility + No Trend,13.999999999999998,14.80838079,-18.589548,-303599.6675,16331.74
2023-01-10,1.21821,1.21972,1.21095,1.21492,58.74513744083599,0.0,0.5,0.007242247821957921,0.009563149130426905,Low_Volatility,Low Volatility + No Trend,13.999999999999998,15.63045292,-38.72204,-493455.0959,12743.52
2023-01-11,1.21505,1.21777,1.20999,1.21468,58.20487758557056,0.0,0.5,0.006429805205001794,0.009563149130426905,Low_Volatility,Low Volatility + No Trend,13.999999999999998,15.05835001,15.558649,185822.0751,11943.33
2023-01-12,1.21455,1.22462,1.20857,1.22109,54.38892017761696,0.0,0.5,0.013280157541557478,0.009607538887695447,High_Volatility,High Volatility + No Trend,13.999999999999998,19.54567603,13.842665,144844.3825,10463.62
2023-01-13,1.22137,1.22482,1.21499,1.22294,54.25875173351939,0.0,0.5,0.008090601568737196,0.009607538887695447,Low_Volatility,Low Volatility + No Trend,13.999999999999998,16.17413582,-1.353774,-19316.57755,14268.69
2023-01-16,1.22114,1.22886,1.21708,1.21907,50.77071176226272,0.0,0.5,0.009678903605350613,0.009664552430864684,High_Volatility,High Volatility + No Trend,13.999999999999998,15.85536159,5.073298,50172.43439,9889.51
2023-01-17,1.21951,1.22988,1.21687,1.22851,49.97402930633788,0.0,0.5,0.010691363909045492,0.009752379481429638,High_Volatility,High Volatility + No Trend,13.999999999999998,15.70108947,3.282648,34753.52574,10587.04
2023-01-18,1.2285,1.24353,1.22537,1.23433,40.40056920021222,0.0,0.5,0.014820013546928645,0.009876655862202549,High_Volatility,High Volatility + No Trend,17.0,18.829789,9.611339,162620.8791,16919.69
2023-01-19,1.2344,1.23971,1.2312,1.23893,40.68411672886409,0.0,0.5,0.006911955815464601,0.009876655862202549,Low_Volatility,Low Volatility + No Trend,13.999999999999998,15.46772366,-88.807942,-1323598.01,14904.05
2023-01-20,1.2388,1.24039,1.23347,1.2397,41.17124278513696,0.0,0.5,0.005610189141203302,0.009876655862202549,Low_Volatility,Low Volatility + No Trend,13.999999999999998,14.6902831,6.412794,61635.86104,9611.39
2023-01-23,1.24003,1.24474,1.23231,1.23756,40.676970278653776,0.0,0.5,0.010086747652782125,0.009944073945383877,High_Volatility,High Volatility + No Trend,13.999999999999998,15.5439895,15.093234,129347.657,8569.91
2023-01-24,1.23776,1.24134,1.22625,1.23364,41.18780667286592,0.0,0.5,0.012305810397553555,0.009963348231388275,High_Volatility,High Volatility + No Trend,13.999999999999998,15.89546362,-0.251026,-3574.635583,14240.09
2023-01-25,1.23353,1.24037,1.22827,1.23989,41.415911613654806,0.0,0.5,0.0098512542030661,0.009963348231388275,Low_Volatility,Low Volatility + No Trend,8.000000000007999,12.6261304,22.369547,369444.9289,16515.53
2023-01-26,1.2399,1.243,1.23443,1.24099,60.11645879098308,0.0,0.0,0.006942475474510656,0.009963348231388275,Low_Volatility,Low Volatility + No Trend,8.000000000007999,10.15397676,15.338014,212270.1367,13839.48
2023-01-27,1.24074,1.24182,1.23452,1.23954,60.44937124630498,0.0,0.0,0.0059132294333019,0.009963348231388275,Low_Volatility,Low Volatility + No Trend,8.000000000007999,9.384291369,21.044729,355415.1625,16888.56
2023-01-30,1.23942,1.24172,1.23369,1.23494,60.20098701351102,0.0,0.0,0.006508928499055664,0.009963348231388275,Low_Volatility,Low Volatility + No Trend,8.000000000007999,8.996599406,28.282734,366174.2963,12946.92
2023-01-31,1.23485,1.23707,1.2284,1.23161,60.08330914981437,0.0,0.0,0.00705796157603383,0.009963348231388275,Low_Volatility,Low Volatility + No Trend,8.000000000007999,8.964125726,28.919553,455373.9354,15746.23
2023-02-01,1.23176,1.23941,1.22717,1.23711,67.17416324819058,0.0,0.0,0.00997416820815356,0.009970086573529397,High_Volatility,High Volatility + No Trend,8.000000000007999,10.88332206,19.864512,390210.5367,19643.6
2023-02-02,1.2372,1.24001,1.22211,1.2225,69.35154225112349,0.0,0.0,0.014646799387943823,0.009976661245785765,High_Volatility,High Volatility + No Trend,9.999999999998897,14.85334274,25.774552,435773.9607,16907.14
2023-02-03,1.22234,1.22651,1.20469,1.20502,55.45984058633978,0.0,0.5,0.018112543475914924,0.0100018706682184,High_Volatility,High Volatility + No Trend,9.999999999998897,12.98571603,2.854863,52018.71313,18221.09
