date,open,high,low,close,trend,Volatility,Volatility_median,Volatility_status,Volatility_Trend
2015-04-20,1.08178,1.08195,1.07124,1.07372,0,0.009997759605690599,,Low_Volatility,Low Volatility + No Trend
2015-04-21,1.07369,1.07808,1.06598,1.07346,0,0.011351057243100246,,Low_Volatility,Low Volatility + No Trend
2015-04-22,1.0735,1.08006,1.07084,1.07232,0,0.00861006312801166,,Low_Volatility,Low Volatility + No Trend
2015-04-23,1.07233,1.08456,1.06659,1.08236,0,0.01684808595617814,,Low_Volatility,Low Volatility + No Trend
2015-04-24,1.08228,1.08996,1.07848,1.08667,0,0.01064461093390692,,Low_Volatility,Low Volatility + No Trend
2015-04-27,1.08613,1.09262,1.08193,1.08894,0,0.009880491344171865,,Low_Volatility,Low Volatility + No Trend
2015-04-28,1.08895,1.09908,1.086,1.09802,0,0.012044198895027605,,Low_Volatility,Low Volatility + No Trend
2015-04-29,1.09801,1.11877,1.09595,1.11275,0,0.020822117797344827,,Low_Volatility,Low Volatility + No Trend
2015-04-30,1.11279,1.1266,1.10712,1.12235,0,0.017595201965459877,,Low_Volatility,Low Volatility + No Trend
2015-05-01,1.12239,1.12899,1.11747,1.11937,0,0.010309001583935117,,Low_Volatility,Low Volatility + No Trend
2015-05-04,1.11887,1.12243,1.11226,1.11448,0,0.009143545573876623,,Low_Volatility,Low Volatility + No Trend
2015-05-05,1.11442,1.12227,1.10663,1.11848,0,0.014132998382476617,,Low_Volatility,Low Volatility + No Trend
2015-05-06,1.11846,1.13699,1.11747,1.13465,0,0.01746803046166786,,Low_Volatility,Low Volatility + No Trend
2015-05-07,1.13468,1.13916,1.12371,1.1265,0,0.013749098966815249,,Low_Volatility,Low Volatility + No Trend
2015-05-08,1.12651,1.12871,1.11788,1.1209,0,0.009687980820839551,,Low_Volatility,Low Volatility + No Trend
2015-05-11,1.11988,1.12057,1.11308,1.11547,0,0.006729076077191214,,Low_Volatility,Low Volatility + No Trend
2015-05-12,1.11546,1.12786,1.11343,1.12126,0,0.012959952578967843,,Low_Volatility,Low Volatility + No Trend
2015-05-13,1.12126,1.13824,1.12023,1.13532,0,0.01607705560465249,,Low_Volatility,Low Volatility + No Trend
2015-05-14,1.13531,1.14444,1.13405,1.14089,0,0.009161853533794718,,Low_Volatility,Low Volatility + No Trend
2015-05-15,1.1409,1.14666,1.1324,1.14437,0,0.012592723419286416,,Low_Volatility,Low Volatility + No Trend
2015-05-18,1.1447,1.14487,1.12984,1.13131,0,0.013302768533597766,,Low_Volatility,Low Volatility + No Trend
2015-05-19,1.13131,1.13261,1.11185,1.11492,0,0.018671583397040867,,Low_Volatility,Low Volatility + No Trend
2015-05-20,1.11514,1.11519,1.1062,1.10926,0,0.008126920990779092,,Low_Volatility,Low Volatility + No Trend
2015-05-21,1.10925,1.11812,1.10794,1.11111,0,0.009188223188981423,,Low_Volatility,Low Volatility + No Trend
2015-05-22,1.11115,1.12081,1.1002,1.10091,0,0.01873295764406473,,Low_Volatility,Low Volatility + No Trend
2015-05-25,1.1003,1.10091,1.0959,1.09774,0,0.004571584998631224,,Low_Volatility,Low Volatility + No Trend
