date,open,high,low,close,CI,trend,trend_in_progress
2015.08.10,1.09612,1.10413,1.09251,1.1018,65.26291579,0,0
2015.08.11,1.10188,1.10883,1.09603,1.10411,64.9031614,0,0
2015.08.12,1.10417,1.12135,1.1024,1.1155,54.69362278,1,0.5
2015.08.13,1.11556,1.11887,1.10799,1.11487,54.6143525,1,0.5
2015.08.14,1.11488,1.11886,1.10977,1.1108,54.37977226,1,0.5
2015.08.17,1.11161,1.11247,1.10576,1.1077,54.19902732,1,0.5
2015.08.18,1.10772,1.10934,1.1017,1.10233,53.97325775,1,0.5
2015.08.19,1.10243,1.11341,1.10175,1.1119,53.94545433,1,0.5
2015.08.20,1.11189,1.12444,1.11068,1.12405,50.76102794,1,0.5
2015.08.21,1.12407,1.13883,1.12289,1.13881,39.21504824,1,0
2015.08.24,1.13764,1.17134,1.13698,1.1616,21.96226005,1,0
2015.08.25,1.16158,1.16213,1.13963,1.15143,23.14302931,1,0
2015.08.26,1.15139,1.15607,1.12907,1.13127,24.32770588,1,0
2015.08.27,1.13129,1.1364,1.12029,1.12429,28.65426754,1,0
2015.08.28,1.12423,1.13096,1.11555,1.11799,31.58909844,1,0
2015.08.31,1.11676,1.12623,1.11671,1.12089,35.62576997,1,0
2015.09.01,1.12091,1.13324,1.12079,1.13142,36.43328696,1,0
2015.09.02,1.1314,1.1319,1.12161,1.12243,37.15943218,1,0
2015.09.03,1.12225,1.12431,1.1087,1.11223,38.06441496,1,0
2015.09.04,1.11224,1.11869,1.1089,1.11449,39.00553205,1,0
2015.09.07,1.11619,1.11774,1.11209,1.11692,39.97963875,1,0
2015.09.08,1.11692,1.12291,1.11523,1.12019,44.81031736,0,0
2015.09.09,1.1201,1.12162,1.11316,1.12062,45.63920476,0,0
2015.09.10,1.12064,1.12951,1.11717,1.12773,46.27136193,0,0
2015.09.11,1.1278,1.13493,1.12541,1.13362,52.30839706,0,0
2015.09.14,1.133,1.13729,1.12831,1.13157,56.53207325,0,0
2015.09.15,1.13157,1.13285,1.12584,1.12672,74.80221706,0,0
2015.09.16,1.12673,1.13204,1.12139,1.12888,73.79410112,0,0
2015.09.17,1.12888,1.14409,1.12844,1.14286,64.62396272,0,0
2015.09.18,1.1433,1.146,1.1269,1.12946,61.69883243,0,0
2015.09.21,1.12821,1.13298,1.11809,1.11891,60.87225711,0,0
2015.09.22,1.11889,1.12073,1.11131,1.1119,60.02308039,0,0
2015.09.23,1.1119,1.12132,1.11049,1.11848,59.18565645,0,0
2015.09.24,1.11857,1.12957,1.11641,1.12292,59.7794396,0,0
2015.09.25,1.12292,1.12318,1.1116,1.11914,58.8106619,0,0
2015.09.28,1.11816,1.12475,1.1146,1.12437,57.92321495,0,0
2015.09.29,1.12442,1.12814,1.11936,1.1247,57.10950216,0,0
2015.09.30,1.12471,1.12612,1.1157,1.11755,56.30691791,0,0.5
2015.10.01,1.11752,1.12088,1.11349,1.1194,55.88512276,0,0.5
2015.10.02,1.11938,1.13185,1.11502,1.12058,55.83363851,0,0.5
2015.10.05,1.12186,1.12891,1.11732,1.1186,56.2093447,0,0.5
2015.10.06,1.11859,1.12791,1.11717,1.12704,56.67627546,0,0.5
2015.10.07,1.12704,1.1284,1.12112,1.12367,56.99196298,0,0.5
2015.10.08,1.12367,1.13274,1.12342,1.12747,74.28548295,0,0
2015.10.09,1.12754,1.13872,1.12667,1.13729,65.56884806,0,0
2015.10.12,1.13575,1.13967,1.1354,1.13578,64.13824375,0,0
2015.10.13,1.13578,1.1411,1.1344,1.13783,63.55885035,0,0
2015.10.14,1.13784,1.14888,1.13765,1.14728,54.43129646,1,0.5
2015.10.15,1.14729,1.14949,1.13628,1.13773,55.42037331,1,0.5
2015.10.16,1.13774,1.13949,1.13339,1.13473,54.96784337,1,0.5
2015.10.19,1.13555,1.13789,1.13054,1.13248,54.47861276,1,0.5
2015.10.20,1.1326,1.13869,1.13225,1.13458,53.94570196,1,0.5
2015.10.21,1.13453,1.13771,1.1334,1.13384,55.03338369,1,0.5
2015.10.22,1.13381,1.13508,1.10998,1.11079,49.30395936,1,0.5
2015.10.23,1.11077,1.11396,1.09963,1.10156,39.88606234,1,0
2015.10.26,1.10064,1.1068,1.10036,1.10527,39.1900622,1,0
2015.10.27,1.10527,1.10782,1.103,1.10463,38.59706338,1,0
2015.10.28,1.10459,1.10955,1.08965,1.09266,31.48432101,1,0
2015.10.29,1.09268,1.0986,1.09015,1.09858,31.26912141,1,0
2015.10.30,1.09858,1.10723,1.09654,1.10008,31.28259487,1,0
2015.11.02,1.1034,1.10527,1.10003,1.10124,31.34890162,1,0
2015.11.03,1.10092,1.10301,1.09357,1.09587,31.41785622,1,0
2015.11.04,1.09609,1.09676,1.08437,1.08641,34.55167759,1,0
2015.11.05,1.08641,1.08968,1.08333,1.0883,34.49225467,1,0
2015.11.06,1.08829,1.08934,1.07035,1.07365,26.87118066,1,0
2015.11.09,1.07253,1.079,1.07199,1.07508,27.86331876,1,0
2015.11.10,1.07516,1.07639,1.0674,1.07233,28.27085018,1,0
2015.11.11,1.07214,1.07735,1.07055,1.07391,42.52305184,0,0
2015.11.12,1.07402,1.08298,1.06909,1.08129,46.3119603,0,0
2015.11.13,1.08122,1.08166,1.07138,1.07671,46.48389515,0,0
2015.11.16,1.07396,1.07577,1.06744,1.06859,46.78436444,0,0
2015.11.17,1.0686,1.06905,1.06305,1.06404,44.84362614,0,0
2015.11.18,1.06412,1.06921,1.06171,1.06586,43.60226668,0,0
2015.11.19,1.06588,1.07626,1.06547,1.07327,45.04109717,0,0
2015.11.20,1.07327,1.07371,1.06402,1.06456,46.9419626,0,0
2015.11.23,1.06383,1.06567,1.05921,1.06357,50.407943,0,0
2015.11.24,1.06365,1.06729,1.06193,1.06423,58.06435392,0,0
2015.11.25,1.06424,1.0689,1.05656,1.06239,55.14382152,0,0.5
2015.11.26,1.06234,1.0627,1.05998,1.06081,62.62120404,0,0
2015.11.27,1.06082,1.06377,1.05682,1.05889,61.89969925,0,0
2015.11.30,1.05855,1.05947,1.05576,1.05628,59.83017937,0,0
2015.12.01,1.0563,1.06368,1.05624,1.0631,59.26337555,0,0
2015.12.02,1.0631,1.06359,1.05504,1.06127,59.42887545,0,0
2015.12.03,1.06124,1.09807,1.05186,1.09379,38.52469862,1,0.5
2015.12.04,1.09382,1.09558,1.08358,1.08752,38.48292998,1,0
2015.12.07,1.08667,1.0887,1.07957,1.08361,38.80107421,1,0
2015.12.08,1.08312,1.09021,1.08299,1.08912,39.13054465,1,0
2015.12.09,1.08912,1.10424,1.08788,1.10244,34.82111024,1,0
2015.12.10,1.10218,1.10246,1.09248,1.09396,35.17075538,1,0
2015.12.11,1.09399,1.10305,1.09262,1.09844,35.65760302,1,0
2015.12.14,1.09842,1.10485,1.0945,1.09913,35.93810641,1,0
2015.12.15,1.09915,1.10594,1.09043,1.09278,35.81760663,1,0
2015.12.16,1.09277,1.10108,1.0887,1.09097,36.95026316,1,0
2015.12.17,1.09099,1.09124,1.08023,1.08246,38.12550887,1,0
2015.12.18,1.08242,1.08741,1.08046,1.08652,39.41638098,1,0
2015.12.21,1.08507,1.09387,1.08467,1.09135,40.68388335,0,0
2015.12.22,1.09139,1.09838,1.0902,1.09563,41.99256648,0,0
2015.12.23,1.09538,1.09557,1.08698,1.09089,69.28022112,0,0
2015.12.24,1.0909,1.09672,1.09031,1.09579,69.21485651,0,0
2015.12.28,1.09675,1.09921,1.09517,1.09657,69.97355694,0,0
2015.12.29,1.09643,1.09915,1.08987,1.09189,69.80977431,0,0
2015.12.30,1.0919,1.09435,1.09018,1.09318,69.34657009,0,0
2015.12.31,1.09301,1.09368,1.08525,1.08539,68.84616367,0,0
2016.01.04,1.08668,1.0946,1.07806,1.08286,65.30575333,0,0
2016.01.05,1.08275,1.08384,1.07104,1.07472,56.27550062,0,0.5
2016.01.06,1.07438,1.07991,1.07074,1.0781,60.88367763,0,0
2016.01.07,1.07799,1.09397,1.07707,1.09312,62.48984824,0,0
2016.01.08,1.09313,1.09323,1.0803,1.09254,61.6280277,0,0
2016.01.11,1.09153,1.09689,1.08473,1.08558,60.78382423,0,0
2016.01.12,1.08585,1.08999,1.08191,1.08574,59.86402129,0,0
2016.01.13,1.08573,1.08878,1.08045,1.08768,58.93177344,0,0
2016.01.14,1.08765,1.09429,1.08343,1.08624,58.78596744,0,0
2016.01.15,1.08623,1.09841,1.08542,1.09094,58.88497556,0,0
2016.01.18,1.09217,1.09273,1.08686,1.08898,59.2021256,0,0
2016.01.19,1.08878,1.09387,1.08588,1.09067,60.37137822,0,0
2016.01.20,1.09074,1.09757,1.0877,1.08885,60.89229325,0,0
2016.01.21,1.08857,1.09209,1.07772,1.0873,61.55077921,0,0
2016.01.22,1.08734,1.0876,1.07889,1.07962,61.9329685,0,0
2016.01.25,1.07909,1.08566,1.07875,1.08496,62.1534652,0,0
2016.01.26,1.08479,1.08741,1.08185,1.08679,72.26725806,0,0
2016.01.27,1.08692,1.09159,1.08503,1.08924,73.42919984,0,0
2016.01.28,1.08925,1.09673,1.08695,1.09393,73.32336243,0,0
2016.01.29,1.09393,1.09485,1.08098,1.0829,73.15086224,0,0
2016.02.01,1.08295,1.09125,1.08144,1.08867,73.03187068,0,0
2016.02.02,1.08878,1.09396,1.08823,1.09169,72.85994785,0,0
2016.02.03,1.09173,1.1145,1.09033,1.11027,51.10030549,1,0.5
2016.02.04,1.11041,1.12385,1.10692,1.12055,42.5068349,1,0.5
2016.02.05,1.12068,1.12458,1.11087,1.11521,42.01608636,1,0.5
2016.02.08,1.11447,1.12154,1.10861,1.11922,42.23821454,1,0.5
2016.02.09,1.11898,1.13376,1.11618,1.12929,35.71790484,1,0
2016.02.10,1.12922,1.1311,1.11598,1.12881,36.58063107,1,0
2016.02.11,1.12895,1.13763,1.12734,1.13203,34.33876935,1,0
2016.02.12,1.13216,1.13333,1.12136,1.12507,36.33422497,1,0
2016.02.15,1.1232,1.12488,1.11276,1.11543,37.04596222,1,0
2016.02.16,1.11544,1.11926,1.11235,1.11408,37.9327342,1,0
2016.02.17,1.11423,1.11787,1.11056,1.11272,38.8108947,1,0
2016.02.18,1.11254,1.11492,1.10704,1.1105,39.8487481,1,0
2016.02.19,1.11061,1.11388,1.10661,1.11292,45.37341137,0,0
2016.02.22,1.11089,1.11238,1.10029,1.10269,47.80750322,0,0
2016.02.23,1.10293,1.10524,1.09896,1.10168,55.71411463,0,0
2016.02.24,1.10183,1.10456,1.09568,1.10102,52.70852704,0,0
2016.02.25,1.10133,1.10494,1.09862,1.10177,52.54296996,0,0
2016.02.26,1.10161,1.1068,1.09111,1.09247,48.42315101,0,0
2016.02.29,1.09125,1.0962,1.08589,1.08723,43.94573943,0,0
2016.03.01,1.08722,1.08931,1.08337,1.08656,41.52556983,0,0
2016.03.02,1.08653,1.08804,1.08252,1.08677,43.27866745,0,0
2016.03.03,1.08677,1.09722,1.08531,1.09553,49.33117299,0,0
2016.03.04,1.09565,1.10429,1.09025,1.10004,53.77664295,0,0
2016.03.07,1.09875,1.10255,1.09397,1.10118,54.28979562,0,0
2016.03.08,1.10131,1.10575,1.09931,1.10097,56.6491082,0,0
2016.03.09,1.10107,1.10345,1.09457,1.09939,57.05277174,0,0
2016.03.10,1.09977,1.12175,1.08214,1.1177,48.02880651,1,0.5
2016.03.11,1.11776,1.12092,1.10799,1.11468,47.72595683,1,0.5
2016.03.14,1.11434,1.11757,1.10772,1.11008,47.83787589,1,0.5
2016.03.15,1.11009,1.11246,1.10714,1.11052,48.03592368,1,0.5
2016.03.16,1.11052,1.12419,1.10574,1.12115,46.3394913,1,0.5
2016.03.17,1.1212,1.1342,1.12044,1.13136,38.72067735,1,0
2016.03.18,1.13137,1.13363,1.12557,1.12666,39.28014548,1,0
2016.03.21,1.12674,1.12842,1.1234,1.12379,39.98127631,1,0
2016.03.22,1.12379,1.12593,1.11877,1.12145,40.78343159,0,0
2016.03.23,1.12142,1.12229,1.1159,1.11796,41.47406691,0,0
2016.03.24,1.11796,1.11874,1.11435,1.1178,41.95732879,0,0
2016.03.25,1.1178,1.11792,1.11522,1.11602,42.30619881,0,0
2016.03.28,1.11604,1.12194,1.11524,1.1194,42.6709426,0,0
2016.03.29,1.1194,1.13028,1.11686,1.12862,43.09128059,0,0
2016.03.30,1.12892,1.13652,1.12826,1.13362,62.35541641,0,0
2016.03.31,1.13363,1.14116,1.13099,1.13761,56.32123691,0,0.5
2016.04.01,1.1378,1.14377,1.13342,1.13902,52.8456501,0,0.5
2016.04.04,1.14005,1.14123,1.1357,1.13868,52.11557585,0,0.5
2016.04.05,1.13848,1.14048,1.13356,1.13806,60.66159186,0,0
2016.04.06,1.13815,1.14314,1.13262,1.13976,59.41751966,0,0
2016.04.07,1.13977,1.14537,1.13371,1.1376,56.24041297,0,0.5
2016.04.08,1.13748,1.14188,1.13486,1.13927,55.0922556,0,0.5
2016.04.11,1.14139,1.1447,1.13717,1.14032,53.8814957,0,0.5
2016.04.12,1.14028,1.14646,1.13451,1.13826,51.56242915,0,0.5
2016.04.13,1.13821,1.13908,1.12685,1.12714,51.95175364,0,0.5
2016.04.14,1.12712,1.12945,1.12338,1.12667,51.51957275,0,0.5
2016.04.15,1.12669,1.13167,1.12453,1.12771,53.08069067,0,0.5
