date,open,high,low,close,CI,trend,trend_in_progress
2014.09.19,1224.54,1228.46,1213.69,1215.44,,0.0,0.0
2014.09.22,1215.33,1220.28,1208.08,1214.75,,0.0,0.0
2014.09.23,1214.16,1235.34,1214.13,1223.09,,0.0,0.0
2014.09.24,1222.7,1225.82,1215.58,1216.76,,0.0,0.0
2014.09.25,1216.45,1224.36,1206.76,1221.28,,0.0,0.0
2014.09.26,1221.43,1231.18,1212.25,1218.1,,0.0,0.0
2014.09.29,1218.66,1223.21,1214.79,1215.6,,0.0,0.0
2014.09.30,1215.59,1219.95,1204.45,1207.89,,0.0,0.0
2014.10.01,1208.37,1219.26,1204.52,1213.5,,0.0,0.0
2014.10.02,1213.44,1222.41,1208.55,1214.29,,0.0,0.0
2014.10.03,1213.7,1215.24,1189.93,1190.91,,0.0,0.0
2014.10.06,1191.48,1208.81,1182.93,1206.9,,0.0,0.0
2014.10.07,1207.33,1213.35,1202.82,1208.51,,0.0,0.0
2014.10.08,1209.26,1223.98,1204.88,1220.87,,0.0,0.0
2014.10.09,1219.41,1233.21,1218.88,1223.94,,0.0,0.0
2014.10.10,1223.48,1225.35,1217.25,1222.95,,0.0,0.0
2014.10.13,1225.57,1237.62,1222.51,1235.51,,0.0,0.0
2014.10.14,1236.9,1238.02,1230.87,1232.31,,0.0,0.0
2014.10.15,1226.21,1249.53,1221.78,1241.75,,0.0,0.0
2014.10.16,1240.49,1245.09,1235.33,1238.7,,0.0,0.0
2014.10.17,1238.12,1241.63,1231.55,1237.96,,0.0,0.0
2014.10.20,1239.0,1248.55,1234.5,1246.63,,0.0,0.0
2014.10.21,1246.19,1255.04,1245.25,1248.42,,0.0,0.0
2014.10.22,1247.74,1249.67,1240.34,1241.06,,0.0,0.0
2014.10.23,1241.67,1244.49,1226.2,1231.5,,0.0,0.0
2014.10.24,1233.1,1234.18,1228.78,1230.81,,0.0,0.0
2014.10.27,1230.14,1231.9,1225.19,1226.28,,0.0,0.0
2014.10.28,1225.72,1235.45,1222.37,1228.27,64.41606938018246,0.0,0.0
2014.10.29,1228.01,1230.44,1208.26,1211.84,55.65523735918581,0.0,0.5
2014.10.30,1211.7,1216.58,1195.83,1198.58,46.2665935612783,0.0,0.5
2014.10.31,1199.52,1202.61,1161.1,1172.6,28.752248969746805,1.0,0.0
2014.11.03,1170.8,1173.76,1161.53,1165.22,28.837818325700276,1.0,0.0
2014.11.04,1164.8,1174.77,1163.81,1168.1,28.559652545363853,1.0,0.0
2014.11.05,1167.56,1169.61,1137.65,1140.42,20.2614118411957,1.0,0.0
2014.11.06,1141.07,1149.43,1138.05,1141.59,20.40189773262999,1.0,0.0
2014.11.07,1141.44,1178.6,1130.91,1176.61,18.89400573250438,1.0,0.0
2014.11.10,1177.49,1177.53,1147.22,1151.09,21.49832473968775,1.0,0.0
2014.11.11,1151.9,1173.12,1146.0,1163.96,24.37512384573214,1.0,0.0
2014.11.12,1164.62,1169.96,1157.22,1162.38,28.686535673415957,1.0,0.0
2014.11.13,1161.73,1167.89,1153.92,1162.17,30.16111895648164,1.0,0.0
2014.11.14,1162.01,1193.45,1146.75,1188.54,32.070186261931845,1.0,0.0
2014.11.17,1186.69,1194.1,1181.32,1186.34,35.809090270337514,1.0,0.0
2014.11.18,1185.2,1204.54,1183.26,1196.82,43.19225658715351,0.0,0.0
2014.11.19,1197.03,1202.1,1175.1,1182.37,50.49693196983179,0.0,0.0
2014.11.20,1184.44,1197.01,1176.69,1193.48,51.55454871665265,0.0,0.0
2014.11.21,1194.07,1207.66,1186.67,1201.3,51.04463898802151,0.0,0.0
2014.11.24,1200.7,1204.15,1192.69,1196.76,52.232249883811015,0.0,0.0
2014.11.25,1197.23,1202.83,1190.33,1200.6,53.022953052641306,0.0,0.0
2014.11.26,1201.18,1201.68,1194.87,1197.58,53.74741123067446,0.0,0.0
2014.11.27,1194.29,1199.54,1185.54,1191.5,62.18519913675662,0.0,0.0
2014.11.28,1190.7,1191.5,1165.12,1167.23,62.11939485429776,0.0,0.0
2014.12.01,1159.63,1220.95,1142.65,1211.63,53.284459545534084,0.0,0.5
2014.12.02,1210.78,1212.79,1191.85,1198.13,53.61685376213619,0.0,0.5
2014.12.03,1197.74,1214.87,1194.47,1209.2,53.92853854515143,0.0,0.5
2014.12.04,1209.26,1213.21,1201.19,1204.53,53.61576208756807,0.0,0.5
2014.12.05,1205.5,1207.41,1185.93,1192.0,53.37651605293724,0.0,0.5
2014.12.08,1190.83,1208.81,1187.02,1203.2,53.14773954670761,0.0,0.5
2014.12.09,1203.41,1238.08,1199.27,1230.96,45.46828209076228,0.0,0.5
2014.12.10,1230.25,1238.11,1224.52,1225.98,45.39677991835133,0.0,0.0
2014.12.11,1225.29,1232.6,1215.78,1227.78,45.226121711625154,0.0,0.0
2014.12.12,1226.99,1228.0,1214.3,1222.37,45.06971178436343,0.0,0.0
2014.12.15,1221.95,1224.09,1190.57,1192.86,45.2618605931686,0.0,0.0
2014.12.16,1194.65,1223.35,1187.39,1196.81,45.74004759076118,0.0,0.0
2014.12.17,1195.04,1202.73,1183.55,1189.05,46.53639505385318,0.0,0.0
2014.12.18,1188.99,1213.63,1188.64,1198.02,47.3370046638446,0.0,0.0
2014.12.19,1197.76,1201.2,1193.61,1195.49,68.33500060449978,0.0,0.0
2014.12.22,1195.31,1203.06,1170.64,1175.35,60.11403192288179,0.0,0.0
2014.12.23,1176.27,1184.73,1172.5,1176.2,59.81930892708488,0.0,0.0
