day,symbol_name,profit,volume,PnL/Lot
3/22/2022,EURUSD,-226483.22,18188.2,-12.45220612
3/23/2022,EURUSD,-36957.3,14799.4,-2.497215789
3/24/2022,EURUSD,106248.71,17058.43,6.228516587
3/25/2022,EURUSD,73137.71,17469.96,4.186484255
3/28/2022,EURUSD,-148264.57,20526.81,-7.222971955
3/29/2022,EURUSD,-28068.52,24998.03,-1.122829343
3/30/2022,EURUSD,-94048,19350.27,-4.86029388
3/31/2022,EURUSD,-139187.89,22954.29,-6.06369841
4/1/2022,EURUSD,-15370.12,16705.6,-0.920057893
4/4/2022,EURUSD,-575909.9,19504.88,-29.52645167
4/5/2022,EURUSD,-977906.08,22567.68,-43.33214925
4/6/2022,EURUSD,-464099.67,22018.33,-21.07787767
4/7/2022,EURUSD,-318190.08,23347.99,-13.62815713
4/8/2022,EURUSD,-178671.75,19724.08,-9.058559324
4/11/2022,EURUSD,71375.12,17062.75,4.183095665
4/12/2022,EURUSD,-136987.53,22593.71,-6.063082673
4/13/2022,EURUSD,-231038.21,20853.68,-11.07901408
4/14/2022,EURUSD,-1059742.15,25514.92,-41.53421396
4/15/2022,EURUSD,-103819.48,2251.78,-46.10551655
4/18/2022,EURUSD,-159523.55,14043.78,-11.35901786
4/19/2022,EURUSD,-20598.59,17537.42,-1.174550886
4/20/2022,EURUSD,75331,18890.82,3.987704344
4/21/2022,EURUSD,-101138.59,22994.97,-4.39829186
4/22/2022,EURUSD,-367867.41,18534.63,-19.84757254
4/25/2022,EURUSD,-1385094.56,21256.86,-65.15988549
4/26/2022,EURUSD,-1524297.92,21681.15,-70.30521542
4/27/2022,EURUSD,-2614983.89,27760.54,-94.1978753
4/28/2022,EURUSD,-785030.54,25219.36,-31.12809132
4/29/2022,EURUSD,-68127.92,21001.63,-3.243934801
5/2/2022,EURUSD,-83879.08,15887.71,-5.279494899
5/3/2022,EURUSD,72892.48,20703.47,3.520785754
5/4/2022,EURUSD,150471.74,23394.96,6.431801521
5/5/2022,EURUSD,-176328.56,22877.94,-7.707361846
5/6/2022,EURUSD,86159.79,22914.63,3.760034088
5/9/2022,EURUSD,99671.37,23284.14,4.280654976
5/10/2022,EURUSD,48317.55,21431.39,2.254522544
5/11/2022,EURUSD,168896.26,23839.4,7.084753118
5/12/2022,EURUSD,-1586292.39,28451.47,-55.75432094
5/13/2022,EURUSD,-428904.22,24662.68,-17.39081984
5/16/2022,EURUSD,44810.26,15611.92,2.870259365
5/17/2022,EURUSD,-335694.7,21121.69,-15.89336342
5/18/2022,EURUSD,-207524.15,17624.28,-11.77490067
5/19/2022,EURUSD,-240421.62,21585.67,-11.13801966
5/20/2022,EURUSD,6426.75,16527.16,0.388860043
5/23/2022,EURUSD,-937294.75,21891.88,-42.8147215
5/24/2022,EURUSD,-178923.5,21750.03,-8.226356426
5/25/2022,EURUSD,-65331.55,21111.29,-3.094626029
5/26/2022,EURUSD,-42441.56,16167.14,-2.625174399
5/27/2022,EURUSD,7403.59,16359.7,0.452550732
5/30/2022,EURUSD,18372,15684.11,1.171376786
5/31/2022,EURUSD,115607.25,21502.7,5.376406042
6/1/2022,EURUSD,-700.06,19444.11,-0.036003555
6/2/2022,EURUSD,-260948.18,16492.69,-15.82205115
6/3/2022,EURUSD,-46262.27,16346.41,-2.830117864
6/6/2022,EURUSD,-41660.71,15490.67,-2.689406704
6/7/2022,EURUSD,-189424.19,17365.15,-10.9082955
6/8/2022,EURUSD,59772.03,18619.18,3.210239706
6/9/2022,EURUSD,-124647.07,23100.27,-5.395913978
6/10/2022,EURUSD,-852488.57,19523.22,-43.66536718
6/13/2022,EURUSD,-1254430.95,20518.33,-61.13708816
6/14/2022,EURUSD,-242481.84,17326.98,-13.99446632
6/15/2022,EURUSD,55249.87,22197.96,2.488961397
6/16/2022,EURUSD,-261452.8,21038.77,-12.42719017
6/17/2022,EURUSD,-104235.09,14188.08,-7.346666675
