date,symbol,volume,profit,PnL_per_lot,hour,day
2020-08-19 12:00:00,GBPUSD,124.21,752.28,6.06,12:00:00,2020-08-19
2020-08-19 12:00:00,USDJPY,52.91,-83.62,-1.58,12:00:00,2020-08-19
2020-08-19 12:00:00,XAUUSD,211.22,-2237.25,-10.59,12:00:00,2020-08-19
2020-08-19 16:00:00,EURUSD,698.83,-23996.67,-34.34,16:00:00,2020-08-19
2020-08-19 16:00:00,GBPUSD,286.56,-6557.33,-22.88,16:00:00,2020-08-19
2020-08-19 16:00:00,USDJPY,28.47,166.72,5.86,16:00:00,2020-08-19
2020-08-19 16:00:00,XAUUSD,202.99,-14001.21,-68.97,16:00:00,2020-08-19
2020-08-19 20:00:00,EURUSD,89.45,-5926.3,-66.25,20:00:00,2020-08-19
2020-08-19 20:00:00,GBPUSD,35.73,-1300.84,-36.41,20:00:00,2020-08-19
2020-08-19 20:00:00,USDJPY,16.05,-188.18,-11.72,20:00:00,2020-08-19
2020-08-19 20:00:00,XAUUSD,166.76,-43332.79,-259.85,20:00:00,2020-08-19
2020-08-20 00:00:00,EURUSD,191.85,-112.03,-0.58,00:00:00,2020-08-20
2020-08-20 00:00:00,GBPUSD,48.46,1498.63,30.93,00:00:00,2020-08-20
2020-08-20 00:00:00,USDJPY,20.18,-156.07,-7.73,00:00:00,2020-08-20
2020-08-20 00:00:00,XAUUSD,108.06,-4531.61,-41.94,00:00:00,2020-08-20
2020-08-20 04:00:00,EURUSD,109.17,-371.61,-3.4,04:00:00,2020-08-20
2020-08-20 04:00:00,GBPUSD,41.79,1823.99,43.65,04:00:00,2020-08-20
2020-08-20 04:00:00,USDJPY,15.7,1.84,0.12,04:00:00,2020-08-20
2020-08-20 04:00:00,XAUUSD,114.54,-10308.32,-90,04:00:00,2020-08-20
2020-08-20 08:00:00,EURUSD,1050.21,-19616.56,-18.68,08:00:00,2020-08-20
2020-08-20 08:00:00,GBPUSD,293.21,-7471.67,-25.48,08:00:00,2020-08-20
2020-08-20 08:00:00,USDJPY,74.06,-438.58,-5.92,08:00:00,2020-08-20
2020-08-20 08:00:00,XAUUSD,231.68,-21916.53,-94.6,08:00:00,2020-08-20
2020-08-20 12:00:00,EURUSD,678.59,-441.24,-0.65,12:00:00,2020-08-20
2020-08-20 12:00:00,GBPUSD,279.49,-3008.48,-10.76,12:00:00,2020-08-20
2020-08-20 12:00:00,USDJPY,59.83,1479.9,24.74,12:00:00,2020-08-20
2020-08-20 12:00:00,XAUUSD,328.16,-19386.34,-59.08,12:00:00,2020-08-20
2020-08-20 16:00:00,EURUSD,343.51,95.4,0.28,16:00:00,2020-08-20
2020-08-20 16:00:00,GBPUSD,246.34,5378.44,21.83,16:00:00,2020-08-20
2020-08-20 16:00:00,USDJPY,39.34,-344.32,-8.75,16:00:00,2020-08-20
2020-08-20 16:00:00,XAUUSD,129.21,-1891.78,-14.64,16:00:00,2020-08-20
2020-08-20 20:00:00,EURUSD,42.88,-1489.9,-34.75,20:00:00,2020-08-20
2020-08-20 20:00:00,GBPUSD,50.09,-4041.68,-80.69,20:00:00,2020-08-20
2020-08-20 20:00:00,USDJPY,10.96,-257.24,-23.47,20:00:00,2020-08-20
2020-08-20 20:00:00,XAUUSD,57.66,-5107.47,-88.58,20:00:00,2020-08-20
2020-08-21 00:00:00,EURUSD,249.11,-5642.59,-22.65,00:00:00,2020-08-21
2020-08-21 00:00:00,GBPUSD,71.97,-5112.01,-71.03,00:00:00,2020-08-21
2020-08-21 00:00:00,USDJPY,26.28,-580.95,-22.11,00:00:00,2020-08-21
2020-08-21 00:00:00,XAUUSD,68.34,-7630.79,-111.66,00:00:00,2020-08-21
2020-08-21 04:00:00,EURUSD,216.93,-3716.4,-17.13,04:00:00,2020-08-21
2020-08-21 04:00:00,GBPUSD,79.09,-5195.69,-65.69,04:00:00,2020-08-21
2020-08-21 04:00:00,USDJPY,16.45,17.54,1.07,04:00:00,2020-08-21
2020-08-21 04:00:00,XAUUSD,68.82,-2700.37,-39.24,04:00:00,2020-08-21
2020-08-21 08:00:00,EURUSD,999.6,-51829.82,-51.85,08:00:00,2020-08-21
2020-08-21 08:00:00,GBPUSD,413,17504.6,42.38,08:00:00,2020-08-21
2020-08-21 08:00:00,USDJPY,42.98,482.76,11.23,08:00:00,2020-08-21
2020-08-21 08:00:00,XAUUSD,212.28,-11174.24,-52.64,08:00:00,2020-08-21
2020-08-21 12:00:00,EURUSD,859.45,-43280.94,-50.36,12:00:00,2020-08-21
2020-08-21 12:00:00,GBPUSD,247.81,11159.12,45.03,12:00:00,2020-08-21
2020-08-21 12:00:00,USDJPY,63.79,2319.79,36.37,12:00:00,2020-08-21
2020-08-21 12:00:00,XAUUSD,384.42,-30887.78,-80.35,12:00:00,2020-08-21
2020-08-21 16:00:00,EURUSD,323.81,-364.8,-1.13,16:00:00,2020-08-21
2020-08-21 16:00:00,GBPUSD,241.94,3182.04,13.15,16:00:00,2020-08-21
2020-08-21 16:00:00,USDJPY,19.67,175.4,8.92,16:00:00,2020-08-21
2020-08-21 16:00:00,XAUUSD,106.71,-1053.42,-9.87,16:00:00,2020-08-21
2020-08-21 20:00:00,EURUSD,121.73,-9915.38,-81.45,20:00:00,2020-08-21
2020-08-21 20:00:00,GBPUSD,36.15,312.71,8.65,20:00:00,2020-08-21
2020-08-21 20:00:00,USDJPY,3.26,3.89,1.19,20:00:00,2020-08-21
2020-08-21 20:00:00,XAUUSD,20.22,-2285.75,-113.04,20:00:00,2020-08-21
2020-08-24 00:00:00,EURUSD,180.07,854.13,4.74,00:00:00,2020-08-24
2020-08-24 00:00:00,GBPUSD,46.94,655.46,13.96,00:00:00,2020-08-24
2020-08-24 00:00:00,USDJPY,30.18,-506.04,-16.77,00:00:00,2020-08-24
2020-08-24 00:00:00,XAUUSD,53.98,2825.98,52.35,00:00:00,2020-08-24
2020-08-24 04:00:00,EURUSD,142.16,-995.94,-7.01,04:00:00,2020-08-24
2020-08-24 04:00:00,GBPUSD,43.71,-782.47,-17.9,04:00:00,2020-08-24
2020-08-24 04:00:00,USDJPY,32.26,116.45,3.61,04:00:00,2020-08-24
2020-08-24 04:00:00,XAUUSD,50.37,1386.54,27.53,04:00:00,2020-08-24
2020-08-24 08:00:00,EURUSD,607.78,-10419.87,-17.14,08:00:00,2020-08-24
2020-08-24 08:00:00,GBPUSD,397.22,-3008.47,-7.57,08:00:00,2020-08-24
2020-08-24 08:00:00,USDJPY,62.93,571.08,9.07,08:00:00,2020-08-24
2020-08-24 08:00:00,XAUUSD,166.24,-4688.78,-28.2,08:00:00,2020-08-24
2020-08-24 12:00:00,EURUSD,722.64,-10901.49,-15.09,12:00:00,2020-08-24
2020-08-24 12:00:00,GBPUSD,341.24,647.06,1.9,12:00:00,2020-08-24
2020-08-24 12:00:00,USDJPY,74.71,602.7,8.07,12:00:00,2020-08-24
2020-08-24 12:00:00,XAUUSD,461.98,-69077.29,-149.52,12:00:00,2020-08-24
2020-08-24 16:00:00,EURUSD,333.81,5159.41,15.46,16:00:00,2020-08-24
2020-08-24 16:00:00,GBPUSD,140.83,6996.41,49.68,16:00:00,2020-08-24
2020-08-24 16:00:00,USDJPY,22.4,403.65,18.02,16:00:00,2020-08-24
2020-08-24 16:00:00,XAUUSD,142.42,7349.74,51.61,16:00:00,2020-08-24
2020-08-24 20:00:00,EURUSD,57.25,1938.34,33.86,20:00:00,2020-08-24
2020-08-24 20:00:00,GBPUSD,41.71,1088.49,26.1,20:00:00,2020-08-24
2020-08-24 20:00:00,USDJPY,2.68,125.56,46.85,20:00:00,2020-08-24
2020-08-24 20:00:00,XAUUSD,32.27,732.17,22.69,20:00:00,2020-08-24
2020-08-25 00:00:00,EURUSD,451.04,4236.33,9.39,00:00:00,2020-08-25
2020-08-25 00:00:00,GBPUSD,89.31,843.06,9.44,00:00:00,2020-08-25
2020-08-25 00:00:00,USDJPY,21.53,117.26,5.45,00:00:00,2020-08-25
2020-08-25 00:00:00,XAUUSD,47.76,1308.11,27.39,00:00:00,2020-08-25
2020-08-25 04:00:00,EURUSD,387.64,-3168.31,-8.17,04:00:00,2020-08-25
2020-08-25 04:00:00,GBPUSD,114.98,860.45,7.48,04:00:00,2020-08-25
2020-08-25 04:00:00,USDJPY,16.77,-48.94,-2.92,04:00:00,2020-08-25
2020-08-25 04:00:00,XAUUSD,68.16,738.51,10.83,04:00:00,2020-08-25
2020-08-25 08:00:00,EURUSD,1002.47,12548.71,12.52,08:00:00,2020-08-25
2020-08-25 08:00:00,GBPUSD,342.57,5944.56,17.35,08:00:00,2020-08-25
2020-08-25 08:00:00,USDJPY,103.58,-5816.32,-56.15,08:00:00,2020-08-25
2020-08-25 08:00:00,XAUUSD,277.15,-8525.43,-30.76,08:00:00,2020-08-25
2020-08-25 12:00:00,EURUSD,700.42,7937.67,11.33,12:00:00,2020-08-25
2020-08-25 12:00:00,GBPUSD,354.61,6181.6,17.43,12:00:00,2020-08-25
2020-08-25 12:00:00,USDJPY,81.51,2563.18,31.45,12:00:00,2020-08-25
2020-08-25 12:00:00,XAUUSD,264.59,-4143.09,-15.66,12:00:00,2020-08-25
2020-08-25 16:00:00,EURUSD,324.15,-2279.5,-7.03,16:00:00,2020-08-25
2020-08-25 16:00:00,GBPUSD,191.02,3086.72,16.16,16:00:00,2020-08-25
2020-08-25 16:00:00,USDJPY,34.37,516.39,15.02,16:00:00,2020-08-25
2020-08-25 16:00:00,XAUUSD,192.07,10643.85,55.42,16:00:00,2020-08-25
2020-08-25 20:00:00,EURUSD,43.4,-418.25,-9.64,20:00:00,2020-08-25
2020-08-25 20:00:00,GBPUSD,47.76,-822.1,-17.21,20:00:00,2020-08-25
2020-08-25 20:00:00,USDJPY,9.67,56.46,5.84,20:00:00,2020-08-25
2020-08-25 20:00:00,XAUUSD,27.15,-1099.05,-40.48,20:00:00,2020-08-25
2020-08-26 00:00:00,EURUSD,303.6,4471.59,14.73,00:00:00,2020-08-26
2020-08-26 00:00:00,GBPUSD,59.11,674.27,11.41,00:00:00,2020-08-26
2020-08-26 00:00:00,USDJPY,49.17,-731.88,-14.88,00:00:00,2020-08-26
2020-08-26 00:00:00,XAUUSD,49.76,1792.2,36.02,00:00:00,2020-08-26
2020-08-26 04:00:00,EURUSD,337.52,-979.05,-2.9,04:00:00,2020-08-26
2020-08-26 04:00:00,GBPUSD,54.91,-72.45,-1.32,04:00:00,2020-08-26
2020-08-26 04:00:00,USDJPY,24.64,82.7,3.36,04:00:00,2020-08-26
2020-08-26 04:00:00,XAUUSD,98.06,-1059.34,-10.8,04:00:00,2020-08-26
2020-08-26 08:00:00,EURUSD,590.63,-4781.09,-8.09,08:00:00,2020-08-26
2020-08-26 08:00:00,GBPUSD,242.85,3492.86,14.38,08:00:00,2020-08-26
2020-08-26 08:00:00,USDJPY,97.5,3949.83,40.51,08:00:00,2020-08-26
2020-08-26 08:00:00,XAUUSD,274.86,4838.76,17.6,08:00:00,2020-08-26
2020-08-26 12:00:00,EURUSD,1046.65,-23326.8,-22.29,12:00:00,2020-08-26
2020-08-26 12:00:00,GBPUSD,481.51,894.4,1.86,12:00:00,2020-08-26
2020-08-26 12:00:00,USDJPY,76.25,-1314.14,-17.23,12:00:00,2020-08-26
2020-08-26 12:00:00,XAUUSD,638,-120242.15,-188.47,12:00:00,2020-08-26
2020-08-26 16:00:00,EURUSD,542.07,1881.31,3.47,16:00:00,2020-08-26
2020-08-26 16:00:00,GBPUSD,220.82,-6021.37,-27.27,16:00:00,2020-08-26
2020-08-26 16:00:00,USDJPY,34.32,522.7,15.23,16:00:00,2020-08-26
2020-08-26 16:00:00,XAUUSD,154.57,1784.03,11.54,16:00:00,2020-08-26
2020-08-26 20:00:00,EURUSD,87.12,-1211.41,-13.91,20:00:00,2020-08-26
2020-08-26 20:00:00,GBPUSD,24.77,-1222.56,-49.36,20:00:00,2020-08-26
2020-08-26 20:00:00,USDJPY,23.74,-1263.99,-53.24,20:00:00,2020-08-26
2020-08-26 20:00:00,XAUUSD,45.1,-6335.53,-140.48,20:00:00,2020-08-26
2020-08-27 00:00:00,EURUSD,191.57,-5578.28,-29.12,00:00:00,2020-08-27
2020-08-27 00:00:00,GBPUSD,58.37,-4089.58,-70.06,00:00:00,2020-08-27
2020-08-27 00:00:00,USDJPY,39.61,620.66,15.67,00:00:00,2020-08-27
2020-08-27 00:00:00,XAUUSD,64.77,1379.61,21.3,00:00:00,2020-08-27
2020-08-27 04:00:00,EURUSD,136.47,-461.39,-3.38,04:00:00,2020-08-27
2020-08-27 04:00:00,GBPUSD,60.51,-628.15,-10.38,04:00:00,2020-08-27
2020-08-27 04:00:00,USDJPY,17.02,-65.49,-3.85,04:00:00,2020-08-27
2020-08-27 04:00:00,XAUUSD,84.38,1989.31,23.58,04:00:00,2020-08-27
2020-08-27 08:00:00,EURUSD,449.57,1808.44,4.02,08:00:00,2020-08-27
2020-08-27 08:00:00,GBPUSD,373.66,4033.48,10.79,08:00:00,2020-08-27
2020-08-27 08:00:00,USDJPY,101.97,-3104.75,-30.45,08:00:00,2020-08-27
2020-08-27 08:00:00,XAUUSD,163.43,2299.19,14.07,08:00:00,2020-08-27
2020-08-27 12:00:00,EURUSD,876.98,18441.38,21.03,12:00:00,2020-08-27
2020-08-27 12:00:00,GBPUSD,493.2,-5676.34,-11.51,12:00:00,2020-08-27
2020-08-27 12:00:00,USDJPY,59.69,18.58,0.31,12:00:00,2020-08-27
2020-08-27 12:00:00,XAUUSD,421.01,-13018.44,-30.92,12:00:00,2020-08-27
2020-08-27 16:00:00,EURUSD,631.13,6312.92,10,16:00:00,2020-08-27
2020-08-27 16:00:00,GBPUSD,246.32,1238.23,5.03,16:00:00,2020-08-27
2020-08-27 16:00:00,USDJPY,64.15,-5259.33,-81.98,16:00:00,2020-08-27
2020-08-27 16:00:00,XAUUSD,255.88,-9898.56,-38.68,16:00:00,2020-08-27
2020-08-27 20:00:00,EURUSD,33.02,482.41,14.61,20:00:00,2020-08-27
2020-08-27 20:00:00,GBPUSD,18.58,264.12,14.22,20:00:00,2020-08-27
2020-08-27 20:00:00,USDJPY,6.07,116.54,19.2,20:00:00,2020-08-27
2020-08-27 20:00:00,XAUUSD,24.64,-704.14,-28.58,20:00:00,2020-08-27
2020-08-28 00:00:00,EURUSD,274.12,4329.36,15.79,00:00:00,2020-08-28
2020-08-28 00:00:00,GBPUSD,63.39,1155.75,18.23,00:00:00,2020-08-28
2020-08-28 00:00:00,USDJPY,41.72,-1650.2,-39.55,00:00:00,2020-08-28
2020-08-28 00:00:00,XAUUSD,59.02,-952.51,-16.14,00:00:00,2020-08-28
2020-08-28 04:00:00,EURUSD,564,-10209.77,-18.1,04:00:00,2020-08-28
2020-08-28 04:00:00,GBPUSD,154.03,-4565.69,-29.64,04:00:00,2020-08-28
2020-08-28 04:00:00,USDJPY,45.33,529.55,11.68,04:00:00,2020-08-28
2020-08-28 04:00:00,XAUUSD,98.37,4326.23,43.98,04:00:00,2020-08-28
2020-08-28 08:00:00,EURUSD,833.3,-51935.99,-62.33,08:00:00,2020-08-28
2020-08-28 08:00:00,GBPUSD,279.23,-3105.54,-11.12,08:00:00,2020-08-28
2020-08-28 08:00:00,USDJPY,100.49,-35.79,-0.36,08:00:00,2020-08-28
2020-08-28 08:00:00,XAUUSD,326.95,-30570.83,-93.5,08:00:00,2020-08-28
2020-08-28 12:00:00,EURUSD,919.77,17614.59,19.15,12:00:00,2020-08-28
2020-08-28 12:00:00,GBPUSD,414.6,5281.46,12.74,12:00:00,2020-08-28
2020-08-28 12:00:00,USDJPY,127.1,-1539.23,-12.11,12:00:00,2020-08-28
2020-08-28 12:00:00,XAUUSD,346.71,-4483.51,-12.93,12:00:00,2020-08-28
2020-08-28 16:00:00,EURUSD,289.18,1548.67,5.36,16:00:00,2020-08-28
2020-08-28 16:00:00,GBPUSD,219.66,356.29,1.62,16:00:00,2020-08-28
2020-08-28 16:00:00,USDJPY,39.31,363.01,9.23,16:00:00,2020-08-28
2020-08-28 16:00:00,XAUUSD,167.77,-1117.21,-6.66,16:00:00,2020-08-28
2020-08-28 20:00:00,EURUSD,93.69,-1228.77,-13.12,20:00:00,2020-08-28
2020-08-28 20:00:00,GBPUSD,39.91,-3469.4,-86.93,20:00:00,2020-08-28
2020-08-28 20:00:00,USDJPY,7.37,-151.03,-20.49,20:00:00,2020-08-28
2020-08-28 20:00:00,XAUUSD,17.25,-1856.26,-107.61,20:00:00,2020-08-28
2020-08-31 00:00:00,EURUSD,480.09,-10415.81,-21.7,00:00:00,2020-08-31
2020-08-31 00:00:00,GBPUSD,151.65,-29813.07,-196.59,00:00:00,2020-08-31
2020-08-31 00:00:00,USDJPY,96.46,-1546.08,-16.03,00:00:00,2020-08-31
2020-08-31 00:00:00,XAUUSD,134.25,3117.15,23.22,00:00:00,2020-08-31
2020-08-31 04:00:00,EURUSD,411.37,2896.65,7.04,04:00:00,2020-08-31
2020-08-31 04:00:00,GBPUSD,91.41,1659.95,18.16,04:00:00,2020-08-31
2020-08-31 04:00:00,USDJPY,137.27,2425.56,17.67,04:00:00,2020-08-31
2020-08-31 04:00:00,XAUUSD,29.06,219.28,7.55,04:00:00,2020-08-31
2020-08-31 08:00:00,EURUSD,869.49,8574.65,9.86,08:00:00,2020-08-31
2020-08-31 08:00:00,GBPUSD,213.03,7013.22,32.92,08:00:00,2020-08-31
2020-08-31 08:00:00,USDJPY,105.93,-1037.18,-9.79,08:00:00,2020-08-31
2020-08-31 08:00:00,XAUUSD,140.12,1079.23,7.7,08:00:00,2020-08-31
2020-08-31 12:00:00,EURUSD,540.39,3935.84,7.28,12:00:00,2020-08-31
2020-08-31 12:00:00,GBPUSD,220.62,-906.43,-4.11,12:00:00,2020-08-31
2020-08-31 12:00:00,USDJPY,37.79,-166.97,-4.42,12:00:00,2020-08-31
2020-08-31 12:00:00,XAUUSD,277.72,2789.26,10.04,12:00:00,2020-08-31
2020-08-31 16:00:00,EURUSD,404.38,389.47,0.96,16:00:00,2020-08-31
2020-08-31 16:00:00,GBPUSD,109.64,-1520.24,-13.87,16:00:00,2020-08-31
2020-08-31 16:00:00,USDJPY,23.57,-69.49,-2.95,16:00:00,2020-08-31
2020-08-31 16:00:00,XAUUSD,234.06,9986.03,42.66,16:00:00,2020-08-31
2020-08-31 20:00:00,EURUSD,179.17,84.25,0.47,20:00:00,2020-08-31
2020-08-31 20:00:00,GBPUSD,30.28,289.95,9.58,20:00:00,2020-08-31
2020-08-31 20:00:00,USDJPY,10.71,-175.59,-16.39,20:00:00,2020-08-31
2020-08-31 20:00:00,XAUUSD,23.75,-1410.53,-59.39,20:00:00,2020-08-31
2020-09-01 00:00:00,EURUSD,265.37,4260.44,16.05,00:00:00,2020-09-01
2020-09-01 00:00:00,GBPUSD,71.98,-0.11,0,00:00:00,2020-09-01
2020-09-01 00:00:00,USDJPY,62.94,556.34,8.84,00:00:00,2020-09-01
2020-09-01 00:00:00,XAUUSD,56.86,1017.59,17.9,00:00:00,2020-09-01
2020-09-01 04:00:00,EURUSD,248.87,-1830.41,-7.35,04:00:00,2020-09-01
2020-09-01 04:00:00,GBPUSD,80.75,472.6,5.85,04:00:00,2020-09-01
2020-09-01 04:00:00,USDJPY,45.51,-513.86,-11.29,04:00:00,2020-09-01
2020-09-01 04:00:00,XAUUSD,96.01,3086.86,32.15,04:00:00,2020-09-01
2020-09-01 08:00:00,EURUSD,829.16,13161.19,15.87,08:00:00,2020-09-01
2020-09-01 08:00:00,GBPUSD,286.18,5025.1,17.56,08:00:00,2020-09-01
2020-09-01 08:00:00,USDJPY,67.23,1308.12,19.46,08:00:00,2020-09-01
2020-09-01 08:00:00,XAUUSD,211.77,3366.99,15.9,08:00:00,2020-09-01
2020-09-01 12:00:00,EURUSD,462.04,2079.3,4.5,12:00:00,2020-09-01
2020-09-01 12:00:00,GBPUSD,236.82,849.55,3.59,12:00:00,2020-09-01
2020-09-01 12:00:00,USDJPY,56.11,-1104.99,-19.69,12:00:00,2020-09-01
2020-09-01 12:00:00,XAUUSD,348.57,11597.87,33.27,12:00:00,2020-09-01
2020-09-01 16:00:00,EURUSD,354.75,-2680.22,-7.56,16:00:00,2020-09-01
2020-09-01 16:00:00,GBPUSD,335.44,-14193.19,-42.31,16:00:00,2020-09-01
2020-09-01 16:00:00,USDJPY,20.08,97.16,4.84,16:00:00,2020-09-01
2020-09-01 16:00:00,XAUUSD,205.56,-3128.99,-15.22,16:00:00,2020-09-01
2020-09-01 20:00:00,EURUSD,68.93,135.03,1.96,20:00:00,2020-09-01
2020-09-01 20:00:00,GBPUSD,15.15,-247.53,-16.34,20:00:00,2020-09-01
2020-09-01 20:00:00,USDJPY,3.02,21.34,7.07,20:00:00,2020-09-01
2020-09-01 20:00:00,XAUUSD,24.53,813.42,33.16,20:00:00,2020-09-01
2020-09-02 00:00:00,EURUSD,363.02,4295.32,11.83,00:00:00,2020-09-02
2020-09-02 00:00:00,GBPUSD,80.06,783.2,9.78,00:00:00,2020-09-02
2020-09-02 00:00:00,USDJPY,69.45,1762.58,25.38,00:00:00,2020-09-02
2020-09-02 00:00:00,XAUUSD,71.94,-1697.63,-23.6,00:00:00,2020-09-02
2020-09-02 04:00:00,EURUSD,192.85,-329.12,-1.71,04:00:00,2020-09-02
2020-09-02 04:00:00,GBPUSD,63.78,281.9,4.42,04:00:00,2020-09-02
2020-09-02 04:00:00,USDJPY,17.56,-138.76,-7.9,04:00:00,2020-09-02
2020-09-02 04:00:00,XAUUSD,119.05,2509.56,21.08,04:00:00,2020-09-02
2020-09-02 08:00:00,EURUSD,791.83,-11403.29,-14.4,08:00:00,2020-09-02
2020-09-02 08:00:00,GBPUSD,324.78,-4587.5,-14.12,08:00:00,2020-09-02
2020-09-02 08:00:00,USDJPY,101.49,-2632.89,-25.94,08:00:00,2020-09-02
2020-09-02 08:00:00,XAUUSD,189.4,-9549,-50.42,08:00:00,2020-09-02
2020-09-02 12:00:00,EURUSD,715.13,2797.29,3.91,12:00:00,2020-09-02
2020-09-02 12:00:00,GBPUSD,300.5,3925.97,13.06,12:00:00,2020-09-02
2020-09-02 12:00:00,USDJPY,67.39,1738.81,25.8,12:00:00,2020-09-02
2020-09-02 12:00:00,XAUUSD,604.09,6706.7,11.1,12:00:00,2020-09-02
2020-09-02 16:00:00,EURUSD,533.33,36.18,0.07,16:00:00,2020-09-02
2020-09-02 16:00:00,GBPUSD,223.39,-4717.2,-21.12,16:00:00,2020-09-02
2020-09-02 16:00:00,USDJPY,18.15,-360.3,-19.85,16:00:00,2020-09-02
2020-09-02 16:00:00,XAUUSD,315.54,-63878.66,-202.44,16:00:00,2020-09-02
2020-09-02 20:00:00,EURUSD,194.28,-1558.93,-8.02,20:00:00,2020-09-02
2020-09-02 20:00:00,GBPUSD,86.07,-7588.46,-88.17,20:00:00,2020-09-02
2020-09-02 20:00:00,USDJPY,6.37,-14.59,-2.29,20:00:00,2020-09-02
2020-09-02 20:00:00,XAUUSD,38.5,-2293.53,-59.57,20:00:00,2020-09-02
2020-09-03 00:00:00,EURUSD,373.61,6471.85,17.32,00:00:00,2020-09-03
2020-09-03 00:00:00,GBPUSD,112.17,1469.48,13.1,00:00:00,2020-09-03
2020-09-03 00:00:00,USDJPY,15.85,172.11,10.86,00:00:00,2020-09-03
2020-09-03 00:00:00,XAUUSD,37.84,344.26,9.1,00:00:00,2020-09-03
2020-09-03 04:00:00,EURUSD,622.48,-38977.38,-62.62,04:00:00,2020-09-03
2020-09-03 04:00:00,GBPUSD,191.06,921.05,4.82,04:00:00,2020-09-03
2020-09-03 04:00:00,USDJPY,29.41,-674.66,-22.94,04:00:00,2020-09-03
2020-09-03 04:00:00,XAUUSD,192.04,-7940.02,-41.35,04:00:00,2020-09-03
2020-09-03 08:00:00,EURUSD,869.23,-9040.45,-10.4,08:00:00,2020-09-03
2020-09-03 08:00:00,GBPUSD,356.42,3772.83,10.59,08:00:00,2020-09-03
2020-09-03 08:00:00,USDJPY,28.58,-82.25,-2.88,08:00:00,2020-09-03
2020-09-03 08:00:00,XAUUSD,149.86,2051.38,13.69,08:00:00,2020-09-03
2020-09-03 12:00:00,EURUSD,860.12,1938.1,2.25,12:00:00,2020-09-03
2020-09-03 12:00:00,GBPUSD,426.15,7443.55,17.47,12:00:00,2020-09-03
2020-09-03 12:00:00,USDJPY,162.5,805.5,4.96,12:00:00,2020-09-03
2020-09-03 12:00:00,XAUUSD,328.81,2077.97,6.32,12:00:00,2020-09-03
2020-09-03 16:00:00,EURUSD,488.97,1364.92,2.79,16:00:00,2020-09-03
2020-09-03 16:00:00,GBPUSD,234.97,-165.81,-0.71,16:00:00,2020-09-03
2020-09-03 16:00:00,USDJPY,36.92,1670.45,45.25,16:00:00,2020-09-03
2020-09-03 16:00:00,XAUUSD,267.55,8005.43,29.92,16:00:00,2020-09-03
2020-09-03 20:00:00,EURUSD,110.33,1657.23,15.02,20:00:00,2020-09-03
2020-09-03 20:00:00,GBPUSD,18.7,-532.08,-28.45,20:00:00,2020-09-03
2020-09-03 20:00:00,USDJPY,12.09,158.46,13.11,20:00:00,2020-09-03
2020-09-03 20:00:00,XAUUSD,27.94,822.14,29.43,20:00:00,2020-09-03
2020-09-04 00:00:00,EURUSD,339.95,-7644.24,-22.49,00:00:00,2020-09-04
2020-09-04 00:00:00,GBPUSD,62.64,-2337.45,-37.32,00:00:00,2020-09-04
2020-09-04 00:00:00,USDJPY,35.55,-480.35,-13.51,00:00:00,2020-09-04
2020-09-04 00:00:00,XAUUSD,89.09,2973.16,33.37,00:00:00,2020-09-04
2020-09-04 04:00:00,EURUSD,210.26,290.83,1.38,04:00:00,2020-09-04
2020-09-04 04:00:00,GBPUSD,49.24,-390.41,-7.93,04:00:00,2020-09-04
2020-09-04 04:00:00,USDJPY,15.42,-181.09,-11.74,04:00:00,2020-09-04
2020-09-04 04:00:00,XAUUSD,110.84,2940.64,26.53,04:00:00,2020-09-04
2020-09-04 08:00:00,EURUSD,839.55,-5250.13,-6.25,08:00:00,2020-09-04
2020-09-04 08:00:00,GBPUSD,382.92,-4914.24,-12.83,08:00:00,2020-09-04
2020-09-04 08:00:00,USDJPY,53.18,3273.91,61.56,08:00:00,2020-09-04
2020-09-04 08:00:00,XAUUSD,179.38,1450.52,8.09,08:00:00,2020-09-04
2020-09-04 12:00:00,EURUSD,1439.27,11483.81,7.98,12:00:00,2020-09-04
2020-09-04 12:00:00,GBPUSD,644.16,-10083.07,-15.65,12:00:00,2020-09-04
2020-09-04 12:00:00,USDJPY,137.73,-3281.02,-23.82,12:00:00,2020-09-04
2020-09-04 12:00:00,XAUUSD,686.55,-53338.07,-77.69,12:00:00,2020-09-04
2020-09-04 16:00:00,EURUSD,566.86,264.45,0.47,16:00:00,2020-09-04
2020-09-04 16:00:00,GBPUSD,178.21,-1831.32,-10.28,16:00:00,2020-09-04
2020-09-04 16:00:00,USDJPY,52.58,543.33,10.33,16:00:00,2020-09-04
2020-09-04 16:00:00,XAUUSD,280.42,16398.05,58.48,16:00:00,2020-09-04
2020-09-04 20:00:00,EURUSD,138.58,812.62,5.86,20:00:00,2020-09-04
2020-09-04 20:00:00,GBPUSD,45.29,1986.02,43.85,20:00:00,2020-09-04
2020-09-04 20:00:00,USDJPY,5.45,-48.5,-8.9,20:00:00,2020-09-04
2020-09-04 20:00:00,XAUUSD,52.4,-3963.97,-75.65,20:00:00,2020-09-04
2020-09-07 00:00:00,EURUSD,233.26,3636.8,15.59,00:00:00,2020-09-07
2020-09-07 00:00:00,GBPUSD,47.75,158.42,3.32,00:00:00,2020-09-07
2020-09-07 00:00:00,USDJPY,46.89,841.09,17.94,00:00:00,2020-09-07
2020-09-07 00:00:00,XAUUSD,51.73,1542.18,29.81,00:00:00,2020-09-07
