day,symbol_name,profit,volume,PnL/Lot,Coef,
5/31/2021,EURUSD,-112525.03,9147.63,-12.30100313,-0.0024283,
6/1/2021,EURUSD,41681.08,15695.48,2.655610283,-0.00133919,
6/2/2021,EURUSD,64656.82,14184.95,4.558127853,0.001877266,
6/3/2021,EURUSD,-106261.21,13172.04,-8.06717933,0.002905196,
6/4/2021,EURUSD,-72768.77,11570.13,-6.289364845,0.001802031,
6/7/2021,EURUSD,40746.13,10298.88,3.956364911,-0.002328138,
6/8/2021,EURUSD,116414.75,10396.87,11.1970956,-0.000552444,
6/9/2021,EURUSD,31232.38,11241.1,2.778409256,-0.000363303,
6/10/2021,EURUSD,183305.03,13152.41,13.93699214,0.00105053,
6/11/2021,EURUSD,-344345.03,13109.65,-26.26653146,0.002477093,
6/14/2021,EURUSD,156742.55,11534.43,13.58910255,0.002444122,
6/15/2021,EURUSD,94576.63,11260.99,8.398607093,-0.000893764,
6/16/2021,EURUSD,-843856.16,14049.7,-60.06221946,0.005089699,
6/17/2021,EURUSD,-1948221.61,18127.76,-107.4717236,0.009282118,
6/18/2021,EURUSD,-1065510.49,14159.67,-75.24966929,0.005473319,
6/21/2021,EURUSD,-81622.20,10340.04,-7.893799405,-4.21E-06,
6/22/2021,EURUSD,-100703.94,12091.64,-8.328393602,-0.003172459,
6/23/2021,EURUSD,90171.02,10515.75,8.574853642,-0.001157599,
6/24/2021,EURUSD,109917.49,8335.46,13.1867341,0.00026,
6/25/2021,EURUSD,74694.22,9059.19,8.24513184,-0.000798279,
6/28/2021,EURUSD,157752.34,10943.97,14.41454469,0.001404771,
6/29/2021,EURUSD,-86388.44,10296.94,-8.389719713,0.00160801,
6/30/2021,EURUSD,-39406.51,12939.98,-3.045329914,0.002521944,
7/1/2021,EURUSD,-86835.21,11678.36,-7.435565826,0.001679933,
7/2/2021,EURUSD,-182547.38,12182.99,-14.98379133,0.000651595,
7/5/2021,EURUSD,97332.07,8489.55,11.46492657,-0.00131037,
7/6/2021,EURUSD,-116366.52,14817.79,-7.853163265,0.001504637,
7/7/2021,EURUSD,-125396.42,20320.14,-6.171041185,0.00324,
7/8/2021,EURUSD,78545.87,14044.25,5.592742438,-0.001141262,
7/9/2021,EURUSD,-135073.75,11104.46,-12.16391866,-0.002861536,
7/12/2021,EURUSD,154893.70,11235.2,13.78646573,-0.000590498,
7/13/2021,EURUSD,-57554.31,16097.46,-3.575365819,0.00348399,
7/14/2021,EURUSD,167688.32,11297.66,14.84274824,0.001298638,
7/15/2021,EURUSD,105651.23,13583.89,7.777686109,-0.001512106,
7/16/2021,EURUSD,141295.14,11214.25,12.59960639,0.001414666,
7/19/2021,EURUSD,-314387.92,13209.1,-23.80085827,0.000683983,
7/20/2021,EURUSD,-44260.47,12616.41,-3.508166646,0.001161236,
7/21/2021,EURUSD,121439.58,11221.9,10.82165929,0.000199422,
7/22/2021,EURUSD,210962.06,14600.72,14.4487436,-0.000420142,
7/23/2021,EURUSD,167195.97,11174.48,14.96230442,0.001457154,
7/26/2021,EURUSD,228673.89,12112.16,18.87969518,-0.001503887,
7/27/2021,EURUSD,167601.15,14200.84,11.80219968,-0.001650095,
7/28/2021,EURUSD,285389.59,15792.09,18.07167986,-0.001058725,
7/29/2021,EURUSD,-304206.01,9999.24,-30.42291278,-0.003805265,
7/30/2021,EURUSD,-99111.57,13431.21,-7.379199101,-0.00116317,
8/2/2021,EURUSD,226487.25,12560.67,18.0314625,0.000507243,
8/3/2021,EURUSD,156746.21,13911.03,11.26776459,0.000305343,
8/4/2021,EURUSD,287915.10,17545.34,16.40977595,0.00103427,
8/5/2021,EURUSD,281509.08,14074.9,20.00078695,0.001585695,
8/6/2021,EURUSD,-1069213.86,15448.66,-69.21078361,0.00358,
8/9/2021,EURUSD,-152680.67,14416.98,-10.5903366,0.003823703,
8/10/2021,EURUSD,-570296.21,13490.22,-42.27478926,0.002061746,
8/11/2021,EURUSD,-40489.63,14732.47,-2.748325836,-0.00021321,
8/12/2021,EURUSD,40530.25,10753.32,3.769091321,-0.00053078,
8/13/2021,EURUSD,-104053.98,11274.44,-9.229192605,-0.002492703,
8/16/2021,EURUSD,51567.28,9520.44,5.416480729,-0.001691673,
8/17/2021,EURUSD,-418568.09,13219.24,-31.6635521,0.003407336,
8/18/2021,EURUSD,-46775.38,13964.15,-3.34967596,0.002565303,
8/19/2021,EURUSD,-497932.62,10973.9,-45.37426216,0.00191,
8/20/2021,EURUSD,54331.55,11128.89,4.882028133,0.000466182,
8/23/2021,EURUSD,8428.98,11259.17,0.74863226,-0.002764163,
8/24/2021,EURUSD,30997.52,10832.09,2.861638221,-0.002560257,
8/25/2021,EURUSD,80285.02,13244.14,6.061927985,-0.000657583,
8/26/2021,EURUSD,121267.04,11912.3,10.17998516,-0.000467874,
8/27/2021,EURUSD,200808.77,14442.19,13.90431561,-0.000790763,
8/30/2021,EURUSD,88813.94,11613.24,7.647645478,-0.002032693,
8/31/2021,EURUSD,-79917.70,17053.33,-4.686339937,-0.001333302,
9/1/2021,EURUSD,-38853.35,15707.94,-2.473484699,-0.001130422,
9/2/2021,EURUSD,-158145.81,12291.7,-12.86606505,-0.002795375,
9/3/2021,EURUSD,-454886.25,15094.39,-30.13611355,-0.00210861,
9/6/2021,EURUSD,-14793.35,8704.59,-1.699488322,0.000829044,
9/7/2021,EURUSD,105380.14,18400.45,5.72704127,0.001240386,
9/8/2021,EURUSD,-28149.86,15190.78,-1.853088379,0.002462769,
9/9/2021,EURUSD,143455.13,15295.57,9.378867855,0.000598189,
9/10/2021,EURUSD,80444.74,11963.27,6.724310013,-0.000179775,
9/13/2021,EURUSD,-154048.72,16094.38,-9.571584365,0.001725534,
9/14/2021,EURUSD,141271.86,15402.8,9.171829974,-0.001057022,
9/15/2021,EURUSD,201030.42,14645.52,13.72641064,0.000245461,
9/16/2021,EURUSD,-464430.14,16546.76,-28.06773917,0.002040367,
9/17/2021,EURUSD,-117992.34,16441.68,-7.176416184,0.003130435,
9/20/2021,EURUSD,-236559.64,12025.98,-19.67071657,0.00242,
9/21/2021,EURUSD,70944.94,13681.22,5.185571395,-0.000411614,
9/22/2021,EURUSD,-132490.31,17871.67,-7.413426609,0.001302552,
9/23/2021,EURUSD,293808.56,16055.35,18.29972915,-0.000187846,
9/24/2021,EURUSD,54725.96,10541.94,5.191260349,-0.00100735,
9/27/2021,EURUSD,114913.06,14500.94,7.924524704,0.00161824,
9/28/2021,EURUSD,-60098.37,18137.5,-3.313486771,0.001725504,
9/29/2021,EURUSD,-2061412.54,20535.6,-100.3823865,0.004090181,
9/30/2021,EURUSD,-689578.57,17308.48,-39.8405041,0.004551615,
10/1/2021,EURUSD,72515.51,12284.48,5.903018524,0.000114,
10/4/2021,EURUSD,99632.69,14309.28,6.962802179,-0.002166702,
10/5/2021,EURUSD,-43753.72,14322.78,-3.054834558,0.000574959,
10/6/2021,EURUSD,-545969.42,17010.15,-32.09668447,0.002813964,
10/7/2021,EURUSD,31306.72,12708.84,2.463381603,0.001292112,
10/8/2021,EURUSD,-15179.16,13409.9,-1.131937206,-0.000670691,
10/11/2021,EURUSD,-74543.51,11725.06,-6.357622728,4.76E-05,
10/12/2021,EURUSD,-139236.90,12202.32,-11.41069061,0.001673521,
10/13/2021,EURUSD,92974.86,13852.8,6.71162943,-0.001520389,
10/14/2021,EURUSD,-172492.07,10335.44,-16.68937885,-0.003219975,
10/15/2021,EURUSD,-17667.76,9583.52,-1.843556169,-0.000146579,
10/18/2021,EURUSD,18526.34,11055.39,1.675774835,0.00012716,
10/19/2021,EURUSD,-228447.92,12143.5,-18.81236181,-0.002668541,
10/20/2021,EURUSD,4005.39,9751.68,0.410738009,-0.000780373,
10/21/2021,EURUSD,-6458.58,10908.05,-0.592092802,-5.16E-05,
10/22/2021,EURUSD,66230.33,11026.29,6.006583791,0.00033294,
10/25/2021,EURUSD,-32246.85,13816.85,-2.333878434,0.00088742,
10/26/2021,EURUSD,54518.96,12326.35,4.422960624,0.001830182,
10/27/2021,EURUSD,165866.87,13791.31,12.02691163,0.000355504,
10/28/2021,EURUSD,40349.38,20609.16,1.957837334,-0.003381721,
10/29/2021,EURUSD,-545451.56,18825.44,-28.97417301,0.001976225,
11/1/2021,EURUSD,79314.43,13372.77,5.931039465,-0.00165,
11/2/2021,EURUSD,110112.55,13110.28,8.398947037,-0.001096763,
11/3/2021,EURUSD,114874.44,15805.7,7.267911976,2.37E-05,
11/4/2021,EURUSD,-188116.40,15824.29,-11.88782591,0.001246555,
11/5/2021,EURUSD,33887.47,14995.19,2.25988967,0.002321313,
11/8/2021,EURUSD,136077.29,13636.32,9.979033215,-0.001766138,
11/9/2021,EURUSD,154598.87,16589.86,9.318877058,-0.001447581,
11/10/2021,EURUSD,-489671.46,24125.53,-20.29681666,0.004606147,
11/11/2021,EURUSD,-648943.15,17272.97,-37.56986477,0.006162002,
11/12/2021,EURUSD,-31497.99,16468.38,-1.91263444,0.00152,
11/15/2021,EURUSD,-2219042.28,22842.07,-97.14716219,0.003352744,
11/16/2021,EURUSD,-928110.07,19375.15,-47.90208411,0.00554461,
11/17/2021,EURUSD,-1476216.28,18318,-80.58828907,0.003197662,
11/18/2021,EURUSD,-36160.72,15075.69,-2.398610943,-0.003214553,
11/19/2021,EURUSD,-439256.66,19775.86,-22.21176019,0.002305122,
11/22/2021,EURUSD,-241069.57,18392.85,-13.1066999,0.005135557,
11/23/2021,EURUSD,-139756.78,16402.94,-8.52022757,0.001356569,
11/24/2021,EURUSD,-486420.99,20129.76,-24.16427159,0.002098757,
11/25/2021,EURUSD,81467.75,13839.37,5.886666276,0.001207541,
11/26/2021,EURUSD,-252996.85,24887.54,-10.16560286,-0.004929691,
11/29/2021,EURUSD,25375.11,17230.18,1.472712942,-0.002281838,
11/30/2021,EURUSD,-168570.51,26669.44,-6.320736817,-0.001851434,
12/1/2021,EURUSD,79910.21,16738.24,4.774110494,-0.001741906,
12/2/2021,EURUSD,88374.86,15386.66,5.743602272,0.001297538,
12/3/2021,EURUSD,168295.11,19098.61,8.811903631,0.001040705,
12/6/2021,EURUSD,167272.01,17023.63,9.825872214,0.001128052,
12/7/2021,EURUSD,-158094.32,20692.97,-7.64000163,0.001888852,
12/8/2021,EURUSD,-111068.10,21570.2,-5.149145523,-0.003310083,
12/9/2021,EURUSD,151235.33,18436.79,8.202910152,-0.000692117,
12/10/2021,EURUSD,531437.79,20369.58,26.08977653,0.001407582,
12/13/2021,EURUSD,173233.08,21168.99,8.183341761,0.00044699,
12/14/2021,EURUSD,212850.14,20329.24,10.47014739,0.00128,
12/15/2021,EURUSD,238109.44,21324.92,11.16578344,0.001097235,
12/16/2021,EURUSD,209993.01,19774.84,10.61920157,-0.004249521,
12/17/2021,EURUSD,30180.60,19001.77,1.588304855,0.002373197,
12/20/2021,EURUSD,437697.73,21268.18,20.57993359,0.002181713,
12/21/2021,EURUSD,242742.22,21280.91,11.40657138,-0.001627099,
12/22/2021,EURUSD,-129469.27,20814.82,-6.220052209,-0.002007854,
12/23/2021,EURUSD,122470.98,20053.88,6.107096636,-0.001515038,
12/24/2021,EURUSD,20706.51,7106.22,2.913856752,6.63E-06,
12/27/2021,EURUSD,176614.51,16340.27,10.8085431,0.000126,
12/28/2021,EURUSD,298207.92,22048.55,13.5250579,0.000479284,
12/29/2021,EURUSD,-153347.08,23380.37,-6.558796215,-0.00093472,
12/30/2021,EURUSD,657032.87,26633.92,24.66902624,-0.000657887,
12/31/2021,EURUSD,-123412.34,22746.18,-5.425629473,-0.001118556,
1/3/2022,EURUSD,308564.27,31976.29,9.649783282,0.001192234,
1/4/2022,EURUSD,-107535.29,26792.46,-4.013640026,0.003351507,
1/5/2022,EURUSD,-171551.33,27980.96,-6.13100242,-0.001044918,
1/6/2022,EURUSD,424588.89,27409.23,15.49072655,8.85E-06,
1/7/2022,EURUSD,-2654.74,27298.32,-0.097249265,-0.001952771,
1/10/2022,EURUSD,695613.25,32660.29,21.29844082,-0.000258243,
1/11/2022,EURUSD,319280.46,29766.04,10.72633306,-0.001215858,
1/12/2022,EURUSD,-1882662.79,31643.15,-59.49669337,-0.005245422,
1/13/2022,EURUSD,-1101425.60,27265.01,-40.39703631,-0.004308181,
1/14/2022,EURUSD,-183531.56,28644.02,-6.407325445,0.001270537,
1/17/2022,EURUSD,120680.46,22288.82,5.414394215,0.00234321,
1/18/2022,EURUSD,-602843.98,34014.99,-17.72289146,0.003827615,
1/19/2022,EURUSD,-35799.47,21697.73,-1.649917738,0.002898787,
1/20/2022,EURUSD,-591643.04,25825.57,-22.90919575,0.000350719,
1/21/2022,EURUSD,108937.48,22183.9,4.910655128,0.000227275,
1/24/2022,EURUSD,272157.44,29860.38,9.114332752,0.000267053,
1/25/2022,EURUSD,70539.06,30351.66,2.324059432,0.00186325,
1/26/2022,EURUSD,27024.92,30662.34,0.881371746,0.00287,
1/27/2022,EURUSD,-3185264.92,33854.67,-94.08642651,0.007246618,
1/28/2022,EURUSD,-306360.81,28261.52,-10.84021009,0.003876541,
1/31/2022,EURUSD,-7268.32,30997.09,-0.234484048,-0.0039163,
2/1/2022,EURUSD,107320.17,26499.78,4.049851228,-0.005480646,
2/2/2022,EURUSD,132865.39,28749.78,4.621440262,-0.003695326,
2/3/2022,EURUSD,-1815967.83,38374.07,-47.32278418,-0.006373826,
2/4/2022,EURUSD,-460250.65,26689.29,-17.24476942,-0.007107816,
2/7/2022,EURUSD,251460.80,24600.38,10.22182578,7.65E-05,
2/8/2022,EURUSD,214976.61,24598.93,8.73926658,0.00169,
2/9/2022,EURUSD,82485.90,23203.09,3.554953438,0.00029541,
2/10/2022,EURUSD,261221.18,36176.44,7.220754134,-0.00067636,
2/11/2022,EURUSD,86886.04,30713.41,2.828928614,0.004068544,
2/14/2022,EURUSD,271357.75,30199.84,8.985403484,0.005343659,
2/15/2022,EURUSD,17183.05,22691.23,0.757255062,-0.000962742,
2/16/2022,EURUSD,-72653.97,22652.03,-3.207393245,-0.003020015,
2/17/2022,EURUSD,534773.80,23497.71,22.75854984,0.000620219,
2/18/2022,EURUSD,64600.67,20785.64,3.107947223,0.001518499,
2/21/2022,EURUSD,332704.29,25540.67,13.02645119,0.001113056,
2/22/2022,EURUSD,539665.93,30162.1,17.89218686,0.000752426,
2/23/2022,EURUSD,388490.93,24114.35,16.11036283,4.42E-06,
2/24/2022,EURUSD,-3639909.66,44059.44,-82.61361613,0.008338155,
2/25/2022,EURUSD,-35607.75,23373,-1.523456578,0.00022045,
2/28/2022,EURUSD,444225.99,26726.13,16.62141082,0.004265195,
3/1/2022,EURUSD,-645079.19,27675.54,-23.30863982,0.000981954,
3/2/2022,EURUSD,-418468.41,25978.31,-16.1083768,0.004952656,
3/3/2022,EURUSD,-203836.23,21509.84,-9.476417839,0.002378397,
3/4/2022,EURUSD,-3446254.42,31433.3,-109.6370542,0.00873782,
3/7/2022,EURUSD,-1292319.65,33146.21,-38.98845887,0.009970739,
3/8/2022,EURUSD,-576743.44,23790.67,-24.24242114,-0.001057219,
3/9/2022,EURUSD,-558310.44,24031.25,-23.23268428,-0.009112323,
3/10/2022,EURUSD,-120014.58,20509.06,-5.851783528,-0.00459,
3/11/2022,EURUSD,-184892.53,18035.64,-10.25150898,0.007111312,
3/14/2022,EURUSD,-69082.65,18215.41,-3.792538621,-0.001836421,
3/15/2022,EURUSD,-38714.87,18931.15,-2.045035214,-0.001903909,
3/16/2022,EURUSD,196870.83,21613.92,9.108520276,-0.003145859,
3/17/2022,EURUSD,-222889.08,18956.03,-11.75821499,-0.006619926,
3/18/2022,EURUSD,-64880.81,18424.87,-3.521371467,0.000124253,
3/21/2022,EURUSD,97983.98,16908.25,5.795039669,0.00131,
3/22/2022,EURUSD,-226483.22,18188.2,-12.45220612,0.002188109,
3/23/2022,EURUSD,-36957.30,14799.4,-2.497215789,0.000211118,
3/24/2022,EURUSD,106248.71,17058.43,6.228516587,0.001364613,
3/25/2022,EURUSD,73137.71,17469.96,4.186484255,-0.000327409,
3/28/2022,EURUSD,-148264.57,20526.81,-7.222971955,0.001920625,
3/29/2022,EURUSD,-28068.52,24998.03,-1.122829343,-0.005948314,
3/30/2022,EURUSD,-94048.00,19350.27,-4.86029388,-0.007291818,
3/31/2022,EURUSD,-139187.89,22954.29,-6.06369841,0.000615801,
4/1/2022,EURUSD,-15370.12,16705.6,-0.920057893,0.005761511,
4/4/2022,EURUSD,-575909.90,19504.88,-29.52645167,0.004428732,
4/5/2022,EURUSD,-977906.08,22567.68,-43.33214925,0.005738887,
4/6/2022,EURUSD,-464099.67,22018.33,-21.07787767,0.003493827,
4/7/2022,EURUSD,-318190.08,23347.99,-13.62815713,0.000853015,
4/8/2022,EURUSD,-178671.75,19724.08,-9.058559324,0.002111409,
4/11/2022,EURUSD,71375.12,17062.75,4.183095665,-0.002870232,
4/12/2022,EURUSD,-136987.53,22593.71,-6.063082673,0.00397426,
4/13/2022,EURUSD,-231038.21,20853.68,-11.07901408,0.000338458,
4/14/2022,EURUSD,-1059742.15,25514.92,-41.53421396,0.000536649,
4/15/2022,EURUSD,-103819.48,2251.78,-46.10551655,0.003106399,
4/18/2022,EURUSD,-159523.55,14043.78,-11.35901786,0.002038859,
4/19/2022,EURUSD,-20598.59,17537.42,-1.174550886,0.00071807,
4/20/2022,EURUSD,75331.00,18890.82,3.987704344,-0.00349,
4/21/2022,EURUSD,-101138.59,22994.97,-4.39829186,-0.003488023,
4/22/2022,EURUSD,-367867.41,18534.63,-19.84757254,0.004431196,
4/25/2022,EURUSD,-1385094.56,21256.86,-65.15988549,0.005151505,
4/26/2022,EURUSD,-1524297.92,21681.15,-70.30521542,0.007153698,
4/27/2022,EURUSD,-2614983.89,27760.54,-94.1978753,0.008389729,
4/28/2022,EURUSD,-785030.54,25219.36,-31.12809132,0.006385666,
4/29/2022,EURUSD,-68127.92,21001.63,-3.243934801,-0.000793538,
5/2/2022,EURUSD,-83879.08,15887.71,-5.279494899,0.000268259,
5/3/2022,EURUSD,72892.48,20703.47,3.520785754,0.000454,
5/4/2022,EURUSD,150471.74,23394.96,6.431801521,-0.004304754,
5/5/2022,EURUSD,-176328.56,22877.94,-7.707361846,-0.000404502,
5/6/2022,EURUSD,86159.79,22914.63,3.760034088,0.003036085,
5/9/2022,EURUSD,99671.37,23284.14,4.280654976,-0.000493325,
5/10/2022,EURUSD,48317.55,21431.39,2.254522544,-0.000260764,
5/11/2022,EURUSD,168896.26,23839.4,7.084753118,0.001848573,
5/12/2022,EURUSD,-1586292.39,28451.47,-55.75432094,0.008148787,
5/13/2022,EURUSD,-428904.22,24662.68,-17.39081984,0.005304798,
5/16/2022,EURUSD,44810.26,15611.92,2.870259365,-0.002743557,
5/17/2022,EURUSD,-335694.70,21121.69,-15.89336342,-0.007180932,
5/18/2022,EURUSD,-207524.15,17624.28,-11.77490067,-0.001627543,
5/19/2022,EURUSD,-240421.62,21585.67,-11.13801966,-0.001815223,
5/20/2022,EURUSD,6426.75,16527.16,0.388860043,-0.003811473,
5/23/2022,EURUSD,-937294.75,21891.88,-42.8147215,-0.005408065,
5/24/2022,EURUSD,-178923.50,21750.03,-8.226356426,-0.007828456,
5/25/2022,EURUSD,-65331.55,21111.29,-3.094626029,0.000964244,
5/26/2022,EURUSD,-42441.56,16167.14,-2.625174399,-0.000149567,
5/27/2022,EURUSD,7403.59,16359.7,0.452550732,-0.002801624,
5/30/2022,EURUSD,18372.00,15684.11,1.171376786,-0.002514185,
5/31/2022,EURUSD,115607.25,21502.7,5.376406042,0.001399206,
6/1/2022,EURUSD,-700.06,19444.11,-0.036003555,0.005085629,
6/2/2022,EURUSD,-260948.18,16492.69,-15.82205115,-0.00105,
6/3/2022,EURUSD,-46262.27,16346.41,-2.830117864,-0.003271739,
6/6/2022,EURUSD,-41660.71,15490.67,-2.689406704,0.00192869,
6/7/2022,EURUSD,-189424.19,17365.15,-10.9082955,0.001955755,
6/8/2022,EURUSD,59772.03,18619.18,3.210239706,-0.001681317,
6/9/2022,EURUSD,-124647.07,23100.27,-5.395913978,0.002815389,
6/10/2022,EURUSD,-852488.57,19523.22,-43.66536718,0.010176658,
6/13/2022,EURUSD,-1254430.95,20518.33,-61.13708816,0.010413735,
6/14/2022,EURUSD,-242481.84,17326.98,-13.99446632,0.003271957,
6/15/2022,EURUSD,55249.87,22197.96,2.488961397,-0.000475,
6/16/2022,EURUSD,-261452.80,21038.77,-12.42719017,-0.006061361,
6/17/2022,EURUSD,-104235.09,14188.08,-7.346666675,-0.001681905,
6/20/2022,EURUSD,22727.47,12295.17,1.848487483,0.001098776,
6/21/2022,EURUSD,185925.85,16986.6,10.94544236,-0.003040433,
6/22/2022,EURUSD,-409934.53,17946.69,-22.8417905,-0.00103256,
6/23/2022,EURUSD,128703.45,18958.77,6.788596896,0.000514562,
6/24/2022,EURUSD,95711.97,14408.46,6.642761825,-0.000142348,
6/27/2022,EURUSD,110525.07,15558.61,7.103788044,-0.003351828,
6/28/2022,EURUSD,19402.22,17416.33,1.114024587,0.002094691,
6/29/2022,EURUSD,-262529.13,17915.63,-14.65363634,0.006614734,
6/30/2022,EURUSD,-231321.53,21736.93,-10.64186736,0.003305541,
7/1/2022,EURUSD,124997.43,19024.23,6.570432948,0.000804001,
7/4/2022,EURUSD,120313.63,13490.24,8.918568228,0.000833385,
7/5/2022,EURUSD,-3244733.52,25955.63,-125.0107788,0.008510975,
7/6/2022,EURUSD,-1539790.74,19660.97,-78.31712995,0.011695171,
7/7/2022,EURUSD,-249572.98,15718.78,-15.87737577,0.004361151,
7/8/2022,EURUSD,-775698.61,19077.07,-40.66130745,0.002437023,
7/11/2022,EURUSD,-150916.17,18462.75,-8.174089453,0.004297373,
7/12/2022,EURUSD,-338588.78,21008.9,-16.11644517,0.007066238,
7/13/2022,EURUSD,323316.25,21196.13,15.25355105,-0.001624072,
7/14/2022,EURUSD,-449365.89,23669.04,-18.98538719,0.003125995,
7/15/2022,EURUSD,-23354.79,17040.57,-1.370540492,-0.00302,
7/18/2022,EURUSD,-303224.20,20608.73,-14.71338616,-0.007496282,
7/19/2022,EURUSD,-43439.08,19750.37,-2.199406047,-0.006102498,
7/20/2022,EURUSD,-679661.04,23639.39,-28.75120884,-0.001859885,
7/21/2022,EURUSD,135984.79,21556.68,6.308243467,-0.000105312,
7/22/2022,EURUSD,-25993.67,20555.3,-1.264572546,0.000340392,
7/25/2022,EURUSD,215008.28,17939.56,11.98514768,-0.001173404,
7/26/2022,EURUSD,-204397.57,24425.12,-8.368334205,0.004360241,
7/27/2022,EURUSD,110489.63,25915.09,4.263524956,0.00151876,
7/28/2022,EURUSD,128735.68,23468.36,5.485499541,-0.00273,
7/29/2022,EURUSD,112399.65,24382.24,4.609898373,-0.001934198,
8/1/2022,EURUSD,160309.83,21665.33,7.39937163,-0.003189675,
8/2/2022,EURUSD,-166592.87,24906.56,-6.688714514,0.001682564,
8/3/2022,EURUSD,91986.20,22502.95,4.087739826,0.005293477,
8/4/2022,EURUSD,-75386.87,21238.38,-3.549558582,-0.003701053,
8/5/2022,EURUSD,314731.33,19378.1,16.24159907,-7.35E-06,
8/8/2022,EURUSD,213695.48,19034.59,11.22669204,0.00170281,
8/9/2022,EURUSD,32590.61,17866.88,1.824079653,-0.002326643,
8/10/2022,EURUSD,-1227387.24,26935.9,-45.56696605,-0.005842283,
8/11/2022,EURUSD,103338.42,21451.36,4.817336448,-0.004328267,
8/12/2022,EURUSD,-17670.59,17004.59,-1.039165816,0.002799552,
8/15/2022,EURUSD,-577832.43,19747.3,-29.2613384,0.007340591,
8/16/2022,EURUSD,-349144.77,23846.03,-14.6416308,0.004769939,
8/17/2022,EURUSD,-50986.37,19415.1,-2.626119155,-0.00120066,
8/18/2022,EURUSD,-848902.52,22776.66,-37.27072018,0.003895009,
8/19/2022,EURUSD,-821218.30,18905.98,-43.4369599,0.007021162,
8/22/2022,EURUSD,-1913450.47,22983.21,-83.25427441,0.007532919,
8/23/2022,EURUSD,-427279.80,24614.04,-17.35919008,0.003159202,
8/24/2022,EURUSD,8692.33,21201.94,0.409978178,-0.000527365,
8/25/2022,EURUSD,-37925.57,24178.33,-1.568576859,-0.002007951,
8/26/2022,EURUSD,-126809.36,22627.85,-5.604127762,-0.001280009,
8/29/2022,EURUSD,-95184.05,21504.35,-4.426269382,0.00177,
8/30/2022,EURUSD,129589.52,23776.03,5.450427017,-0.003631406,
8/31/2022,EURUSD,7138.44,24627.44,0.289857019,-0.001698013,
9/1/2022,EURUSD,-350624.04,21895.18,-16.01375475,0.003821532,
9/2/2022,EURUSD,156439.01,24476.86,6.391302433,0.002219636,
9/5/2022,EURUSD,-58398.22,20478.59,-2.851671822,0.005005919,
9/6/2022,EURUSD,-225387.76,27681.6,-8.142150767,-0.00021173,
9/7/2022,EURUSD,-107090.85,24648.58,-4.344706641,-0.002923269,
9/8/2022,EURUSD,89985.58,23808.54,3.779550529,-0.004186182,
9/9/2022,EURUSD,-115605.45,21543.75,-5.366078534,-0.00461,
9/12/2022,EURUSD,-104567.21,24733.05,-4.227833245,-0.008351516,
9/13/2022,EURUSD,-30887.86,26839.34,-1.150842614,0.005967834,
9/14/2022,EURUSD,86410.07,24356.06,3.547785088,0.007929507,
9/15/2022,EURUSD,-229431.73,21313.24,-10.76475129,-0.000541042,
9/16/2022,EURUSD,-16705.02,18894.57,-0.884117732,-0.001078994,
9/19/2022,EURUSD,52276.12,17439.6,2.997552506,-0.000965297,
9/20/2022,EURUSD,35247.45,24330.1,1.448717638,0.000737015,
9/21/2022,EURUSD,-1449244.02,31881.36,-45.45740909,0.010043303,
9/22/2022,EURUSD,-1364619.32,24292.57,-56.1743496,0.005301161,
9/23/2022,EURUSD,-1960754.37,25483.23,-76.94292961,0.008777409,
9/26/2022,EURUSD,-1547898.13,28074.1,-55.1361623,0.012968916,
9/27/2022,EURUSD,8896.74,27598.72,0.322360708,0.002470597,
9/28/2022,EURUSD,-411397.22,30695.39,-13.40257346,-0.004466934,
9/29/2022,EURUSD,-328031.79,24709.34,-13.27561908,-0.009904247,
9/30/2022,EURUSD,-245285.44,23713.03,-10.34390968,-3.57E-05,
10/3/2022,EURUSD,148610.45,23635.5,6.287594721,-0.010473581,
10/4/2022,EURUSD,-735714.09,22709.09,-32.39733905,-0.002150755,
10/5/2022,EURUSD,-131414.27,19267.92,-6.820366188,0.00788429,
10/6/2022,EURUSD,-107703.19,18163.91,-5.929515815,0.008035809,
10/7/2022,EURUSD,-142423.65,17438.33,-8.167275675,0.005085783,
10/10/2022,EURUSD,-44939.99,16837.49,-2.669043593,0.000483651,
10/11/2022,EURUSD,-126759.39,20665.59,-6.133838574,0.00115,
10/12/2022,EURUSD,46906.96,17447.58,2.688451011,-0.002824196,
10/13/2022,EURUSD,111356.75,21658.8,5.141409251,-0.002438517,
10/14/2022,EURUSD,61526.77,19521.42,3.151756758,-0.003188762,
10/17/2022,EURUSD,-295951.22,19527.88,-15.15531738,-0.006456905,
10/18/2022,EURUSD,4902.84,19374.49,0.253056522,0.003346103,
10/19/2022,EURUSD,-144336.00,17871.65,-8.076255062,0.002516729,
10/20/2022,EURUSD,27866.06,19757.42,1.410409679,-0.001532234,
10/21/2022,EURUSD,84143.11,26765.24,3.143745817,-0.005915576,
10/24/2022,EURUSD,202905.09,20905.75,9.705707179,-0.00545,
10/25/2022,EURUSD,-303320.92,21585.87,-14.0518273,-0.010447313,
10/26/2022,EURUSD,-886954.32,19992.6,-44.36413051,-0.000366766,
10/27/2022,EURUSD,-27095.64,20295.52,-1.335055182,0.006043178,
10/28/2022,EURUSD,-104145.73,18098.58,-5.754359178,0.001211969,
10/31/2022,EURUSD,-44285.91,16616.35,-2.66520106,0.00322579,
