date,open,high,low,close,trend
2015.03.20,1170.71,1187.87,1168.66,1182.41,0
2015.03.23,1184.27,1191.51,1179.23,1189.4,0
2015.03.24,1189.53,1194.93,1185.35,1192.95,0
2015.03.25,1193,1199.59,1186.57,1195.05,0
2015.03.26,1195.54,1219.67,1194.4,1204.56,0
2015.03.27,1203.92,1205.99,1192.43,1198.54,0
2015.03.30,1198.57,1199.48,1182.31,1185.89,0
2015.03.31,1185.38,1190.67,1178.39,1183.39,0
2015.04.01,1183.36,1208.44,1180.79,1203.8,0
2015.04.02,1203.91,1207.26,1194.87,1202.72,0
2015.04.06,1213.43,1224.05,1213.43,1214.74,0
2015.04.07,1214.27,1215.67,1207.37,1208.93,0
2015.04.08,1208.54,1212.28,1197.36,1202.14,0
2015.04.09,1202.73,1203.18,1192.52,1194.46,0
2015.04.10,1194.07,1210.66,1193.16,1207.5,0
2015.04.13,1206.75,1209.4,1196.2,1197.77,0
2015.04.14,1198.9,1201.39,1183.86,1192.45,0
2015.04.15,1192.41,1204.55,1188.8,1202.31,0
2015.04.16,1202.13,1209.01,1194.62,1198.24,0
2015.04.17,1198.87,1207.68,1197.33,1204.15,0
2015.04.20,1204.44,1209.05,1191.29,1195.6,0
2015.04.21,1196.03,1204.18,1193,1202.54,0
2015.04.22,1202.43,1204.86,1185.61,1186.67,0
2015.04.23,1187.41,1197.96,1184.25,1193.85,0
2015.04.24,1193.64,1195.92,1175.12,1179.21,0
2015.04.27,1179.72,1207.13,1178.49,1201.92,0
2015.04.28,1202.03,1215,1199.15,1212.27,0
2015.04.29,1211.74,1213.93,1201.29,1204.56,0
2015.04.30,1204.99,1207.12,1176.99,1184.03,0
2015.05.01,1184.2,1185.13,1170.22,1178.37,0
2015.05.04,1177.36,1192.78,1177.36,1188.1,0
2015.05.05,1188.06,1199.7,1185.66,1193.1,0
2015.05.06,1192.93,1197.53,1188.15,1191.94,0
2015.05.07,1191.67,1192.69,1178.75,1184.21,0
2015.05.08,1183.78,1193.69,1181.58,1188.43,0
2015.05.11,1189.39,1191.64,1178.81,1183.76,0
2015.05.12,1183.41,1196.96,1180.74,1193.83,0
2015.05.13,1192.99,1218.84,1191.17,1215.55,1
2015.05.14,1215.48,1227.15,1212.33,1220.89,1
2015.05.15,1221.01,1226.08,1210.93,1224.04,1
2015.05.18,1223.54,1232.3,1221.48,1225.15,1
2015.05.19,1225.56,1225.56,1205.57,1207.48,1
2015.05.20,1207.83,1213.36,1203.15,1209.51,1
2015.05.21,1209.71,1212.7,1201.37,1206.02,1
2015.05.22,1206.38,1214.77,1201.28,1206.24,1
2015.05.25,1204.86,1208.63,1202.83,1206.84,1
2015.05.26,1207.07,1207.57,1185.5,1186.95,1
2015.05.27,1186.73,1190.94,1183.51,1187.7,1
2015.05.28,1187.67,1192.16,1180.19,1187.97,1
2015.05.29,1188,1193.99,1185.57,1190.38,1
2015.06.01,1190.64,1204.23,1184.55,1189.03,1
2015.06.02,1189.2,1196.31,1185.92,1192.66,1
2015.06.03,1193.29,1195.5,1179.36,1184.86,1
2015.06.04,1185.69,1186.4,1172.9,1176.6,1
2015.06.05,1176.87,1178.48,1162.67,1171.57,1
2015.06.08,1170.13,1177.6,1169.09,1173.74,1
2015.06.09,1174.02,1182.9,1172.51,1176.7,1
2015.06.10,1176.83,1192.27,1175.18,1185.76,1
2015.06.11,1186.39,1187.95,1175.58,1181.86,1
2015.06.12,1181.68,1184.32,1176.62,1181.46,1
2015.06.15,1180.94,1190.32,1172.73,1186.31,1
2015.06.16,1185.65,1187.82,1176.04,1181.84,1
2015.06.17,1181.63,1189.19,1174.59,1185.66,1
2015.06.18,1184.04,1205.75,1183.58,1201.75,1
2015.06.19,1201.63,1204.15,1198.4,1200.2,1
2015.06.22,1200.06,1201.04,1182.14,1185.72,1
2015.06.23,1185.62,1188.13,1176.19,1178.41,1
2015.06.24,1177.94,1180.3,1170.19,1175.03,1
2015.06.25,1175.29,1178.11,1171.42,1172.85,1
2015.06.26,1173.09,1178.67,1168.6,1175.25,1
2015.06.29,1185.08,1188.14,1173.76,1179.55,1
2015.06.30,1179.84,1180.51,1166.66,1171.94,1
2015.07.01,1172.53,1175.07,1167.61,1168.23,1
2015.07.02,1168.85,1169.44,1156.83,1166.06,1
2015.07.03,1166.34,1170.18,1164.62,1168.58,1
2015.07.06,1173.23,1174.83,1162.79,1170.15,1
2015.07.07,1169.88,1170.36,1147.98,1154.6,1
2015.07.08,1155.02,1164.67,1147.11,1157.81,1
2015.07.09,1159.08,1167.78,1155.91,1159.11,1
2015.07.10,1159.6,1165.42,1157.34,1163.56,1
2015.07.13,1162.41,1164.92,1151.1,1157.73,1
2015.07.14,1157.7,1159.8,1152.88,1155.57,1
2015.07.15,1155.31,1156.85,1143.13,1149.11,1
2015.07.16,1148.46,1149.4,1142.24,1145.09,1
2015.07.17,1145.3,1145.73,1131.01,1134.28,1
2015.07.20,1133.31,1133.34,1087.54,1096.49,1
2015.07.21,1098.37,1109.88,1096.93,1100.78,1
2015.07.22,1100.73,1103.34,1086.97,1094.04,1
2015.07.23,1094.86,1105.73,1087.2,1090.47,1
2015.07.24,1090.49,1101.58,1077.2,1099.05,1
2015.07.27,1099.25,1105.03,1088.5,1093.77,1
2015.07.28,1094.91,1099.01,1091.59,1095.1,1
2015.07.29,1095.15,1101.96,1090.3,1096.83,1
2015.07.30,1095.91,1098.65,1082.51,1088.33,1
2015.07.31,1088.76,1103.42,1080.01,1095.49,1
2015.08.03,1095.79,1097.68,1085.8,1086.49,1
2015.08.04,1085.07,1094.73,1080.91,1087.43,1
2015.08.05,1087.74,1092.57,1082.95,1084.84,1
2015.08.06,1084.76,1094.01,1083.47,1089.42,0
2015.08.07,1089.48,1099.52,1082.76,1094.08,0
2015.08.10,1093.94,1108.91,1089.61,1104.25,0
2015.08.11,1104.25,1119.35,1093.81,1108.7,0
2015.08.12,1108.63,1125.76,1101.75,1124.14,1
2015.08.13,1125.28,1126.68,1113.59,1115.02,1
2015.08.14,1114.96,1121.02,1111.74,1114.99,1
2015.08.17,1114.43,1122.77,1113.64,1117.34,1
2015.08.18,1117.72,1121.14,1109.47,1117.42,1
2015.08.19,1117.91,1134.58,1116.21,1133.78,1
2015.08.20,1133.23,1154.03,1132.63,1151.84,1
2015.08.21,1153.74,1168.29,1148.91,1160.56,1
2015.08.24,1162.13,1170.07,1145.37,1154.84,1
2015.08.25,1155.45,1156.59,1134.6,1140.39,1
2015.08.26,1141.14,1146.46,1117.66,1125.05,1
2015.08.27,1125.42,1129.28,1118.1,1124.46,1
2015.08.28,1125.68,1140.76,1123.72,1133.94,1
2015.08.31,1133.59,1136.6,1125.56,1134.66,0
2015.09.01,1134.95,1147.87,1134.28,1139.97,0
2015.09.02,1139.62,1142.44,1131.96,1133.77,0
2015.09.03,1133.6,1134.31,1121.83,1124.89,0
2015.09.04,1125.06,1132.32,1116.71,1122.25,0
2015.09.07,1123.64,1124.79,1115.94,1118.86,0
2015.09.08,1120.06,1126.72,1118.56,1121.34,0
2015.09.09,1122.01,1125.33,1101.11,1107.48,0
2015.09.10,1106.59,1114.98,1103.79,1110.54,0
2015.09.11,1111.23,1112.85,1098.68,1107.59,0
2015.09.14,1107.76,1110.45,1103.53,1108.67,0
2015.09.15,1108.57,1109.32,1102.36,1104.96,0
2015.09.16,1105.23,1124.17,1103.91,1119.2,0
2015.09.17,1119.11,1135.29,1115.29,1131.2,0
2015.09.18,1130.53,1141.71,1127.54,1138.98,0
2015.09.21,1139.52,1139.94,1129.4,1133.23,0
2015.09.22,1133.07,1136.54,1121.26,1124.45,0
2015.09.23,1123.86,1134.35,1121.83,1129.92,0
