date,open,high,low,close,trend
2015.04.20,1.08178,1.08195,1.07124,1.07372,0
2015.04.21,1.07369,1.07808,1.06598,1.07346,0
2015.04.22,1.0735,1.08006,1.07084,1.07232,0
2015.04.23,1.07233,1.08456,1.06659,1.08236,0
2015.04.24,1.08228,1.08996,1.07848,1.08667,0
2015.04.27,1.08613,1.09262,1.08193,1.08894,0
2015.04.28,1.08895,1.09908,1.086,1.09802,0
2015.04.29,1.09801,1.11877,1.09595,1.11275,0
2015.04.30,1.11279,1.1266,1.10712,1.12235,0
2015.05.01,1.12239,1.12899,1.11747,1.11937,0
2015.05.04,1.11887,1.12243,1.11226,1.11448,0
2015.05.05,1.11442,1.12227,1.10663,1.11848,0
2015.05.06,1.11846,1.13699,1.11747,1.13465,0
2015.05.07,1.13468,1.13916,1.12371,1.1265,0
2015.05.08,1.12651,1.12871,1.11788,1.1209,0
2015.05.11,1.11988,1.12057,1.11308,1.11547,0
2015.05.12,1.11546,1.12786,1.11343,1.12126,0
2015.05.13,1.12126,1.13824,1.12023,1.13532,0
2015.05.14,1.13531,1.14444,1.13405,1.14089,0
2015.05.15,1.1409,1.14666,1.1324,1.14437,0
2015.05.18,1.1447,1.14487,1.12984,1.13131,0
2015.05.19,1.13131,1.13261,1.11185,1.11492,0
2015.05.20,1.11514,1.11519,1.1062,1.10926,0
2015.05.21,1.10925,1.11812,1.10794,1.11111,0
2015.05.22,1.11115,1.12081,1.1002,1.10091,0
2015.05.25,1.1003,1.10091,1.0959,1.09774,0
2015.05.26,1.09767,1.09805,1.08631,1.08709,0
2015.05.27,1.08715,1.09289,1.0819,1.09027,0
2015.05.28,1.09026,1.09585,1.08672,1.09465,0
2015.05.29,1.09464,1.10058,1.09256,1.09911,0
2015.06.01,1.09809,1.09882,1.0887,1.09246,0
2015.06.02,1.09246,1.1193,1.09155,1.11487,0
2015.06.03,1.11484,1.1285,1.1079,1.12727,0
2015.06.04,1.12727,1.13797,1.12223,1.12374,0
2015.06.05,1.12372,1.12798,1.10492,1.11083,0
2015.06.08,1.10969,1.13067,1.10843,1.12906,0
2015.06.09,1.12905,1.1345,1.12139,1.12815,0
2015.06.10,1.12819,1.13862,1.126,1.13211,0
2015.06.11,1.13217,1.13303,1.11812,1.12571,0
2015.06.12,1.12572,1.12963,1.11514,1.12621,0
2015.06.15,1.1209,1.12942,1.11889,1.1283,0
2015.06.16,1.12826,1.13297,1.12046,1.12467,0
2015.06.17,1.12472,1.13578,1.12052,1.1335,0
2015.06.18,1.13348,1.14364,1.13299,1.13575,0
2015.06.19,1.1358,1.13967,1.12919,1.1346,0
2015.06.22,1.13724,1.14101,1.13117,1.13394,0
2015.06.23,1.13402,1.13471,1.11348,1.11669,0
2015.06.24,1.11667,1.12346,1.11537,1.12017,0
2015.06.25,1.12017,1.12276,1.11535,1.12004,0
2015.06.26,1.12017,1.12197,1.11298,1.11583,0
2015.06.29,1.10062,1.12777,1.09549,1.12344,0
2015.06.30,1.12351,1.12441,1.11119,1.11409,0
2015.07.01,1.11439,1.11716,1.10429,1.10516,0
2015.07.02,1.10527,1.1121,1.10323,1.10833,0
2015.07.03,1.10803,1.11176,1.10646,1.11141,0
2015.07.06,1.09908,1.10953,1.09682,1.10555,0
2015.07.07,1.10555,1.10583,1.09162,1.10099,0
2015.07.08,1.10108,1.10929,1.09738,1.10752,0
2015.07.09,1.10753,1.1125,1.09914,1.10342,0
2015.07.10,1.10291,1.12157,1.1029,1.11549,0
2015.07.13,1.10942,1.11968,1.09938,1.09969,0
2015.07.14,1.09993,1.10814,1.09653,1.10082,0
2015.07.15,1.10074,1.10353,1.09297,1.09412,0
2015.07.16,1.09441,1.09624,1.08552,1.08727,0
2015.07.17,1.0872,1.09067,1.08275,1.08282,0
2015.07.20,1.08299,1.08699,1.08082,1.08244,0
2015.07.21,1.08244,1.09688,1.08113,1.09336,0
2015.07.22,1.09338,1.09664,1.0869,1.09273,0
2015.07.23,1.09272,1.10176,1.09209,1.09817,0
2015.07.24,1.09849,1.09956,1.09252,1.09769,0
2015.07.27,1.09772,1.11292,1.09686,1.1086,0
2015.07.28,1.1086,1.10994,1.10219,1.10588,0
2015.07.29,1.10588,1.10839,1.09665,1.09812,0
2015.07.30,1.09813,1.09891,1.08932,1.09296,0
2015.07.31,1.09306,1.11141,1.09208,1.09816,0
2015.08.03,1.09718,1.09958,1.09412,1.09497,0
2015.08.04,1.09492,1.09876,1.0879,1.08804,0
2015.08.05,1.08809,1.09354,1.08479,1.0905,0
2015.08.06,1.0905,1.09434,1.08732,1.0923,0
2015.08.07,1.09231,1.09782,1.08553,1.09632,0
2015.08.10,1.09612,1.10413,1.09251,1.1018,0
2015.08.11,1.10188,1.10883,1.09603,1.10411,0
2015.08.12,1.10417,1.12135,1.1024,1.1155,1
2015.08.13,1.11556,1.11887,1.10799,1.11487,1
2015.08.14,1.11488,1.11886,1.10977,1.1108,1
2015.08.17,1.11161,1.11247,1.10576,1.1077,1
2015.08.18,1.10772,1.10934,1.1017,1.10233,1
2015.08.19,1.10243,1.11341,1.10175,1.1119,1
2015.08.20,1.11189,1.12444,1.11068,1.12405,1
2015.08.21,1.12407,1.13883,1.12289,1.13881,1
2015.08.24,1.13764,1.17134,1.13698,1.1616,1
2015.08.25,1.16158,1.16213,1.13963,1.15143,1
2015.08.26,1.15139,1.15607,1.12907,1.13127,1
2015.08.27,1.13129,1.1364,1.12029,1.12429,1
2015.08.28,1.12423,1.13096,1.11555,1.11799,1
2015.08.31,1.11676,1.12623,1.11671,1.12089,1
2015.09.01,1.12091,1.13324,1.12079,1.13142,1
2015.09.02,1.1314,1.1319,1.12161,1.12243,1
2015.09.03,1.12225,1.12431,1.1087,1.11223,1
2015.09.04,1.11224,1.11869,1.1089,1.11449,1
2015.09.07,1.11619,1.11774,1.11209,1.11692,1
2015.09.08,1.11692,1.12291,1.11523,1.12019,0
2015.09.09,1.1201,1.12162,1.11316,1.12062,0
2015.09.10,1.12064,1.12951,1.11717,1.12773,0
2015.09.11,1.1278,1.13493,1.12541,1.13362,0
2015.09.14,1.133,1.13729,1.12831,1.13157,0
2015.09.15,1.13157,1.13285,1.12584,1.12672,0
