date,open,high,low,close
2015-04-20,0.008403926314374074,0.008372895263453148,0.00843668269636379,0.008394261682713696
2015-04-21,0.008393557105565767,0.008345016356232058,0.008393557105565767,0.008356802019003368
2015-04-22,0.008356662349057785,0.00833604254716116,0.008379139294811638,0.008340074893872547
2015-04-23,0.00834049225585294,0.008326949338840223,0.008373386029842748,0.008363511671280537
2015-04-24,0.008362672375584343,0.00835715121429407,0.008415454139982665,0.008408660920748372
2015-04-27,0.008413542437908057,0.008372895263453148,0.008419280151547042,0.008401313965504205
2015-04-28,0.008401878660068392,0.008389472889418357,0.008419421922490802,0.008414887619175845
2015-04-29,0.008414462778623899,0.008378016085790885,0.008431205578085611,0.00840385568899011
2015-04-30,0.008404561996251565,0.008340700952508048,0.008439103429651634,0.008377103700166704
2015-05-01,0.008377524776529525,0.008313519445321983,0.008377524776529525,0.008321544478655239
2015-05-04,0.008318014323620665,0.00831434890333738,0.00833361112037068,0.008324523212932979
2015-05-05,0.008323968868356431,0.008298479718515567,0.008352474420547087,0.008344111143560432
2015-05-06,0.008345921765329372,0.0083301401129567,0.008389050611142337,0.008373596375907488
2015-05-07,0.008373456144023446,0.00834306691139663,0.00839954978413157,0.008352195374554202
2015-05-08,0.008352195374554202,0.008317391665973551,0.008362182864214874,0.008349336227769892
2015-05-11,0.008358897628580744,0.0083228604006625,0.008360015716829547,0.008327850831535906
2015-05-12,0.008327712127647172,0.008314279775514445,0.008348081610845827,0.008344111143560432
2015-05-13,0.008344111143560432,0.008332638946754437,0.008400961069946401,0.008393416204329323
2015-05-14,0.008393416204329323,0.008379701012267883,0.008411419342899922,0.008394684485783602
2015-05-15,0.008394261682713696,0.008338475393159114,0.008394261682713696,0.008378156470450242
2015-05-18,0.008386517833930173,0.008330972891014213,0.008388346908474746,0.008335486667389076
2015-05-19,0.008335347709029682,0.008282465192940028,0.008345155637152633,0.00828603388987861
2015-05-20,0.008286583193151967,0.008232078764529619,0.00829324929507381,0.008241509185161987
2015-05-21,0.008241645032348458,0.00823865742838547,0.008275063097356117,0.008262755629002272
2015-05-22,0.008262209480059157,0.008225781243573609,0.008289124668435014,0.008230520415805891
2015-05-25,0.008230926884676484,0.008211866146581811,0.008234180081518383,0.008226999366521048
2015-05-26,0.00822740548767946,0.008108919000008109,0.008231672181887029,0.00812697587100864
2015-05-27,0.00812657960391051,0.00806009607634523,0.008145046996921172,0.008090025807182325
2015-05-28,0.008090025807182325,0.008034709946970914,0.008097559395598166,0.008068094719432007
2015-05-29,0.008068224909837586,0.008052502315094415,0.008090287609724526,0.008057303542796367
2015-06-01,0.008059641345960105,0.008005443701717168,0.008074087829927414,0.008014939847876441
2015-06-02,0.008014939847876441,0.007996737331168883,0.00808080808080808,0.008059251617894761
2015-06-03,0.00805912171691529,0.008020468234935556,0.008078392722983834,0.008048743188751076
2015-06-04,0.008048743188751076,0.008020532563362206,0.00807898010955097,0.00804214081788572
2015-06-05,0.008042011467908354,0.007945651742084144,0.008042658259407899,0.007963368504877564
2015-06-08,0.007963875859103109,0.007956968713199019,0.00804557010909793,0.008033870799289806
2015-06-09,0.008033612635265952,0.008016996031586964,0.008073696703509636,0.008043046384248497
2015-06-10,0.008043434546551377,0.008024458549659361,0.008166131785034747,0.00815667338232775
2015-06-11,0.008157338749806264,0.008055421298533913,0.008158137334083881,0.008103268048003761
2015-06-12,0.008103268048003761,0.008076435384478707,0.008120969968653056,0.008107144015306288
2015-06-15,0.008116421956544677,0.008086820100600042,0.008122619057288833,0.008103793385683839
2015-06-16,0.0081039247307471,0.008077609673745345,0.008111023692300205,0.008106815399706533
2015-06-17,0.008107341197454295,0.00803593670896248,0.008116421956544677,0.008102348870937684
2015-06-18,0.008102480169179787,0.00808996035919424,0.008166531918890005,0.008132659949089549
2015-06-19,0.008132924518327546,0.008115829113102196,0.00815940207901565,0.008154544935619868
2015-06-22,0.008134115292950163,0.008102480169179787,0.008159268929503916,0.008107078290055046
2015-06-23,0.008107472657548463,0.008052567158410101,0.008107604121905936,0.008068745713478839
