day,symbol_name,profit,volume,PnL/Lot,Coef
8/18/2020,GBPUSD,34670.59403,3343.7,10.368931,-0.00147
8/19/2020,GBPUSD,-332187.6555,4867.01,-68.252922,-0.00029
8/20/2020,GBPUSD,-98933.16041,4511.94,-21.926967,-0.00097
8/21/2020,GBPUSD,-66670.24971,4022.18,-16.57565,0.000279
8/24/2020,GBPUSD,75950.8805,4154.11,18.28331,0.00093
8/25/2020,GBPUSD,-34636.55719,3985.63,-8.690359,-0.00074
8/26/2020,GBPUSD,-19373.32497,4863.25,-3.983617,0.000692
8/27/2020,GBPUSD,-22698.32169,4265.75,-5.321062,-5.89E-05
8/28/2020,GBPUSD,-55873.98202,6067.58,-9.208611,-0.00031
8/31/2020,GBPUSD,-241210.1741,4626.69,-52.134501,-0.00068
9/1/2020,GBPUSD,-30021.99348,3773.57,-7.95586,-0.00044
9/2/2020,GBPUSD,-156932.2997,5019.11,-31.266958,0.00072
9/3/2020,GBPUSD,-39382.5025,4764.17,-8.266393,0.000632
9/4/2020,GBPUSD,42371.27044,5437.98,7.79173,-0.00013
9/7/2020,GBPUSD,-59272.54801,5346.72,-11.085777,0.001599
9/8/2020,GBPUSD,-7104.329918,4560.61,-1.557759,0.001847
9/9/2020,GBPUSD,-479809.2206,8517.37,-56.333025,-4.85E-05
9/10/2020,GBPUSD,-347250.6167,6779.86,-51.217963,-0.00161
9/11/2020,GBPUSD,-250184.1176,8591.06,-29.121449,-0.00059
9/14/2020,GBPUSD,-99985.21743,5857.72,-17.068965,0.000211
9/15/2020,GBPUSD,3027.149671,6036.89,0.501442,-0.00043
9/16/2020,GBPUSD,-26133.02093,7011.66,-3.72708,-0.00051
9/17/2020,GBPUSD,-44398.0473,8164.83,-5.437719,-0.00096
9/18/2020,GBPUSD,40803.75903,8068.74,5.057017,-0.00077
9/21/2020,GBPUSD,16086.18111,6485.2,2.480445,0.00182
9/22/2020,GBPUSD,-177169.185,6975.36,-25.399289,0.001122
9/23/2020,GBPUSD,-121081.1015,7200.68,-16.815232,0.000585
9/24/2020,GBPUSD,-89623.56141,5484.93,-16.339964,0.001031
9/25/2020,GBPUSD,22825.92544,6630.54,3.442544,-0.00023
9/28/2020,GBPUSD,15237.28647,5483.82,2.77859,-0.00041
9/29/2020,GBPUSD,-183202.9832,6828.18,-26.830427,-0.00082
9/30/2020,GBPUSD,59595.97056,5963.62,9.993254,-0.00147
10/1/2020,GBPUSD,-70908.60858,6714.86,-10.559953,-0.00029
10/2/2020,GBPUSD,251916.4675,8614.84,29.242153,-0.00097
10/5/2020,GBPUSD,167260.8311,7143.8,23.413426,0.000279
10/6/2020,GBPUSD,-5061.377062,7282.15,-0.695039,0.00093
10/7/2020,GBPUSD,145593.5966,9970.02,14.60314,-0.00074
10/8/2020,GBPUSD,45038.95951,7537.46,5.97535,0.000692
10/9/2020,GBPUSD,93315.65742,7601.46,12.276018,-5.89E-05
10/12/2020,GBPUSD,-225032.9265,8145.73,-27.625876,-0.00031
10/13/2020,GBPUSD,-135471.7741,6682,-20.274136,-0.00068
10/14/2020,GBPUSD,-57211.48802,9459.22,-6.048225,-0.00044
10/15/2020,GBPUSD,-135797.362,9160.29,-14.82457,0.00072
10/16/2020,GBPUSD,294438.069,8247.53,35.700151,0.000632
10/19/2020,GBPUSD,189500.2057,7555.2,25.08209,-0.00013
10/20/2020,GBPUSD,110465.0256,9050.1,12.205945,0.001599
10/21/2020,GBPUSD,20986.82227,6877,3.051741,0.001847
10/22/2020,GBPUSD,-817824.9499,8252.89,-99.095583,-4.85E-05
10/23/2020,GBPUSD,6988.778378,5815.63,1.201723,-0.00161
10/26/2020,GBPUSD,19144.66213,6846.78,2.796156,0.000211
10/27/2020,GBPUSD,39287.23583,6829.39,5.752671,-0.00043
10/28/2020,GBPUSD,70551.26799,6693.44,10.54036,-0.00051
10/29/2020,GBPUSD,-72452.48918,7266.9,-9.970206,-0.00096
10/30/2020,GBPUSD,51553.58446,6410.16,8.04248,-0.00077
11/2/2020,GBPUSD,67047.68381,6208.2,10.799859,0.00182
11/3/2020,GBPUSD,32284.92418,6124.16,5.271731,0.001122
11/4/2020,GBPUSD,-321989.8494,5663.49,-56.85361,0.000585
11/5/2020,GBPUSD,59394.63631,6032.75,9.845367,0.001031
11/6/2020,GBPUSD,-78486.02596,5100.79,-15.387033,-0.00023
11/9/2020,GBPUSD,-37762.05118,4148.16,-9.103326,-0.00041
11/10/2020,GBPUSD,11798.35182,5869.09,2.010252,-0.00082
11/11/2020,GBPUSD,-165073.8238,6670.84,-24.745583,-0.00147
11/12/2020,GBPUSD,-59599.86814,6268.42,-9.507957,-0.00029
11/13/2020,GBPUSD,114141.2028,5570.08,20.491843,-0.00097
11/16/2020,GBPUSD,-18970.90373,4658.43,-4.072381,0.000279
11/17/2020,GBPUSD,16183.43516,6298.21,2.569529,0.00093
11/18/2020,GBPUSD,14345.07367,6261.68,2.29093,-7.40E-04
11/19/2020,GBPUSD,-112011.3071,6728.33,-16.647713,0.000692
11/20/2020,GBPUSD,140316.1925,7908.72,17.74196,-5.89E-05
11/23/2020,GBPUSD,91721.24572,5922.94,15.485763,-0.00031
11/24/2020,GBPUSD,-481574.7926,10053.9,-47.899302,-0.00068
11/25/2020,GBPUSD,18281.47673,6151.92,2.97167,-0.00044
11/26/2020,GBPUSD,54342.79288,7881.84,6.894684,0.00072
11/27/2020,GBPUSD,163906.5496,6120.89,26.778222,0.000632
11/30/2020,GBPUSD,78932.58301,6919.38,11.407465,-0.00013
12/1/2020,GBPUSD,89266.55734,7420.35,12.029966,0.001599
12/2/2020,GBPUSD,-75639.8108,9043.91,-8.363618,0.001847
12/3/2020,GBPUSD,90148.17082,7980.03,11.296721,-4.85E-05
12/4/2020,GBPUSD,-563551.2022,8310.69,-67.810399,-0.00161
12/7/2020,GBPUSD,-16104.37236,8657.7,-1.860121,-0.00059
12/8/2020,GBPUSD,-330790.1424,11203.28,-29.526187,0.000211
12/9/2020,GBPUSD,240870.7969,8662.19,27.807148,-0.00043
12/10/2020,GBPUSD,-164910.9936,9274.39,-17.78133,-0.00051
