date,open,high,low,close,trend
2020.02.05,109.485,109.84,109.298,109.818,0
2020.02.06,109.778,110.001,109.743,109.989,0
2020.02.07,109.97,110.016,109.526,109.762,0
2020.02.10,109.667,109.873,109.555,109.768,0
2020.02.11,109.746,109.957,109.721,109.78,0
2020.02.12,109.777,110.13,109.753,110.091,0
2020.02.13,110.06,110.086,109.612,109.824,0
2020.02.14,109.808,109.906,109.693,109.765,0
2020.02.17,109.789,109.956,109.713,109.863,0
2020.02.18,109.86,109.942,109.651,109.861,0
2020.02.19,109.864,111.584,109.841,111.327,0
2020.02.20,111.306,112.218,111.106,112.108,0
2020.02.21,112.087,112.181,111.466,111.584,0
2020.02.24,111.376,111.677,110.327,110.711,0
2020.02.25,110.653,111.035,109.884,110.194,0
2020.02.26,110.146,110.697,110.124,110.412,0
2020.02.27,110.375,110.449,109.558,109.567,1
2020.02.28,109.57,109.675,107.504,108.022,1
2020.03.02,107.609,108.572,107.352,108.321,1
2020.03.03,108.305,108.528,106.923,107.116,1
2020.03.04,107.099,107.688,106.838,107.519,1
2020.03.05,107.484,107.736,105.96,106.159,1
2020.03.06,106.094,106.336,104.987,105.352,1
2020.03.09,104.416,104.504,101.174,102.265,1
2020.03.10,102.265,105.912,102.002,105.238,1
2020.03.11,105.238,105.381,104.09,104.416,1
2020.03.12,104.416,106.089,103.073,104.805,1
2020.03.13,104.794,108.495,104.5,107.968,0
2020.03.16,106.973,107.571,105.129,105.867,0
2020.03.17,105.867,107.858,105.851,107.647,0
2020.03.18,107.647,108.647,106.747,108.052,0
2020.03.19,108.054,110.947,107.944,110.83,0
2020.03.20,110.831,111.497,109.318,110.766,0
2020.03.23,110.749,111.586,109.66,111.196,0
2020.03.24,111.196,111.706,110.075,111.264,0
2020.03.25,111.276,111.676,110.746,111.127,0
2020.03.26,111.126,111.24,109.204,109.408,0
2020.03.27,109.408,109.464,107.738,107.94,0
