date,open,high,low,close,TR,ATR,CI,trend
2014.11.04,1.24819,1.2577,1.24813,1.25452,,,,0
2014.11.05,1.25443,1.25671,1.24574,1.2485,0.010969999999999924,,,0
2014.11.06,1.2485,1.25331,1.23649,1.23735,0.016819999999999835,,,0
2014.11.07,1.23736,1.24694,1.23581,1.24531,0.011129999999999862,,,0
2014.11.10,1.24705,1.25092,1.24186,1.24204,0.009060000000000068,,,0
2014.11.11,1.24183,1.24992,1.23942,1.24751,0.010499999999999954,,,0
2014.11.12,1.24744,1.24977,1.24193,1.24379,0.00784000000000007,,,0
2014.11.13,1.2438,1.24917,1.24263,1.24759,0.00653999999999999,,,0
2014.11.14,1.24757,1.2546,1.23986,1.25218,0.014739999999999975,,,0
2014.11.17,1.25292,1.25773,1.24451,1.24496,0.01322000000000001,,,0
2014.11.18,1.24492,1.2545,1.24435,1.25359,0.010149999999999881,,,0
2014.11.19,1.25357,1.25997,1.25122,1.25537,0.008750000000000036,,,0
2014.11.20,1.25536,1.25753,1.25044,1.25387,0.007090000000000041,,,0
2014.11.21,1.25386,1.25681,1.23749,1.23874,0.019320000000000004,,,0
2014.11.24,1.23592,1.24446,1.23592,1.24413,0.008539999999999992,0.011047857142857118,,0
2014.11.25,1.2442,1.24869,1.2402,1.24744,0.008490000000000109,0.010870714285714273,,0
2014.11.26,1.24741,1.25314,1.24436,1.25052,0.00878000000000001,0.010296428571428571,,0
2014.11.27,1.2506,1.25232,1.24646,1.24669,0.005860000000000198,0.009920000000000024,,0
2014.11.28,1.24668,1.24902,1.24263,1.245,0.006390000000000118,0.009729285714285742,,0
2014.12.01,1.24596,1.25065,1.24192,1.24686,0.008730000000000127,0.009602857142857182,,0
2014.12.02,1.24691,1.2476,1.23768,1.2382,0.009920000000000151,0.009751428571428617,,0
2014.12.03,1.23825,1.23903,1.23011,1.231,0.008920000000000039,0.009921428571428621,,0
2014.12.04,1.23099,1.24562,1.22795,1.23774,0.017669999999999852,0.010130714285714326,,0
2014.12.05,1.23771,1.23929,1.22709,1.2286,0.012199999999999989,0.010057857142857183,,0
2014.12.08,1.22879,1.23434,1.22471,1.23122,0.009630000000000027,0.010020714285714336,,0
2014.12.09,1.23125,1.24477,1.22921,1.2373,0.015560000000000018,0.010507142857142906,,0
2014.12.10,1.23735,1.24479,1.23621,1.24479,0.008580000000000032,0.010613571428571476,,0
2014.12.11,1.24478,1.24949,1.237,1.24096,0.01248999999999989,0.010125714285714325,61.10395972350383,0
2014.12.12,1.24097,1.24851,1.23843,1.24605,0.010080000000000089,0.010235714285714332,60.88753004138242,0
